	Feature	Intercept_mean	CV_HEI_mean	Intercept_std	CV_HEI_std	Intercept_hdi	CV_HEI_hdi	lower	upper	credible	Taxon
10	25f9cac7332bfbe3973f03bae0ee15cc	-8.369755249999997	-0.0612600825000001	0.2750538402959273	0.0143799101893055	(-8.88479, -7.83632)	(-0.0882513, -0.0335648)	0.026991217499999907	0.0276952825000001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Agathobaculum; s__Agathobaculum butyriciproducens
11	90104f2fbcc925a6619e805c7a625c57	-7.451563839999999	-0.060400096417	0.3554777980620651	0.018453519549891	(-8.07943, -6.78255)	(-0.0940288, -0.0267588)	0.033628703583	0.033641296417	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__
12	3a1461e8439091ad6b93af0ddb3849eb	-5.963217115000015	-0.06028463224415	0.4451396542382255	0.0232227491870243	(-6.87012, -5.20172)	(-0.101195, -0.0156671)	0.04091036775585	0.04461753224414999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__TANB77; f__CAG-508; g__CAG-269; s__CAG-269 sp000431335
13	30c16856bd5bae4cd2f1182341b30ffc	-7.993509974999983	-0.0587620622450002	0.352269766398068	0.0184429347130108	(-8.69071, -7.34847)	(-0.0929544, -0.0246129)	0.03419233775499981	0.0341491622450002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 hominis
14	beef5a54aaee13f217ecede427cb3071	-6.553784509999997	-0.0577901295645498	0.4136492444068525	0.0215097342870778	(-7.33928, -5.83156)	(-0.0993716, -0.019803)	0.041581470435450206	0.0379871295645498	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Limivicinus; s__Limivicinus sp002320035
15	d05c86b5bfc092d8677507fb1eae8d66	-4.635560904999999	-0.056231901507	0.385105834057511	0.0200447777721479	(-5.35097, -3.94256)	(-0.0926913, -0.0196947)	0.036459398493000006	0.036537201507	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Ruminiclostridium_E; s__Ruminiclostridium_E siraeum
16	96169c3701e79f42346c41eb7b5bf2af	-8.43695156499999	-0.0559697500699999	0.2997455514567329	0.0156439312168597	(-9.03454, -7.91341)	(-0.082715, -0.0242477)	0.026745249930000096	0.031722050069999896	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__
17	28bb502265419a0e86626d75a1183ce7	-7.272206579999996	-0.0557090161949999	0.3982273918886092	0.0205361355288188	(-7.99859, -6.52034)	(-0.0967898, -0.0198476)	0.0410807838050001	0.0358614161949999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__
18	9c25197937d1f54e2634026fbca6b55f	-6.025455904999996	-0.0556898487544999	0.4836601844193717	0.0248822803126556	(-6.88527, -5.08008)	(-0.103811, -0.0110675)	0.0481211512455001	0.0446223487544999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Jutongia; s__
19	74923f4bbde849e27fc4eda25d757e2a	-7.434293509999999	-0.053405426062	0.4243393769662196	0.021866505644487	(-8.25987, -6.64666)	(-0.0925754, -0.00988475)	0.039169973938	0.043520676062000004	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium_AQ; s__Clostridium_AQ innocuum
