	Feature	Intercept_mean	CV_HEI_mean	Intercept_std	CV_HEI_std	Intercept_hdi	CV_HEI_hdi	lower	upper	credible	Taxon
135	1600415004247da005dd77bd44c633d9	-7.633375710000007	-0.01995960722295	0.1888850778955179	0.0097890053843109	(-8.0062, -7.29075)	(-0.0387534, -0.00138865)	0.01879379277705	0.018570957222949998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__Hominilimicola; s__Hominilimicola sp001941225
136	ef1616938612ecae94c31842853cb904	-8.48420555499999	-0.019814243304295	0.1887434344105566	0.0098197576801657	(-8.8724, -8.1568)	(-0.0394753, -0.00201138)	0.019661056695704997	0.017802863304295	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lientehia; s__Lientehia sp902363445
137	433cf7e272a09b91cc85082a1338b8e1	-7.3605735849999965	-0.019516971415	0.1602151928148444	0.008234138619402	(-7.64418, -7.04235)	(-0.0361262, -0.00552087)	0.016609228584999997	0.013996101415	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_187866; s__Coprococcus_A_187866 catus_A
172	9f4d14b114e7499772a797790d81c1db	-4.7134843050000015	-0.0137736336245499	0.1297385914507205	0.006646026653754	(-4.95542, -4.47701)	(-0.0256705, -0.00119678)	0.011896866375450099	0.0125768536245499	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_187866; s__Coprococcus_A_187866 catus_A
313	89aabf43d24dd5bd0fd0f5aca189d341	-5.463094779999998	0.0099643546879999	0.0939287396277177	0.0048408051694	(-5.65763, -5.30732)	(0.00114042, 0.019069)	0.0088239346879999	0.009104645312000099	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A; s__Dorea_A formicigenerans
323	2b982979f2401a8bc447d7141879e9b2	-4.09661565	0.0118419856913099	0.1063586658607444	0.0055272555072227	(-4.28514, -3.87761)	(0.000715367, 0.0215503)	0.0111266186913099	0.009708314308690102	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A; s__Dorea_A longicatena
335	180b74e94caf35fac5e1f0f4b7ad9d9f	-6.658907415000006	0.01420215522	0.1360294391581019	0.0070214815742157	(-6.92055, -6.40942)	(0.00202428, 0.028228)	0.01217787522	0.01402584478	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Odoribacter_865974; s__Odoribacter splanchnicus
352	4c731267e801c2afe253b5cbb58bdd24	-5.003460294999996	0.017816622979	0.1374474743276971	0.007106067719517	(-5.25624, -4.73638)	(0.00365841, 0.0310613)	0.014158212978999999	0.013244677021	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Bariatricus; s__Bariatricus comes
361	04c8be5a3a6ba2d70446812e99318905	-6.3801423849999965	0.02094841552005	0.2031461803043853	0.0104749307221947	(-6.75588, -5.99227)	(0.0017498, 0.0408023)	0.019198615520050002	0.01985388447995	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 thetaiotaomicron
365	b1f2146bef78066448576fceeb6b644b	-5.049585485000006	0.0215470687455	0.1811129297614191	0.0092575033856207	(-5.37837, -4.69826)	(0.00313723, 0.0378959)	0.0184098387455	0.016348831254500002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 faecis
371	0cc2420a6a4698f8bf664d50b17d26b4	-6.660433445000008	0.0249723934402999	0.2692460212650912	0.0139056220665324	(-7.12296, -6.16384)	(0.000507815, 0.0498277)	0.0244645784402999	0.024855306559700103	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 finegoldii
372	0b05a2e48cdc5f9e766bb0f4c209d4b4	-9.243515250000009	0.0250300727900999	0.2130522618449227	0.0108721984637605	(-9.65024, -8.85446)	(0.00443436, 0.045069)	0.020595712790099897	0.0200389272099001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter welbionis
373	c942f59feffce9c3ab527135de234101	-5.7182416149999895	0.02570727888935	0.2101433737497847	0.0107741183795728	(-6.11225, -5.35356)	(0.00584696, 0.0452061)	0.019860318889349998	0.01949882111065	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 inulinivorans
375	8720f9ecd2331ce68e2896df1bf2d977	-4.194326535000002	0.0273458313159999	0.1858353378731929	0.0096227584865801	(-4.53503, -3.82474)	(0.00907266, 0.0453236)	0.0182731713159999	0.017977768684000098	yes	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella aerofaciens_F
380	b3d06445a910a9a444919e41f5da39c3	-10.494651709999989	0.02788966005	0.2862613694513737	0.0147118377598647	(-11.0262, -9.96397)	(0.000731653, 0.0551127)	0.027158007050000002	0.02722303995	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Granulicatella; s__Granulicatella adiacens
382	481e48328fe7a9837c7233de8f60fc23	-9.71332435500002	0.0284043171035	0.3137883488265363	0.0161284501798831	(-10.3086, -9.14386)	(0.000332523, 0.0603838)	0.028071794103499997	0.0319794828965	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Hominibacterium; s__Hominibacterium faecale
384	2a7f11895ae7fe9fdffa52016207c561	-6.5650711549999965	0.02980051592875	0.2488505679784877	0.0129272039605152	(-7.00988, -6.08385)	(0.00408791, 0.0523027)	0.02571260592875	0.02250218407125	yes	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium breve
387	9099a7f671b923c7b07c12508f17270a	-8.705642369999977	0.032065557303575	0.3016070936310734	0.0156016817952482	(-9.22061, -8.08932)	(0.00203381, 0.0609784)	0.030031747303575	0.028912842696425002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Clostridium_A_51961; s__Clostridium_A_51961 leptum
389	370829fece3190f1a8efccf50b7d0921	-8.329080094999993	0.0350790199615	0.2421821181655264	0.0124473854059832	(-8.78302, -7.89803)	(0.0134334, 0.0591254)	0.021645619961500003	0.0240463800385	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__
391	e2c3ff4f647112723741aa72087f1bfa	-4.013565449999993	0.03719468233	0.2051641640560004	0.0105960225901395	(-4.38639, -3.62166)	(0.0174231, 0.0571402)	0.01977158233	0.019945517670000003	yes	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium breve
392	d0037fe3397f56b52e971759e3f2f7a8	-9.561748139999995	0.0377660732185	0.3699424015108843	0.0190589148256533	(-10.224, -8.88077)	(0.00333531, 0.0724184)	0.0344307632185	0.034652326781499994	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__
393	9f74473636e6874853d88dfcbcecff49	-7.362675284999991	0.038716629316	0.2996008680750421	0.0153584232746539	(-7.90717, -6.79189)	(0.00894077, 0.0661973)	0.029775859316	0.027480670684	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus_A_346120; s__
394	c82032c40c98975f71892e4be561c87a	-7.817957074999997	0.0405094720499999	0.1692268776775559	0.0086436615100947	(-8.15118, -7.50293)	(0.0241628, 0.0573237)	0.016346672049999896	0.0168142279500001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter welbionis
396	b6d740387526e21887b761f90fbc914a	-9.47735414500001	0.0531796106149998	0.3656855589695456	0.0186191886552548	(-10.1679, -8.83265)	(0.0218439, 0.0885734)	0.031335710614999804	0.03539378938500019	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 torques
397	29bb5fa7f45e47bbabab8cc1b1b3d18e	-10.068941535000013	0.06450795181	0.3915568816504108	0.0201250942791962	(-10.8081, -9.3494)	(0.0242721, 0.0995094)	0.04023585181	0.03500144818999999	yes	d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella_A; s__Veillonella_A parvula
398	f7ef98bb6d0061b9368a72b1ff40aad0	-10.15824307	0.0663718875799999	0.4546718772000035	0.023500813094043	(-10.9966, -9.28695)	(0.0175362, 0.107122)	0.0488356875799999	0.040750112420000095	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__Lawsonibacter sp000177015
399	7efeb75fc542932a033b37b887994dc8	-9.557949504999996	0.0666826269702999	0.4758117372109528	0.0246388361075662	(-10.5108, -8.77452)	(0.0233176, 0.114401)	0.043365026970299904	0.0477183730297001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__
400	fea3411c847e6627afb5e78b88e2e9af	-6.967758344999997	0.0683124721500001	0.3106562716767694	0.0159658104596105	(-7.5858, -6.43792)	(0.039692, 0.0984579)	0.028620472150000097	0.030145427849999906	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 torques
