Feature	Intercept_mean	CV_HEI_mean	Intercept_std	CV_HEI_std	Intercept_hdi	CV_HEI_hdi
97f26830027d30dfbd60b54895af0660	-9.068611510000002	-0.0004993135339500004	0.29833683620904067	0.015346817981401722	(-9.60683, -8.49733)	(-0.0293283, 0.0288893)
d061a99148d649c4eca4836c5f4b5b68	-4.883801619999991	0.010249732564224996	0.14467528296905313	0.007511131969758107	(-5.15156, -4.60696)	(-0.00388223, 0.0240071)
f9f5f08e8da4cc9740518223846563db	-8.362496255000005	-0.005503566073750011	0.34144294546047516	0.01764460147119411	(-8.97655, -7.7168)	(-0.0403404, 0.0247311)
40c85a458df8d5a935122ba778d4f334	-5.7210518499999985	0.015394940222549986	0.37889567546341535	0.01957277398636543	(-6.45818, -5.02743)	(-0.0203566, 0.0531379)
7ebc04cb539befd9f2e7faa131628c66	-7.739381695000005	-0.030876689001000036	0.24608437961414162	0.012789057798576205	(-8.18727, -7.29419)	(-0.0545561, -0.0075437)
f7ef98bb6d0061b9368a72b1ff40aad0	-10.15824307	0.06637188757999996	0.45467187720000357	0.02350081309404301	(-10.9966, -9.28695)	(0.0175362, 0.107122)
362b97b08074732371b6e76cd1a894e1	-6.245767485000001	-0.045644808068800065	0.507973082073376	0.026054597959240984	(-7.20395, -5.36497)	(-0.0921269, 0.00274662)
2fad39e365933a7f925040cb3c2a5ef8	-6.031338225000001	-0.003597762706350002	0.3736621598900525	0.01924319611202604	(-6.77766, -5.36073)	(-0.0385633, 0.0337214)
4c855814a58f4f324e8f0cfaab222e1f	-8.940351464999976	0.007187874677650005	0.45174144865664473	0.02334768545012516	(-9.74817, -8.07326)	(-0.0342366, 0.0522329)
2f61368750bbc7603f01c928568e7ad3	-6.671080685000013	-0.015892418782970007	0.18393768888615725	0.0095372496831866	(-7.02484, -6.34284)	(-0.0335457, 0.00190904)
599ba6458e91e2527f358f547ea39261	-4.34785797999999	0.006228491589990014	0.1293140956435902	0.0066355081295560005	(-4.58157, -4.09209)	(-0.00587929, 0.0189875)
4b548f1f6fc22f32237396b7d4ffee6e	-7.777832950000005	0.007771546815660998	0.1773018941709237	0.009139404468709941	(-8.08732, -7.44509)	(-0.00915861, 0.0245195)
eb3543a838a705addef1d704eda7cad3	-7.616850280000007	-0.022076675715049992	0.4992510979710728	0.025757286803172238	(-8.48187, -6.62397)	(-0.0730985, 0.0256685)
2281740c4ae82360612b5bc7e9538337	-6.263630185000005	-0.011050233083850003	0.33043877205878214	0.017133289045099906	(-6.86829, -5.621)	(-0.0414792, 0.0232996)
96936173022b85940115c9ea103505bd	-7.87063252000001	-0.014175540118715054	0.23045747078137793	0.011940411360187322	(-8.29949, -7.43829)	(-0.036768, 0.00744924)
f45b62ab6ec22fb20364a7e05088158f	-5.975131720000003	-0.07020736819999997	0.3335046304902549	0.017115459207785483	(-6.55651, -5.30849)	(-0.103842, -0.0397724)
c16907f7272c334959e9f980842194cf	-8.443805685000008	0.018776613652409974	0.393188670933346	0.020139720246727444	(-9.18718, -7.71108)	(-0.0182089, 0.0565052)
266c2a374ca451985731e1e1b5961bd2	-6.9800799349999965	-0.07712220005000017	0.27690442461966136	0.014480807301685042	(-7.46216, -6.463)	(-0.104404, -0.0515055)
2ad8a4ebf774763b765f4ab5b516ff21	-9.201686095000005	-0.009422270511750002	0.31612720481050177	0.016311352840849117	(-9.72713, -8.55658)	(-0.039712, 0.0202001)
f12011ad5219b22b6ca790103333a755	-9.395885755000009	0.012332235726070019	0.19981666586656363	0.010236578462453322	(-9.75968, -9.03018)	(-0.00643762, 0.0311062)
b9fefd4224e459a6a0d21db63b1c0d03	-8.450993255000016	-0.0259015889039	0.374349488799911	0.019276179040883863	(-9.1326, -7.72353)	(-0.062337, 0.0103557)
0cc2420a6a4698f8bf664d50b17d26b4	-6.660433445000008	0.024972393440299997	0.26924602126509123	0.013905622066532442	(-7.12296, -6.16384)	(0.000507815, 0.0498277)
33f9226b33e1f59f71edc044bb947764	-4.31663764	0.0001875665213499994	0.3703678806126823	0.01922440220229755	(-5.03959, -3.65731)	(-0.0346571, 0.038065)
b4ef8e75d847b17325effd2f3873cc9c	-7.167766409999985	-0.013450096846200016	0.3515406184916786	0.018165424558189612	(-7.81812, -6.51262)	(-0.0474331, 0.0200294)
8ffd2b3caa54b2922e98a0d5aab5adde	-7.104306855000008	0.0056809522329500034	0.2967624608444589	0.015168933016462249	(-7.63313, -6.49978)	(-0.0229689, 0.0350515)
42608e863ede290f764f14c074e8e4fb	-8.961020459999993	-0.002123598429980006	0.26767872673297777	0.01390330621536107	(-9.41944, -8.43587)	(-0.0287429, 0.0228243)
2a8a90cd5770804a5f23f425004de7e5	-6.768473200000005	0.024824317895799988	0.6080741414810041	0.031435970604288474	(-7.97267, -5.7071)	(-0.0379769, 0.0781934)
f19fa34c0c987ab3bd8aa42d8a4d21ec	-8.241253130000008	-0.03728754650099995	0.2736665042781142	0.014195995954443628	(-8.71623, -7.71311)	(-0.0632127, -0.0116818)
340a5698fe78713b785c3bcce89df73b	-8.196894040000002	-0.017009581383219965	0.2885758471940755	0.014952154453962084	(-8.72447, -7.66236)	(-0.0474483, 0.00803476)
376917760e5aa918592416e980809536	-5.680911640000002	-0.014123673441700017	0.4626716312709375	0.023812381352147038	(-6.50832, -4.7657)	(-0.0594181, 0.0277489)
589c1370b3324a2d6cff6d1ff85341d1	-7.228474690000004	-0.027172003720749998	0.4007047726278087	0.02065613228082408	(-7.95377, -6.42908)	(-0.0638118, 0.0140154)
e5a43b018c81cedd19e9a5354d32d469	-6.129999405000009	-0.015234975644574987	0.33078505472526415	0.01707080583827414	(-6.74978, -5.49215)	(-0.0498721, 0.0141593)
f4dfb45b33372cdc0dc2fd20c0d0b448	-7.734663615000003	-0.025885278356050027	0.49851296843039256	0.02568093819663792	(-8.5968, -6.74355)	(-0.0730392, 0.023622)
e1b3393309a8b247e0c358c26176d13c	-6.766702094999999	0.002895815304245	0.15839304262391374	0.008195083783935185	(-7.0565, -6.47885)	(-0.0135684, 0.0167526)
b47757a69204f053308f7f5f0022edab	-6.991645935000007	-0.03867197506550003	0.3325411858915009	0.017132270969052028	(-7.61865, -6.38769)	(-0.0702038, -0.00790628)
03569e3fd843f501355f7853b0ec9361	-6.645499425000004	0.01919901546275001	0.32010771759552975	0.016630722611759685	(-7.212, -6.03842)	(-0.011421, 0.0498921)
25e04b2be57def00437d44ab461e8773	-7.030427780000005	-0.044363608925649944	0.4544411380298564	0.023379912012981858	(-7.84699, -6.22083)	(-0.0829619, 0.000432641)
4d04d759f5a6615dac43060726239891	-4.7630940849999925	-0.029680169997999988	0.24094018132487308	0.012341905283254549	(-5.19, -4.3013)	(-0.0512328, -0.00597151)
237135dc8b20f922cabee934f7d410a1	-6.512948615000007	-0.004226975807900003	0.30114668844971837	0.015617927090673321	(-7.06512, -5.92968)	(-0.0351544, 0.0241513)
9dd9cefe38347b087dd318d82962cc03	-5.269251984999998	-0.027038020764189964	0.2515182447915254	0.012947800903372199	(-5.73893, -4.7935)	(-0.0511366, -0.00265279)
c764eda12e92f19526c7e5a78a38c615	-9.934621120000005	0.0031150611799999972	0.32853832193968757	0.016925333448620034	(-10.5385, -9.31653)	(-0.029123, 0.0347575)
6fc765c81c8b663cedcd799094894748	-8.155195689999996	-0.030082040571800042	0.3676651319596728	0.018864179307717246	(-8.86869, -7.49709)	(-0.0653697, 0.00491853)
1a389bf765c8ff0f92600f684fbe7ad7	-5.0354911550000025	-0.04599298678500001	0.2774874297246924	0.01437756538659704	(-5.5433, -4.49129)	(-0.0724037, -0.0186082)
b0645cbec7653c887cb868a248d95874	-3.721170910000005	-0.0035557368567249964	0.16990498009408642	0.008769402336717502	(-4.03388, -3.42238)	(-0.019595, 0.0126567)
d6c46ad81c01997055a3b713c0d5ee1b	-5.920178314999996	-0.02579046391965	0.41425534576117506	0.021383626073279694	(-6.69396, -5.13803)	(-0.0697778, 0.0108195)
fe2a1f2b6f247658881254d63fd68b74	-6.428180945	0.021538074253914966	0.43763148084542186	0.02267254959532475	(-7.26223, -5.65252)	(-0.018751, 0.0646584)
89aabf43d24dd5bd0fd0f5aca189d341	-5.463094779999998	0.009964354687999995	0.09392873962771778	0.004840805169400028	(-5.65763, -5.30732)	(0.00114042, 0.019069)
2ae8a432208b85a14e86eb821c86ce2b	-4.19732198	-0.0057479212486499995	0.16972904593728066	0.008741500173379144	(-4.51413, -3.87662)	(-0.0218611, 0.0111453)
f596fa835cdfdb22d6494b012f61fff2	-5.428090640000001	-0.013038385576745007	0.1972101870624091	0.010159601035881387	(-5.79888, -5.06234)	(-0.0327173, 0.0047983)
f7895578be91c3e9c71c7b89e3e798db	-8.55579893000002	-0.017330272078599954	0.43829756764161365	0.022644671871277552	(-9.35179, -7.72241)	(-0.0553647, 0.0283677)
8b40296c81e6ffbc10306d4a2ccab530	-9.289253779999981	-0.006751768983299995	0.21151371610964512	0.01089867596790766	(-9.68492, -8.90052)	(-0.0277244, 0.0133038)
40a6b537d995aeb12b0100e2cb6ad879	-6.855063275000011	-0.013778993775074992	0.25482996647985573	0.013108515957618689	(-7.30423, -6.36101)	(-0.0374771, 0.0109403)
9ac5fec396208e598ab2e2d26985d0df	-8.403949945000013	0.014414744322914985	0.16550432081050626	0.008553285299990864	(-8.72529, -8.10478)	(-0.00185705, 0.0298555)
