Feature	Intercept_mean	fatty_acids_saturated_eaten_mean	Intercept_std	fatty_acids_saturated_eaten_std	Intercept_hdi	fatty_acids_saturated_eaten_hdi
5f9d6c173705f19cd3a1e5145c52789a	-9.02362310499999	0.0037906677398800016	0.34904498477604406	0.009736670313706347	(-9.69423, -8.4074)	(-0.0139479, 0.0222263)
1ef782a559e3e0a4ab42516e0a2c828f	-8.694873105	0.00321836602492001	0.33104187547349534	0.009152046097010418	(-9.29785, -8.06543)	(-0.0145389, 0.0195173)
97f56e68f535e44ceb53d05f269e82d6	-6.686747325000005	-0.003393715548745001	0.15196187588271723	0.004249125888424997	(-6.97085, -6.40669)	(-0.0108419, 0.00512502)
3f38509af22157cdcb4006457529d25e	-8.006409504999999	-0.025332514911699938	0.3519086851159046	0.009880123534297802	(-8.65114, -7.33467)	(-0.0445824, -0.00796618)
ccee9fc92f4182805278384a02a4d7d3	-9.571612485	-0.004373336881879993	0.2812442924495974	0.007856331166849431	(-10.169, -9.0937)	(-0.0197171, 0.0101589)
b3bf877149e7a31ad9a7397a3ca8b011	-9.111352134999992	-0.006340219255942005	0.301303759314569	0.008415669540661202	(-9.66358, -8.56028)	(-0.0222157, 0.00865073)
33852dc244bb69590e8e756a83bb2f4c	-8.843245894999997	-0.020017828507000027	0.25981346719001874	0.007318443799111087	(-9.34057, -8.37644)	(-0.033686, -0.00655456)
8f5959f21dc9ce9a281656f8d699ec07	-6.688702875000024	-0.004794242391414996	0.23573518603166624	0.006572454470993226	(-7.14765, -6.25984)	(-0.0175557, 0.00721181)
2086666afdd5de098b04a94247040c11	-7.76989481	-0.003456892837764998	0.31001236540235605	0.008615228238135703	(-8.32002, -7.16649)	(-0.0191826, 0.0123519)
96169c3701e79f42346c41eb7b5bf2af	-9.268808454999999	-0.005631670683885006	0.2703329076323545	0.0074780304062739755	(-9.79852, -8.77194)	(-0.0192438, 0.00855048)
d05c86b5bfc092d8677507fb1eae8d66	-4.563965154999995	-0.03289878881000002	0.3145288666750258	0.008741122663546413	(-5.11778, -3.94527)	(-0.0485579, -0.0154894)
25dd2ae928b2e5e1ac2e28dbe2112991	-6.079941260000012	-0.0075525401397	0.16226143999888687	0.004524417264507996	(-6.33265, -5.71307)	(-0.0155687, 0.00159958)
cebcb0fe524fb1cf0bfb5463ae228bed	-8.607508319999997	-0.005773217652124993	0.2927623084085069	0.008160775880275396	(-9.19529, -8.08034)	(-0.0210223, 0.0095649)
90104f2fbcc925a6619e805c7a625c57	-8.654772949999991	0.0028521015047549957	0.32110230604481427	0.008868022237172722	(-9.25273, -8.08371)	(-0.0143635, 0.0182089)
4c2189b6b5ced3cb80093414e9449de9	-5.869231130000006	-0.0022368496813500002	0.1355161901664267	0.0037466148186537577	(-6.12421, -5.60972)	(-0.00909999, 0.00508066)
c4e57b91cc2be5a2232b3612abdf4c0c	-7.5411777900000025	-0.015846022120499986	0.4739468524352867	0.013212585168715141	(-8.40566, -6.57821)	(-0.0410863, 0.00957791)
1600415004247da005dd77bd44c633d9	-8.148692969999992	0.004092255586600004	0.16834153495967386	0.004671565758230399	(-8.46672, -7.82973)	(-0.00437781, 0.0128657)
3b092a59cd0e2d57483420cc994ec49c	-5.927671365000004	0.0068895246808999945	0.24124113043050258	0.006739916338125767	(-6.41316, -5.49449)	(-0.00562401, 0.0197161)
2c5c5d710e1b9229efa72f98ca7b4e71	-8.317051869999997	-0.01507058727285	0.3743468144350946	0.010519757971510271	(-8.98328, -7.61944)	(-0.0336589, 0.00478466)
db093685d2f3295cfa4da0a44d3d9ad0	-8.040074500000006	-0.00039033120220500074	0.23521661910789812	0.00658736406130335	(-8.47702, -7.60352)	(-0.0123842, 0.0119563)
63a2de21003c952fd04b694d8444e66f	-6.964718175000006	-0.004126072497649992	0.27422717151992676	0.007625928614979585	(-7.48693, -6.47395)	(-0.0182525, 0.00988666)
59196a586276f0be745d0e334fc071c6	-3.5701465699999964	0.00510643778025	0.10116066528268329	0.002830600651646756	(-3.75129, -3.37721)	(-2.34254e-05, 0.0106097)
8507091bac6b1be88f3d360d6d535d0e	-8.309246115	0.007158738968149996	0.1689435784241496	0.004663526921539925	(-8.63302, -7.98936)	(-0.00152129, 0.0160073)
8f649d1053a0ead08b37f8e06fbb2818	-8.15973342	-0.0065697888004599934	0.21772084650511456	0.0060879264654777	(-8.59675, -7.75208)	(-0.0186088, 0.00467979)
8a70333f85e6869971ef357eceadf3ef	-8.50329220500001	0.013625094870775	0.25936298356528825	0.007185691212924115	(-8.95873, -7.97233)	(0.000370655, 0.0272414)
8e0da29b36fbc3879561566e87f11ea7	-8.984723315000021	0.007036013829260005	0.3095458671858835	0.008571280071314849	(-9.54842, -8.40586)	(-0.0088191, 0.023152)
5093cebf67405c910fb68525ffa6dc3d	-10.138363784999996	-0.00037350837442300057	0.25719113323562287	0.007210314165943424	(-10.6166, -9.6823)	(-0.0132102, 0.0134761)
bde648dc2bd51d522327b0bb99e98340	-9.79143125	0.0020836538770850005	0.25292310672996526	0.0070529836282916415	(-10.276, -9.34677)	(-0.0104642, 0.0156359)
8720f9ecd2331ce68e2896df1bf2d977	-3.8929683100000005	0.006385586144749997	0.1779333739528476	0.004987297845465696	(-4.23569, -3.5801)	(-0.00205769, 0.0163452)
3af2ddaf4af4b5ae4100439a9c3d4099	-8.258380295	-0.02041432522220001	0.24596014220735637	0.006905873261252943	(-8.66669, -7.7527)	(-0.0330518, -0.00760966)
de24ab68045830f7ea823f771a1f7dd3	-6.865620735000004	0.014240239746500008	0.2169641493461759	0.006084482181147522	(-7.26196, -6.4689)	(0.003844, 0.0259281)
aec9d6920c8746590e4dff84ba121b90	-8.438501169999997	0.014769586690445011	0.24038696324599457	0.006579343206843045	(-8.86756, -7.97368)	(0.00224392, 0.0269638)
192522c9b7c41f7a761f8a2ba792268a	-6.428362520000009	-0.011138224661950002	0.2408718726183062	0.006698270285985472	(-6.89709, -5.9847)	(-0.0246795, 0.000688174)
458157e555a80f9ba01d9da37ef787eb	-4.317140990000005	-0.019764570246999968	0.2966130354952726	0.00826013468085928	(-4.88505, -3.77841)	(-0.0346776, -0.00415609)
3017f87a3b0f5200ed54eca17eef3cbb	-8.02945520000001	-0.019474720985999984	0.2915067153354448	0.00813976308539548	(-8.58798, -7.50388)	(-0.0335568, -0.00304967)
c5e3c5422835403541b0af331a2cc649	-7.171645639999996	-0.041287364235000054	0.4284251023416932	0.012105707736011603	(-7.97025, -6.40567)	(-0.0644148, -0.0198342)
be7fc30c58dc772f88007fdefcf21a96	-8.127660220000001	0.006002293171400009	0.19042959749459007	0.005280642544734118	(-8.49568, -7.79959)	(-0.00279945, 0.016481)
3d766867c97f511431bf97e059d6498f	-5.440406205000004	-0.008473633286729997	0.185459329844977	0.005201156903092859	(-5.80906, -5.11718)	(-0.0185007, 0.000824254)
9099a7f671b923c7b07c12508f17270a	-7.888611679999988	-0.005986355410599996	0.25423665375881105	0.007136124598122921	(-8.39122, -7.43316)	(-0.0200272, 0.00671927)
4973330392dab23937c67af9843e5359	-8.150952924999997	0.0036271136337499943	0.23979731417093572	0.0066746686301868636	(-8.6378, -7.73238)	(-0.00947644, 0.0159397)
2cf53730a41137e7ad95ed3680541d80	-8.337750850000006	-0.024523891394500025	0.394293870587253	0.011082996992433319	(-9.06549, -7.62531)	(-0.0448469, -0.00364351)
2a0968119cb66a61a416f8d924c224ac	-6.077632729999985	-0.004189275577349995	0.46792160335749317	0.012882536622243538	(-7.04912, -5.28815)	(-0.0249479, 0.0234743)
a4e2a4e1321a599651edf92f6999e78e	-7.660014944999994	0.0035829435746500054	0.46255317107063154	0.012882562386544167	(-8.49767, -6.7977)	(-0.0193585, 0.0280953)
782772ed674928794b78f5a59ee3d08c	-9.262488759999993	-0.004352948966295006	0.25333276727846016	0.007087314780195172	(-9.73235, -8.81945)	(-0.0165613, 0.00968485)
ab5c396eaf731e031c9764a05b798753	-8.873054615000006	0.00909476116594999	0.24834516625505665	0.0068904912448908145	(-9.37279, -8.41564)	(-0.0038634, 0.0223983)
04195686f2b70585790ec75320de0d6f	-5.886624449999998	0.00044542261295000077	0.4243212199580614	0.012006691105768665	(-6.66506, -5.0832)	(-0.0227783, 0.0227392)
9f4d14b114e7499772a797790d81c1db	-4.870936865000003	-0.0028431063334435017	0.1177187232215919	0.003246741174284247	(-5.0979, -4.63921)	(-0.00903865, 0.00313685)
b1f2146bef78066448576fceeb6b644b	-5.064621130000011	0.012044689343000006	0.1714782437743141	0.0047581499924215275	(-5.4088, -4.75882)	(0.00297161, 0.0207419)
3bff9ab82e7f2a76cc22e687ac7b72fd	-6.925650604999995	0.005869025319745008	0.4245830427906705	0.011847266133394704	(-7.7629, -6.16752)	(-0.0171696, 0.0271441)
c1365ec008032ee718dcafaf5ac17adb	-6.479353915000005	-0.014371316716499981	0.19400048147394577	0.005465720368307298	(-6.83423, -6.12497)	(-0.0238303, -0.00361466)
cc968157f7691aab95df444e8cd103e2	-5.513739834999998	0.004992752176817002	0.12732164753891143	0.0035226580400736346	(-5.7576, -5.2733)	(-0.00190878, 0.0114508)
09ee2c2d76be17c9ede2d4c57412adeb	-8.322662395000005	-0.019963071345065038	0.38005801192990774	0.010676102615361546	(-8.98296, -7.63232)	(-0.0386601, 3.6484e-05)
d9b76ee51ff2b6961430bf352cc578f2	-9.650286009999997	0.004569014716149996	0.30093473436507756	0.008357906987837945	(-10.2018, -9.0805)	(-0.0110781, 0.0199761)
d2cccbadb958c9c6547274fa10531f74	-7.277127875	0.005842131171326401	0.20131249990831257	0.005638206005909926	(-7.66103, -6.90805)	(-0.00449664, 0.0165825)
