Feature	Intercept_mean	fiber_eaten_mean	Intercept_std	fiber_eaten_std	Intercept_hdi	fiber_eaten_hdi
8937656c16c20701c107e715bad86732	-3.4426430550000027	0.008657181520899985	0.1750545646266243	0.00674317615272911	(-3.78125, -3.12721)	(-0.00359343, 0.0213542)
6a6880faba39965be0e4b7d88966d1c9	-6.575579894999999	0.009486530500665027	0.24079482327209387	0.009258573509276164	(-7.02011, -6.11456)	(-0.0090517, 0.0256816)
85c05d873041801d03eed489230b23f6	-8.356356794999998	0.010296145897009997	0.14167663627563287	0.005333903868044049	(-8.62863, -8.09321)	(0.00111729, 0.0215805)
6d8fe4ac153ead767024e041ff1f0ec6	-9.314203365000024	0.03765930977550005	0.4062331205125042	0.015746833919205828	(-10.0677, -8.58148)	(0.00923411, 0.0666064)
ed5952d1e022067b212146b9b3bc6812	-5.0857657399999985	0.013766217399420001	0.37571761710099844	0.014398929745718457	(-5.76823, -4.39485)	(-0.0136651, 0.0393201)
7029eddc845e01d613a3bbc113ebeaba	-6.767663665000002	0.010491834082800005	0.21662463177583904	0.008270719754333175	(-7.15649, -6.35493)	(-0.00558767, 0.0252458)
41d23d8bc82f57b26b6896d5e2e947e8	-9.855273989999992	0.008218992468239988	0.24222797617405786	0.009285270762562463	(-10.2919, -9.41236)	(-0.00796632, 0.025447)
0021d135d4ac12982cc8abdf2b38e23f	-6.450351509999995	-0.011234839720164992	0.30783019011594687	0.011349782313592991	(-7.01828, -5.91072)	(-0.0312759, 0.0102143)
e4c0082e2ab8c9772768fc29bb86caa3	-6.789482015000001	0.005308605195888492	0.1610738168638523	0.006208288417548399	(-7.10473, -6.5036)	(-0.0063828, 0.01654)
46d8ab5615f60d7b522f3590976668be	-9.350441464999983	0.014654574907499997	0.15396235648723927	0.005825577941572085	(-9.66571, -9.08708)	(0.00470498, 0.0266512)
28bb502265419a0e86626d75a1183ce7	-8.914841664999997	0.024085721667399973	0.3855395866260403	0.015000327292021515	(-9.61801, -8.18015)	(-0.00500766, 0.0506614)
ea3af29626a95b6c7b89d631bf1a739c	-5.984154940000002	0.023853305684999975	0.19138551266487333	0.007329415991607827	(-6.34544, -5.61799)	(0.0101675, 0.0382641)
94b000e59b7ac160b0416c9ab45ff0bf	-7.345035934999994	-0.004707287517049994	0.351777156416709	0.013188869849370694	(-7.97759, -6.68433)	(-0.0279706, 0.0203888)
75878b49cacdd2ffdcea1186a43be92d	-7.703509024999997	-0.013524302587434991	0.17822123257260727	0.006892415898739865	(-8.04547, -7.3793)	(-0.0275377, -0.00163142)
aea50462b44fe88301c739b72353e16f	-8.27245344000001	-0.0076649987323499915	0.18715808484451407	0.007192921098670402	(-8.59056, -7.88597)	(-0.0204839, 0.00616132)
2d575dfaf20c70d49b09be32a1492254	-8.953833664999982	0.005138667596920003	0.14863923557297304	0.00557814127537382	(-9.25651, -8.69583)	(-0.00464406, 0.0162327)
b955f67a541a149dd3b179dc62d37a72	-7.747346924999987	-0.004117761456454502	0.21818104672105296	0.00834419549136954	(-8.13995, -7.34321)	(-0.0195423, 0.0112941)
ad7bc2bb6e1ec90a9bc3c8949bce80d6	-5.977222940000002	-0.012268432422499979	0.3192109750703391	0.011327699110584507	(-6.58567, -5.36504)	(-0.0335492, 0.00847017)
8f1c11c7b732265cbfc1bb7dbd0241e7	-5.3224481500000005	-0.014586634842299993	0.16241825186867856	0.006162216540621326	(-5.63371, -5.03333)	(-0.0259266, -0.00267323)
1fd31ccf4d6163405f70131e32d5065a	-7.0383862899999965	0.003391326263849996	0.3894014812991032	0.01497964690174973	(-7.74493, -6.30574)	(-0.0276045, 0.0281274)
5093ad88995f6fe457c7fe96bb0ed33b	-6.369953895000001	0.014150625060499971	0.19674079762031785	0.007416938769769751	(-6.7459, -6.00621)	(-0.000202831, 0.0277025)
f9b52205cb2d03153fd394a290212a10	-4.784876459999992	-0.018391255174450002	0.2806592033591066	0.010699790849860665	(-5.27118, -4.2311)	(-0.0380199, 0.00181924)
9d4e16844252e2dfbaf80a4a6fc4d55d	-7.90849132000001	-0.06843872265000009	0.29304010641336736	0.011780814545257128	(-8.50299, -7.39721)	(-0.0907152, -0.0464316)
148c7eb0139bbc1b8c87dd31464742e4	-5.759373085000005	0.0036170358955250025	0.17086738899635817	0.006544815142253652	(-6.05257, -5.44226)	(-0.00822087, 0.0157661)
eea6b86c0c75e740670ccc50613b1b23	-3.345600900000008	-0.0003368056766550002	0.0754161236161737	0.0028576011778163116	(-3.4895, -3.20607)	(-0.00518686, 0.00553034)
3fe55dd5e59267f275e972017302459f	-6.682871874999992	0.017083897367900006	0.42690142646954704	0.016422160632341178	(-7.49812, -5.8284)	(-0.0134531, 0.0490964)
f11bd4248a2f95e53507c5bbf8dda43a	-6.555331830000003	-0.009397546667824986	0.15088438073356397	0.005556556432131997	(-6.82588, -6.24449)	(-0.0202256, 0.000985904)
09a55cd0bdf9fa4929eab3f0ed841bf5	-9.457083005000001	0.019183596265849975	0.2479335146835134	0.009415870577489313	(-9.88174, -8.96121)	(0.00164479, 0.0363123)
bfb7bb16ab570748b3a5d099e9426af1	-7.721489554999998	-0.027142862124999986	0.15042662587671113	0.005799110937750942	(-8.02622, -7.46986)	(-0.0384307, -0.0169751)
ad52a0f6646c574417ce0b13b84acfa9	-3.610784835000001	0.0001638788418799997	0.23442216051553816	0.008764747738162399	(-4.02855, -3.16974)	(-0.0165697, 0.0151921)
180b74e94caf35fac5e1f0f4b7ad9d9f	-6.081719374999993	-0.012564695805499982	0.09984292517829874	0.0038141451417889574	(-6.26583, -5.89436)	(-0.0201229, -0.00598959)
810926a593979f3574e3bbe7defd3559	-10.205059100000005	0.030149789986350022	0.3314358588404249	0.01257526544550013	(-10.8471, -9.59282)	(0.00655277, 0.0531886)
5d62137a2d05df0be8d6b7e163a3ef08	-5.018762445000003	-0.005798958967600007	0.42005895171055724	0.016038287842116646	(-5.78729, -4.2129)	(-0.0364738, 0.0234826)
f9765bd9332162f70268554ab318197e	-7.271229735000003	0.013301393679094964	0.29154755258873255	0.011234000477190148	(-7.83322, -6.75176)	(-0.00761086, 0.0344335)
bc5b6cc17572b4fd6ebd80081410427e	-10.096229994999995	0.010485284311450014	0.20939746873458132	0.007922346485383308	(-10.4712, -9.70157)	(-0.00456157, 0.0245484)
a29679284280410db95e5cb8c0b2d73d	-8.617438060000007	-0.010035953476649989	0.2685361059631207	0.010126027718500167	(-9.07956, -8.06948)	(-0.0288802, 0.00902007)
1c86153e1b13ab5322c96f2602b73513	-5.024828790000002	-0.017706845953235014	0.414820014422082	0.015981697130544377	(-5.85743, -4.31196)	(-0.0461294, 0.013485)
fec0355651c9ad579f01f3e332311725	-7.015956060000004	-0.0024544260483149957	0.1826702192383213	0.006910611447412964	(-7.33269, -6.64535)	(-0.0143486, 0.010679)
f10155af1849a17996f302d71b32398c	-8.800469145000003	0.024838497035899992	0.39976007648628337	0.01545251633111412	(-9.53661, -8.02973)	(-0.00531486, 0.0533585)
0cc26190e976fc496119a5eb4cd0fee7	-9.905782950000006	-0.004724315522664993	0.20779601763579977	0.007806193851344388	(-10.295, -9.51413)	(-0.0194912, 0.0101135)
9c25197937d1f54e2634026fbca6b55f	-8.101167545000017	0.04057386124749994	0.45635961491725247	0.017669242778503333	(-8.9413, -7.19312)	(0.00826605, 0.074893)
40ced57decad1424c32de76ae039c050	-9.84387524000001	0.014157554777999974	0.19594794245243383	0.007360070413714123	(-10.2038, -9.49151)	(0.000675512, 0.0277991)
2ad31c7624bd7744a56a5ccac67ed01a	-8.459205420000016	-0.007769659742069007	0.19587741301544587	0.007451660084924122	(-8.82047, -8.09995)	(-0.0212372, 0.00660353)
41df3b4c55182503ecd97c6dbe47966a	-7.601351825000007	0.0344878250499999	0.17268481535334648	0.006550286918842368	(-7.95966, -7.30541)	(0.0207875, 0.0458021)
fea3411c847e6627afb5e78b88e2e9af	-4.011230285000002	-0.07053528829999997	0.2163222130546673	0.008302209801579521	(-4.42955, -3.61099)	(-0.0859054, -0.0550238)
8bb5ff097e0707dca3fe5860af20f4a6	-7.000855554999988	0.011060485851350013	0.1691887316693754	0.006399397725694909	(-7.34093, -6.71367)	(-0.000362529, 0.0234349)
bda6b6e7da7508c68057140e7bd6cd8d	-6.592430500000002	0.014544560819244514	0.21850888142441735	0.008304916863404553	(-6.99253, -6.18643)	(-0.000147016, 0.0307067)
1a5526b9f7147b6893f1a034a107cc65	-8.974393469999987	-0.03653022484500004	0.27411738093535587	0.010784266326231784	(-9.46065, -8.45457)	(-0.0561636, -0.0165022)
97f26830027d30dfbd60b54895af0660	-9.68611634000001	0.024100706037500034	0.23755130491096932	0.008959133106158368	(-10.1498, -9.26582)	(0.00702748, 0.0406835)
d061a99148d649c4eca4836c5f4b5b68	-4.620423859999996	-0.0028111562323849953	0.10725023681092925	0.004050721433249327	(-4.82257, -4.42695)	(-0.0103668, 0.00484949)
f9f5f08e8da4cc9740518223846563db	-9.209438475	0.028606568207499992	0.30611065662718157	0.011652646221106006	(-9.79365, -8.64664)	(0.00523379, 0.0500801)
40c85a458df8d5a935122ba778d4f334	-5.022637675000006	-0.016884415534950025	0.2757681040007061	0.010601159638010327	(-5.54601, -4.51052)	(-0.0390548, 0.00148677)
7ebc04cb539befd9f2e7faa131628c66	-8.546186030000008	0.009073534199885016	0.23771441114421138	0.009148792995543921	(-8.94743, -8.07798)	(-0.00812493, 0.025711)
f7ef98bb6d0061b9368a72b1ff40aad0	-7.275212904999997	-0.06916576195000008	0.3193943090635948	0.01246677260063795	(-7.88074, -6.70338)	(-0.0910773, -0.044546)
362b97b08074732371b6e76cd1a894e1	-7.599763795000007	0.019994081253750018	0.4475449593403418	0.01699663922058588	(-8.4911, -6.77781)	(-0.0123413, 0.0509717)
2fad39e365933a7f925040cb3c2a5ef8	-6.073682150000002	-0.0010981505458799987	0.26005816186591313	0.009604659526899189	(-6.53832, -5.54944)	(-0.0186165, 0.0169828)
4c855814a58f4f324e8f0cfaab222e1f	-7.286861485000003	-0.06411096211499995	0.38731412783688246	0.01503758302501373	(-7.92838, -6.5071)	(-0.0913843, -0.0361779)
2f61368750bbc7603f01c928568e7ad3	-7.461401105000003	0.019218648075000015	0.15378582764425652	0.005819340480089108	(-7.75128, -7.17327)	(0.00762821, 0.0298036)
599ba6458e91e2527f358f547ea39261	-4.0941863350000025	-0.005375144383900009	0.10292265433187091	0.003926598695804713	(-4.28601, -3.90397)	(-0.0124551, 0.00192756)
4b548f1f6fc22f32237396b7d4ffee6e	-6.998993124999995	-0.02603828831999995	0.13519104553957856	0.0052059545753984525	(-7.24914, -6.74331)	(-0.0360018, -0.0164328)
eb3543a838a705addef1d704eda7cad3	-7.714330755000013	-0.012542064666975017	0.38980321488961595	0.014900704376516437	(-8.44682, -7.0005)	(-0.0380597, 0.0171572)
2281740c4ae82360612b5bc7e9538337	-6.571309075000011	0.004251070978824996	0.2511620508382873	0.009504892396298035	(-7.03119, -6.10133)	(-0.0118275, 0.0237006)
96936173022b85940115c9ea103505bd	-8.93930057999998	0.031130258604999936	0.22106649189161093	0.008333159950306031	(-9.343, -8.53529)	(0.0149575, 0.0460484)
f45b62ab6ec22fb20364a7e05088158f	-8.443728979999996	0.04524672301000001	0.28968117680953953	0.01103095223581504	(-9.00645, -7.91892)	(0.0236034, 0.0645827)
c16907f7272c334959e9f980842194cf	-7.748155579999991	-0.01383584984754999	0.2964777215103414	0.011264064060819477	(-8.29781, -7.22812)	(-0.0354424, 0.0065665)
266c2a374ca451985731e1e1b5961bd2	-9.221184979999997	0.03220869753999999	0.2299023313498573	0.00869200041967497	(-9.65576, -8.81945)	(0.0152336, 0.0478486)
2ad8a4ebf774763b765f4ab5b516ff21	-9.273892630000011	-0.004302125617974985	0.2323591847811985	0.008710988756383818	(-9.70031, -8.83718)	(-0.0203738, 0.0121215)
f12011ad5219b22b6ca790103333a755	-8.934979749999991	-0.00920313717096501	0.16057737336604266	0.006163596010376671	(-9.24095, -8.63704)	(-0.0207937, 0.00216973)
b9fefd4224e459a6a0d21db63b1c0d03	-8.981460850000003	0.0020414979275500005	0.34147984307917406	0.013018233909728453	(-9.57387, -8.29564)	(-0.0206685, 0.0284316)
0cc2420a6a4698f8bf664d50b17d26b4	-5.895240435000008	-0.011977025297650023	0.19647458873824092	0.007541378216127522	(-6.27192, -5.53611)	(-0.0272742, 0.00155157)
33f9226b33e1f59f71edc044bb947764	-4.58860489999999	0.010999127397750014	0.3085183650765221	0.011898577103450636	(-5.14236, -4.03357)	(-0.0112553, 0.0325389)
b4ef8e75d847b17325effd2f3873cc9c	-7.251000750000003	-0.006730618474875021	0.30101548875005996	0.01139286945812413	(-7.82456, -6.73655)	(-0.0270638, 0.0146049)
8ffd2b3caa54b2922e98a0d5aab5adde	-7.65489485500001	0.025485735939300015	0.28088359852451156	0.01078144706417694	(-8.20075, -7.15561)	(0.00576925, 0.0460361)
42608e863ede290f764f14c074e8e4fb	-9.138330519999997	0.005459458839879497	0.24788618272713317	0.009508580573909199	(-9.60667, -8.68004)	(-0.0130021, 0.0231294)
2a8a90cd5770804a5f23f425004de7e5	-6.229222724999993	-0.002971533873200005	0.45013753044044746	0.017145923335387288	(-7.00473, -5.34436)	(-0.0344777, 0.027924)
f19fa34c0c987ab3bd8aa42d8a4d21ec	-9.397648709999995	0.018007552283305014	0.22202683915494537	0.008560933914222513	(-9.7883, -8.97392)	(0.0022835, 0.034173)
340a5698fe78713b785c3bcce89df73b	-8.41545946999998	-0.0040477283628849925	0.21445519123564985	0.00811186369717738	(-8.78817, -7.96739)	(-0.0195508, 0.0110804)
376917760e5aa918592416e980809536	-5.638330654999987	-0.012675514385264992	0.3652472015661736	0.013930079478007498	(-6.35921, -4.9962)	(-0.0356811, 0.0166628)
589c1370b3324a2d6cff6d1ff85341d1	-7.968758515000006	0.009050110825235023	0.28932816456084065	0.010892615650250263	(-8.50753, -7.44026)	(-0.0119045, 0.0291523)
e5a43b018c81cedd19e9a5354d32d469	-6.69873284500001	0.011065606416810486	0.3152760728836807	0.012144969264268014	(-7.29976, -6.10768)	(-0.0102966, 0.0352738)
f4dfb45b33372cdc0dc2fd20c0d0b448	-8.392093709999997	0.007148737614200005	0.4470598593735918	0.0172234614536641	(-9.26123, -7.56469)	(-0.0247262, 0.0402402)
e1b3393309a8b247e0c358c26176d13c	-6.65656531499998	-0.0021672393436900006	0.12528756123095677	0.004743514424166687	(-6.9039, -6.44091)	(-0.0105771, 0.00691966)
b47757a69204f053308f7f5f0022edab	-8.02181612500001	0.012458827019999995	0.2684151908993498	0.010318890711027536	(-8.50498, -7.50686)	(-0.00788312, 0.0315225)
03569e3fd843f501355f7853b0ec9361	-6.4117447199999935	0.005031616869788001	0.2488274641869777	0.009428896588908471	(-6.87736, -5.96666)	(-0.0119431, 0.0228799)
25e04b2be57def00437d44ab461e8773	-8.792053560000019	0.03593255313550002	0.34230002889691125	0.01324197379885832	(-9.43486, -8.14375)	(0.0123242, 0.0621402)
4d04d759f5a6615dac43060726239891	-5.836203129999999	0.020553897762999967	0.18773917989461636	0.007194806001698021	(-6.20462, -5.52294)	(0.00759064, 0.0336312)
237135dc8b20f922cabee934f7d410a1	-6.614907930000023	0.000880594783765	0.23023449923049147	0.008773148065465107	(-6.98899, -6.13582)	(-0.0167036, 0.016175)
9dd9cefe38347b087dd318d82962cc03	-5.948701725000006	0.006968428486949994	0.22331043061906972	0.008533794269420048	(-6.38815, -5.54796)	(-0.00856492, 0.0231033)
c764eda12e92f19526c7e5a78a38c615	-9.99255915500001	0.0046946078569999935	0.2566912032987027	0.009712374469198723	(-10.4481, -9.4909)	(-0.0132641, 0.0222728)
6fc765c81c8b663cedcd799094894748	-9.08624496000002	0.014668924209199987	0.30790212082916624	0.011763579436405915	(-9.68358, -8.53114)	(-0.00673896, 0.037127)
1a389bf765c8ff0f92600f684fbe7ad7	-6.686555559999993	0.03132645862999998	0.2184714836730102	0.00836811949026515	(-7.06355, -6.26621)	(0.0158389, 0.0462614)
b0645cbec7653c887cb868a248d95874	-3.8437551600000086	0.0020257935501400005	0.14389382291840883	0.0054698731197222765	(-4.09665, -3.56764)	(-0.00852887, 0.0115639)
d6c46ad81c01997055a3b713c0d5ee1b	-6.289790004999989	-0.004335472328150002	0.33287875727034594	0.012927617183281148	(-6.91217, -5.67697)	(-0.0281134, 0.0209297)
fe2a1f2b6f247658881254d63fd68b74	-5.194156854999987	-0.03378708174570002	0.3451377383811557	0.01331977973694936	(-5.83471, -4.58285)	(-0.0566, -0.00841656)
89aabf43d24dd5bd0fd0f5aca189d341	-5.015159210000002	-0.010613705090000019	0.07814938241711125	0.002992160503795909	(-5.16927, -4.87216)	(-0.0161846, -0.00504027)
2ae8a432208b85a14e86eb821c86ce2b	-4.183807019999997	-0.004794162076200003	0.1338202848066002	0.005121533359440166	(-4.42975, -3.9482)	(-0.0145764, 0.00454808)
f596fa835cdfdb22d6494b012f61fff2	-5.717980965000007	0.001884410425390001	0.16632439768812862	0.006397386955427763	(-6.01417, -5.39993)	(-0.00987379, 0.0141266)
f7895578be91c3e9c71c7b89e3e798db	-8.456168209999996	-0.017304859210000013	0.30265427743085943	0.011666713514547013	(-9.01767, -7.87142)	(-0.0384229, 0.00447539)
8b40296c81e6ffbc10306d4a2ccab530	-9.596764234999993	0.007087841740950008	0.15120572742960087	0.005714829057658265	(-9.88363, -9.33244)	(-0.00365333, 0.0174343)
40a6b537d995aeb12b0100e2cb6ad879	-7.285155165000002	0.006896931183850007	0.22759380497560297	0.008735506970694014	(-7.71205, -6.89183)	(-0.00834197, 0.0241796)
9ac5fec396208e598ab2e2d26985d0df	-7.439500760000013	-0.02851130054999997	0.12607245067151812	0.004887686867945274	(-7.67363, -7.21107)	(-0.0381364, -0.0200299)
19cb3add28813b2bf3e1f40a000d33c2	-4.305180060000003	-0.0042860633691500045	0.21322831114651844	0.008156354321316745	(-4.71839, -3.92517)	(-0.0182018, 0.0122649)
686d42b9552375c3b61301ae5605e3a2	-7.622612184999993	0.04295684241599993	0.3477136748206428	0.0131473552728968	(-8.29784, -6.99339)	(0.016948, 0.0658412)
51625f89e7332f46ab0641e10cede6ea	-9.742177885000006	0.08492272799999996	0.38901766568547647	0.014924877508685486	(-10.4483, -9.03071)	(0.0562457, 0.111037)
ddd87ec4b9d332c2d8c02f5d1b08dbb4	-7.370000785000008	-0.0033084745187299943	0.13802063313299856	0.005285303507617586	(-7.62267, -7.10596)	(-0.0137195, 0.00625515)
588a23811b3e98af68f4f0fb24a0daa8	-5.790824840000007	0.012523196023150005	0.19524033588701498	0.007295120202468494	(-6.16263, -5.42968)	(-0.000668917, 0.0266444)
7c82a2ef7685c5c6dc3080f56033cee9	-9.082493764999999	0.006618563659775019	0.3043179924686915	0.011758520317008922	(-9.66754, -8.52476)	(-0.014707, 0.0287042)
b835514e2678e3c7ba13bfe0a0d79bb4	-8.955164294999996	0.016031620466500012	0.30203092928788433	0.011435618652122342	(-9.52037, -8.37809)	(-0.00505837, 0.0385558)
c162a4f3943238810eba8a25f0563cca	-5.121452700000003	-0.0062466656875199925	0.1409044888242032	0.00531298469177318	(-5.39215, -4.85172)	(-0.0160542, 0.0041969)
5b00db3216a94bcd5c4842499bf6bf6e	-8.075877090000002	0.004811332894975006	0.1598177362414196	0.006122268810113595	(-8.38272, -7.79038)	(-0.00671948, 0.0163559)
beef5a54aaee13f217ecede427cb3071	-7.756325320000003	0.005704065021500009	0.3567917371303567	0.013775118259951005	(-8.44762, -7.11416)	(-0.0187457, 0.0331653)
f7686a74ca2d3729eb66305e8a26309b	-3.7968570750000037	0.0025585754880200007	0.08676612958346348	0.0033206152167365283	(-3.95088, -3.63097)	(-0.00393142, 0.00830833)
5ca5ea401c8d3569e69626d2f81d5578	-5.907550915	-0.002732355222350002	0.4167337306348178	0.01590855353914297	(-6.69809, -5.14339)	(-0.0304239, 0.0285919)
b6d740387526e21887b761f90fbc914a	-6.879482190000016	-0.06756664504999998	0.2555441629212138	0.009905061347452395	(-7.33888, -6.38208)	(-0.0867021, -0.0498525)
5e69d50b5a886d1b222f36de84a9dc98	-8.534516430000012	-0.028485609123999948	0.2767724326336623	0.010698159227309151	(-9.03903, -8.03154)	(-0.0477189, -0.0086886)
208c8722c4dd18b60b2b2684272ff26c	-8.605811699999972	0.008474418675700021	0.4023141079347208	0.01546713391335157	(-9.38188, -7.87438)	(-0.0201625, 0.0371278)
95fb1be2ae50b6d347649ea76c2a1874	-9.317729095000011	0.011742426649600018	0.23838414866100263	0.008988999925405472	(-9.72909, -8.83277)	(-0.00409611, 0.0293449)
ea2b0e4a93c24c6c3661cbe347f93b74	-4.262122174999999	-0.004576783910649997	0.12233175170134453	0.004661942806300191	(-4.50481, -4.04762)	(-0.0130316, 0.00446201)
04b5dd98584b9ead93ed64c586994296	-8.043917735000004	0.011830593717149987	0.19512162429090188	0.0074645377345006255	(-8.41375, -7.69548)	(-0.000795687, 0.0268444)
ec6c9ea52e88226c339487585ea02f42	-6.024772174999995	0.020615325534199976	0.22756208624751037	0.008789229265881476	(-6.4357, -5.58212)	(0.00365633, 0.0369398)
4ce0afbaae4138f34580aa9f62b7a0fd	-9.040391270000004	0.02366982067670003	0.31528026672626874	0.01202612265248296	(-9.62818, -8.47878)	(0.00138235, 0.0460945)
f655279fdb3e9fe733677c83df662486	-9.257029750000004	0.024704449409999954	0.19674542254862645	0.007406117896032277	(-9.61111, -8.85875)	(0.0101359, 0.0379382)
