Feature	Intercept_mean	CV_vegetables_fg_eaten_mean	Intercept_std	CV_vegetables_fg_eaten_std	Intercept_hdi	CV_vegetables_fg_eaten_hdi
cba33b3578113908d449fc66ccb245d4	-6.139124289999996	-0.0005880981370525011	0.14567281670921292	0.0021676606928848026	(-6.44263, -5.89395)	(-0.00456045, 0.00337838)
ef1616938612ecae94c31842853cb904	-8.45864042500001	-0.00627444799309999	0.1484543316450193	0.0022442385942481324	(-8.76709, -8.20106)	(-0.0107895, -0.00226172)
a378e30f9be477f7777e409c8faea14c	-8.541357	-0.003298913868275003	0.21443609580758555	0.0032553104999960853	(-8.90631, -8.11761)	(-0.00974792, 0.00245811)
322498f1025a569812be6e3fe4f63ff7	-7.712287759999988	-0.0034977681257499886	0.25014899342968056	0.003731115047480526	(-8.22114, -7.26382)	(-0.0103907, 0.00363671)
d75b7080930e7a77ef3de8c6154895b9	-5.05553803499999	0.00487845223039501	0.4451651999713011	0.006657933507238092	(-5.93012, -4.24604)	(-0.00776999, 0.0175144)
9bf0d2dbffe7925240ea811d2a4cd625	-8.813515429999994	-0.0029357277392299975	0.17711831927052332	0.002665679613742913	(-9.11847, -8.46915)	(-0.00750493, 0.00216175)
a167e4d4418792dcaba877443ed0e66d	-8.510887095000001	-0.0012515759265949995	0.34572380133773134	0.0051538669605866155	(-9.14321, -7.82705)	(-0.0112958, 0.00824707)
ac0202d177961ffb380b6859272bde53	-7.846414664999988	-0.0027269319649099984	0.2829557250563906	0.004182517703065669	(-8.38234, -7.32895)	(-0.010453, 0.0051985)
e3ab3e4772986724760dbd52b7af55f7	-8.485505539999988	0.004796272485990008	0.21259992812865305	0.0031481715076395775	(-8.85341, -8.07924)	(-0.000925937, 0.0108997)
481e48328fe7a9837c7233de8f60fc23	-9.671279430000002	0.007570984236099991	0.2550222379751913	0.0037694026995803527	(-10.1072, -9.16183)	(0.000513056, 0.014544)
be17b29b03ed02bed133932284568d16	-6.150207309999997	-0.005510340518100002	0.15930979655301772	0.0023956468116488197	(-6.44956, -5.85123)	(-0.0100724, -0.00107361)
5f9d6c173705f19cd3a1e5145c52789a	-8.341759449999996	-0.008989330525150002	0.28832895349426385	0.004294699863519984	(-8.88438, -7.805)	(-0.0165255, -0.000472253)
1ef782a559e3e0a4ab42516e0a2c828f	-8.804064159999992	0.0034645909670049956	0.2960014707667757	0.004376959054076833	(-9.33277, -8.19856)	(-0.00553743, 0.0111361)
97f56e68f535e44ceb53d05f269e82d6	-6.6013972000000045	-0.0031985347411099974	0.12825087261363954	0.0019192631947857494	(-6.82037, -6.34583)	(-0.00666888, 0.000541895)
3f38509af22157cdcb4006457529d25e	-9.328316139999998	0.007019072508877001	0.2858076908701027	0.004168855026929526	(-9.83537, -8.77629)	(-9.67407e-05, 0.0156163)
ccee9fc92f4182805278384a02a4d7d3	-10.058109314999992	0.005170819989354991	0.21547974795298205	0.003216921724408373	(-10.4459, -9.63957)	(-0.000457705, 0.0114693)
b3bf877149e7a31ad9a7397a3ca8b011	-9.26198655000001	-0.001096565006400001	0.3175896840852952	0.004748011188046816	(-9.89804, -8.69093)	(-0.0104005, 0.00767522)
33852dc244bb69590e8e756a83bb2f4c	-9.894402275000017	0.005714556060575002	0.23546151695186712	0.003499684435291703	(-10.3043, -9.4334)	(-0.00094566, 0.0123938)
8f5959f21dc9ce9a281656f8d699ec07	-6.492571905000008	-0.005822997742949998	0.18878196372858547	0.00277641182926451	(-6.87204, -6.17598)	(-0.0107154, -0.000517372)
2086666afdd5de098b04a94247040c11	-7.546780165000005	-0.0055745190465000035	0.237042417825002	0.0034830919336774385	(-7.97767, -7.09057)	(-0.0117425, 0.00123882)
96169c3701e79f42346c41eb7b5bf2af	-9.04901807000001	-0.00660508846198417	0.22281176375020037	0.0033187903273567206	(-9.47724, -8.64655)	(-0.0125363, 8.70315e-05)
d05c86b5bfc092d8677507fb1eae8d66	-5.746599179999993	0.001309134427069999	0.21526252982446234	0.003157647328101322	(-6.15282, -5.3551)	(-0.00471979, 0.00715176)
25dd2ae928b2e5e1ac2e28dbe2112991	-6.250515594999996	-0.0013972431424749982	0.13470495232004623	0.0020265190829491437	(-6.48365, -5.9839)	(-0.00540974, 0.00222111)
cebcb0fe524fb1cf0bfb5463ae228bed	-8.090639014999999	-0.011580438641099998	0.24879826895294066	0.0037358503113796163	(-8.54825, -7.6354)	(-0.017976, -0.0042451)
90104f2fbcc925a6619e805c7a625c57	-8.08489014	-0.007517653051550004	0.2576066082465285	0.0038499735157303894	(-8.6259, -7.66429)	(-0.0146859, -0.000425726)
4c2189b6b5ced3cb80093414e9449de9	-5.707252320000007	-0.0037896724499250005	0.1288773362465938	0.0019338268534304945	(-5.94823, -5.47363)	(-0.00737254, -0.0002194)
c4e57b91cc2be5a2232b3612abdf4c0c	-8.901633804999989	0.01225385344749997	0.3576794561310053	0.0053328484722413175	(-9.51975, -8.20026)	(0.00282412, 0.0223799)
1600415004247da005dd77bd44c633d9	-7.864034840000001	-0.0022304903737060027	0.14261180795493192	0.0021323226105611614	(-8.13591, -7.59604)	(-0.00661499, 0.00139671)
3b092a59cd0e2d57483420cc994ec49c	-5.57447350999999	-0.001754048172989503	0.2149882557417498	0.0032147286895747107	(-5.96248, -5.14)	(-0.0077026, 0.0043826)
2c5c5d710e1b9229efa72f98ca7b4e71	-8.577011984999999	-0.004072218556149996	0.3453412206428735	0.005176747293919219	(-9.23497, -7.93366)	(-0.0136405, 0.0057085)
db093685d2f3295cfa4da0a44d3d9ad0	-7.842473620000004	-0.0033444705521977086	0.19090058848860478	0.002870829748076562	(-8.17628, -7.48102)	(-0.00840563, 0.00227214)
63a2de21003c952fd04b694d8444e66f	-7.554392645000007	0.006776315270550008	0.24928166640038715	0.00371680116827717	(-7.98729, -7.08331)	(-0.000312714, 0.0133596)
59196a586276f0be745d0e334fc071c6	-3.388277255000008	-3.8469693950000064e-05	0.08591228372540781	0.001284150695143583	(-3.54234, -3.21933)	(-0.00251977, 0.00225287)
8507091bac6b1be88f3d360d6d535d0e	-7.721591859999982	-0.005371429627820003	0.14452347033350793	0.0021719979857916663	(-7.98543, -7.45992)	(-0.00921513, -0.00132112)
8f649d1053a0ead08b37f8e06fbb2818	-8.423282294999993	0.0006314695587000009	0.18794982532868434	0.002853172508169405	(-8.76961, -8.07919)	(-0.00449788, 0.00606741)
8a70333f85e6869971ef357eceadf3ef	-8.072710314999991	0.0007434269534149996	0.22512055445416534	0.0033966147890256704	(-8.55724, -7.67781)	(-0.0054393, 0.00743719)
8e0da29b36fbc3879561566e87f11ea7	-8.466830365000002	-0.004267098043844999	0.27365018451851403	0.004105730305360428	(-9.00204, -7.96677)	(-0.0114787, 0.00387484)
5093cebf67405c910fb68525ffa6dc3d	-10.292602030000001	0.002148839562074997	0.24424165520500216	0.003596731083314473	(-10.7405, -9.81111)	(-0.00459733, 0.00898321)
bde648dc2bd51d522327b0bb99e98340	-10.154624669999993	0.006643014540800005	0.2040117775271592	0.0029950607628597024	(-10.5292, -9.79006)	(0.000974842, 0.0121405)
8720f9ecd2331ce68e2896df1bf2d977	-4.114265974999998	0.0068154189698500026	0.15815275332775405	0.002355124953668224	(-4.38625, -3.78798)	(0.00276597, 0.0116545)
3af2ddaf4af4b5ae4100439a9c3d4099	-9.522761630000005	0.008637853277050004	0.20656793667300605	0.0030423378825195696	(-9.90831, -9.14699)	(0.00312054, 0.014396)
de24ab68045830f7ea823f771a1f7dd3	-6.794000654999995	0.006595887464149983	0.19545117639891812	0.0029376999394846027	(-7.1314, -6.41777)	(0.00122796, 0.0120086)
aec9d6920c8746590e4dff84ba121b90	-8.082470529999993	0.0026539934476499994	0.1885365758427767	0.0027622479176048044	(-8.40328, -7.71515)	(-0.00227757, 0.00782728)
192522c9b7c41f7a761f8a2ba792268a	-6.817761824999999	9.246878588500003e-05	0.1979341709736329	0.0029693033621666356	(-7.19103, -6.44411)	(-0.0057249, 0.00553673)
458157e555a80f9ba01d9da37ef787eb	-4.647499175000004	-0.005470112497240009	0.2534248431844623	0.0037677877029978104	(-5.11068, -4.16921)	(-0.012188, 0.00169835)
3017f87a3b0f5200ed54eca17eef3cbb	-8.628450800000001	-0.0010737492069499985	0.251372617432687	0.0037454637596943336	(-9.10763, -8.17771)	(-0.00804542, 0.00574059)
c5e3c5422835403541b0af331a2cc649	-10.066862144999995	0.022122099014999962	0.35553924320129404	0.005247603786322334	(-10.6965, -9.39509)	(0.0118258, 0.0316744)
be7fc30c58dc772f88007fdefcf21a96	-7.896556329999999	-0.0003795160666894997	0.1638399172382332	0.0024650647620231216	(-8.23348, -7.62018)	(-0.00483728, 0.00428656)
3d766867c97f511431bf97e059d6498f	-5.901451449999995	0.002591406830838448	0.16611432260222941	0.00251022281862327	(-6.2095, -5.59303)	(-0.00200819, 0.00739915)
9099a7f671b923c7b07c12508f17270a	-8.83807758499999	0.011239404425000007	0.2186309875457224	0.003306587956103899	(-9.2426, -8.41135)	(0.00475889, 0.0171164)
4973330392dab23937c67af9843e5359	-7.437823975000006	-0.009245094295000016	0.22214377869895283	0.003371000338911403	(-7.82446, -7.00097)	(-0.015855, -0.00320225)
2cf53730a41137e7ad95ed3680541d80	-8.979885059999994	-0.0029099110962349985	0.2890313149781462	0.004344988844277311	(-9.49106, -8.43179)	(-0.0106435, 0.00523293)
2a0968119cb66a61a416f8d924c224ac	-6.101458754999999	-0.0016033095682265	0.4114489645296246	0.006110123481960557	(-6.88435, -5.32018)	(-0.0130789, 0.010193)
a4e2a4e1321a599651edf92f6999e78e	-7.076505764999989	-0.007386402651402001	0.38890236025719205	0.0058217338468832085	(-7.7697, -6.34253)	(-0.0174374, 0.00392612)
782772ed674928794b78f5a59ee3d08c	-9.339411250000007	-0.0010943897737449987	0.21818867001344855	0.0032715757635463846	(-9.71941, -8.90301)	(-0.00729988, 0.00475007)
ab5c396eaf731e031c9764a05b798753	-8.079440155	-0.007485181587199987	0.23883150935089395	0.00359254502536658	(-8.55158, -7.65615)	(-0.0143797, -0.00109858)
04195686f2b70585790ec75320de0d6f	-5.83159272500001	-0.0005762916438100008	0.29317476342162263	0.0044396082172263405	(-6.35654, -5.28661)	(-0.00892871, 0.00758956)
9f4d14b114e7499772a797790d81c1db	-4.821138624999999	-0.0023869810583199962	0.10202706803127976	0.0015247562071004056	(-5.01011, -4.62622)	(-0.00527973, 0.000455419)
b1f2146bef78066448576fceeb6b644b	-5.126445319999998	0.00741801036150002	0.14603137734232888	0.002172705018932584	(-5.38993, -4.84914)	(0.00342713, 0.0113887)
3bff9ab82e7f2a76cc22e687ac7b72fd	-6.118849334999995	-0.009589635962135013	0.3427568639536014	0.005184895580541095	(-6.81524, -5.52069)	(-0.0194793, -0.000170373)
c1365ec008032ee718dcafaf5ac17adb	-6.828176180000016	-0.0022648975246250015	0.13159229831721775	0.0019344699046609437	(-7.0645, -6.57767)	(-0.0060323, 0.00120261)
cc968157f7691aab95df444e8cd103e2	-5.149460839999994	-0.0030147959273900027	0.10172773159121554	0.001528070325390566	(-5.33339, -4.95604)	(-0.00584192, -0.000183518)
09ee2c2d76be17c9ede2d4c57412adeb	-8.041935350000001	-0.01565248447950001	0.33824457177163597	0.005103685922519216	(-8.64841, -7.39991)	(-0.0252662, -0.00618081)
d9b76ee51ff2b6961430bf352cc578f2	-9.877108340000001	0.005945868405917841	0.24683046964190716	0.0036944274682659487	(-10.329, -9.42933)	(-0.00119759, 0.0124979)
d2cccbadb958c9c6547274fa10531f74	-6.9115232100000075	-0.0024712930637499943	0.18467282520960104	0.0027581956037905763	(-7.28215, -6.59038)	(-0.00731128, 0.00306946)
2268b83b6cb307bfd1cd008dae1ce4b3	-7.386443395000006	0.0009209167453650001	0.3244277434289864	0.004888641242509069	(-7.9928, -6.77191)	(-0.00790743, 0.0103577)
e9ad916c93ff127ade2a8283db7603a1	-5.9309885349999965	-0.0038201596467749926	0.5055605019028919	0.007652830913365541	(-6.87894, -4.974)	(-0.0196838, 0.00961455)
624d0040eafc828499b5009791d96b85	-8.814128834999991	-0.0024670645309634925	0.18200809819206612	0.0027167955144896017	(-9.18387, -8.50216)	(-0.00718801, 0.0029806)
bc5146d3526a9ef5179457a2077b1b46	-9.104478454999978	-0.00043888734600000024	0.1633720701939686	0.0024501775955191587	(-9.38334, -8.78566)	(-0.00462535, 0.00456627)
7bbb537e486b770d58232a6c683a3a9f	-7.044903395000008	-0.0026331331575450015	0.17111275353702876	0.0025642265064074656	(-7.34125, -6.693)	(-0.00734735, 0.00221418)
30c16856bd5bae4cd2f1182341b30ffc	-8.516491229999998	-0.008755699141799987	0.2759187883026222	0.004105991284388528	(-9.08687, -8.03737)	(-0.0162037, -0.000995117)
ac5402de1ddf427ab8d2b0a8a0a44f19	-3.749636245000003	0.0018719229522830016	0.16364115920223116	0.0024879361168314855	(-4.06365, -3.455)	(-0.00238049, 0.00677599)
d0037fe3397f56b52e971759e3f2f7a8	-8.772260920000004	-0.0010032900229999986	0.30293656505653754	0.0044972435804145686	(-9.33623, -8.19493)	(-0.00943996, 0.00730378)
3d7f3a3956e66e4728521a97abd9f07b	-7.254840459999991	-0.0039010490365549984	0.4170361703655793	0.0062961177530306955	(-8.01633, -6.46547)	(-0.0155405, 0.00784715)
3e15d94435169ddada1e508dd8b83a55	-7.817591920000008	-0.0039634959083300015	0.2410180178669502	0.0035729835266892465	(-8.27332, -7.40196)	(-0.0104358, 0.00232824)
ed1528f4822674c9e1da64b84c778e9f	-5.767826104999994	-0.0029224333862700002	0.20094460054571986	0.0029810544913661348	(-6.15091, -5.42037)	(-0.00809938, 0.00301542)
477734397215c70bdacce28d5685cc6e	-5.7151294299999975	-0.007610361139874996	0.41102496567444013	0.006073847183371601	(-6.49885, -4.95057)	(-0.0190552, 0.00364652)
1243750138937650754b619370565800	-5.461614050000012	-0.010673421128499975	0.21171835487127122	0.003154975285050404	(-5.814, -5.02269)	(-0.0169655, -0.00519681)
997c1b9bc29e50b9096303c708bb54e8	-9.176094759999987	-0.005236066666984991	0.24867881138979736	0.0037560858606747478	(-9.60387, -8.67795)	(-0.0123863, 0.00179964)
8aff935557eab67b0baa4553b8518105	-8.362649155	-0.006742251707909992	0.2539741619740795	0.0038373459051605583	(-8.81698, -7.89976)	(-0.0138787, 0.000124156)
39bb3fb5b2257fd2eacca408dc42c5d1	-5.607110294999997	0.003493040158584997	0.22438829727141102	0.0033941440421526707	(-6.02111, -5.20782)	(-0.00277535, 0.00978376)
b9024a1f377b62508864cfea59b16a31	-7.12990299	-0.007972195589999993	0.16599600782898333	0.0024982770873360075	(-7.42121, -6.79749)	(-0.0126412, -0.00323814)
7ab1bc6052053650189083370055ae66	-5.647079865000016	-0.007597323766500002	0.2724709139035429	0.004065504789466923	(-6.11415, -5.13522)	(-0.015884, -0.000760125)
8183f1e3f9806994e125b1d5c6932498	-6.3848534249999895	-0.0005611336995264497	0.24282721632555784	0.0036446658289810353	(-6.78818, -5.89861)	(-0.00716807, 0.00628622)
92f000f936d3f349c5e7719a5edc5078	-7.411603790000004	0.0016932971698935004	0.1256278640630172	0.0018566417306262561	(-7.64981, -7.18011)	(-0.00154628, 0.00524951)
6509bd0f539df985ac2f40c335cdb999	-8.368096384999996	-0.002358516196484997	0.2443152443734975	0.0036859856068595324	(-8.82182, -7.91635)	(-0.00911489, 0.00459246)
c4f9ef34bd2919511069f409c25de6f1	-4.942927160000008	0.0037831617000199966	0.27003253320986054	0.003974499092217522	(-5.437, -4.42701)	(-0.00383093, 0.0108966)
74923f4bbde849e27fc4eda25d757e2a	-9.986990050000006	0.02271093106	0.33544911126085486	0.00497344041969567	(-10.5899, -9.34817)	(0.0128752, 0.0315227)
3edf7e19ca2ce44d4d3daa243e8725f7	-9.321563494999983	-0.003893580854266929	0.19265584667233684	0.0028979683186343007	(-9.65669, -8.92587)	(-0.0089033, 0.00201105)
ebab7cfc7858bfb00c486bba21d6ca6d	-4.618891185000001	-0.016817398965000004	0.21454440555243037	0.0032175011233663876	(-5.02607, -4.22305)	(-0.0224923, -0.0106661)
8937656c16c20701c107e715bad86732	-3.2380129899999974	0.00022358406946499984	0.17846259686180702	0.0026306145538744496	(-3.53941, -2.89159)	(-0.00459132, 0.00516416)
6a6880faba39965be0e4b7d88966d1c9	-6.251601194999997	-0.0013376074262040011	0.2392280794324151	0.0036262247258356233	(-6.67868, -5.80223)	(-0.00818248, 0.0053529)
85c05d873041801d03eed489230b23f6	-7.855205589999997	-0.003773051101100499	0.14726962476984812	0.0021987178232637183	(-8.11783, -7.57954)	(-0.00791972, 0.000141397)
6d8fe4ac153ead767024e041ff1f0ec6	-7.615474364999998	-0.011703810406249987	0.31716778502773074	0.004780695149883056	(-8.22201, -7.00769)	(-0.020156, -0.00221134)
ed5952d1e022067b212146b9b3bc6812	-4.517734095000009	-0.00349435513383	0.38356660341521054	0.005803187736395223	(-5.27508, -3.81563)	(-0.0146056, 0.00703296)
7029eddc845e01d613a3bbc113ebeaba	-6.138330824999989	-0.005789483841330004	0.23600832946099456	0.003519938240618659	(-6.55668, -5.69527)	(-0.0124264, 0.000385639)
41d23d8bc82f57b26b6896d5e2e947e8	-9.605184289999986	-0.0006494037865414991	0.19922474585351063	0.002956021546746263	(-9.9754, -9.26439)	(-0.00595666, 0.00480748)
0021d135d4ac12982cc8abdf2b38e23f	-7.091978750000005	0.005761832987150002	0.47275792884375645	0.007015025535411457	(-7.98284, -6.22218)	(-0.00780088, 0.0180572)
e4c0082e2ab8c9772768fc29bb86caa3	-6.326108895000003	-0.005187839063525003	0.17537531155276373	0.0026304679269914194	(-6.65476, -6.00061)	(-0.0102687, -0.000385715)
46d8ab5615f60d7b522f3590976668be	-8.744290825000009	-0.0036669357067399895	0.15742416908394147	0.0023788286848299813	(-9.0639, -8.47481)	(-0.00777975, 0.00103742)
28bb502265419a0e86626d75a1183ce7	-7.630092474999996	-0.010795189986500009	0.2893069812407302	0.004331852468306576	(-8.15341, -7.07966)	(-0.0189148, -0.0029446)
ea3af29626a95b6c7b89d631bf1a739c	-4.882494319999998	-0.007816396602499989	0.18018823930028716	0.0026984084005328224	(-5.1945, -4.53633)	(-0.0131124, -0.00313334)
94b000e59b7ac160b0416c9ab45ff0bf	-7.901347769999996	0.006777893886815005	0.3807166668613644	0.005572417551823709	(-8.55078, -7.15095)	(-0.00295796, 0.0175699)
75878b49cacdd2ffdcea1186a43be92d	-8.731646725000001	0.010476222914499973	0.20536070102121387	0.0030328051873379012	(-9.10318, -8.35851)	(0.00516467, 0.0164743)
aea50462b44fe88301c739b72353e16f	-8.185155720000012	-0.004354867614629994	0.205668822830009	0.003092955438680191	(-8.55256, -7.78552)	(-0.0103424, 0.00111971)
2d575dfaf20c70d49b09be32a1492254	-8.990355375000002	0.0025956478890945046	0.1522245283466479	0.002265845761904931	(-9.2822, -8.72553)	(-0.00180688, 0.00657519)
b955f67a541a149dd3b179dc62d37a72	-7.943094005000001	0.0014534290864199994	0.20612007708908425	0.0030777048393666566	(-8.31648, -7.54832)	(-0.0041269, 0.0071484)
ad7bc2bb6e1ec90a9bc3c8949bce80d6	-6.7744479499999954	0.007594406934590003	0.39982424127070754	0.005772006065554267	(-7.50394, -6.02888)	(-0.00245708, 0.0189923)
8f1c11c7b732265cbfc1bb7dbd0241e7	-5.643769354999997	-0.0006003799561600003	0.17510959077170496	0.0026297378430382647	(-5.9856, -5.31536)	(-0.00560053, 0.00456551)
1fd31ccf4d6163405f70131e32d5065a	-6.563545535000011	-0.0061913421407649985	0.33716792657311534	0.005114985779150436	(-7.18324, -5.94478)	(-0.015235, 0.00358469)
5093ad88995f6fe457c7fe96bb0ed33b	-6.01007329499999	-3.8272707849999805e-06	0.2037849016926745	0.0030736844611388924	(-6.33912, -5.59475)	(-0.00590677, 0.00545682)
f9b52205cb2d03153fd394a290212a10	-5.381486840000005	0.002215867687460003	0.31342009774791796	0.00465052254650867	(-5.96962, -4.81474)	(-0.00646045, 0.0108429)
9d4e16844252e2dfbaf80a4a6fc4d55d	-8.700056714999986	-0.013083461794999982	0.2189776944925187	0.0032867761793879667	(-9.09779, -8.2778)	(-0.0189099, -0.00657145)
148c7eb0139bbc1b8c87dd31464742e4	-5.4376642599999965	-0.0036020445409499953	0.15286023666621867	0.0022764290484228026	(-5.70717, -5.14548)	(-0.00779446, 0.000690308)
eea6b86c0c75e740670ccc50613b1b23	-3.489136284999996	0.0020782286083975495	0.08123481898575748	0.0012211587748860821	(-3.63682, -3.34046)	(-0.000177942, 0.00441409)
3fe55dd5e59267f275e972017302459f	-6.2321991749999945	-0.00021269536574999986	0.45769465888916533	0.006895532137708637	(-7.06759, -5.3819)	(-0.0124798, 0.0130343)
f11bd4248a2f95e53507c5bbf8dda43a	-7.4627730449999925	0.010268233931999967	0.19606501310529095	0.0029583527006200173	(-7.8271, -7.10447)	(0.00490794, 0.0157153)
09a55cd0bdf9fa4929eab3f0ed841bf5	-8.27449533999999	-0.011081796473800008	0.23224820244726177	0.003525693426412334	(-8.70816, -7.8525)	(-0.0169248, -0.00392979)
bfb7bb16ab570748b3a5d099e9426af1	-8.599921160000001	0.0033902864680825056	0.16572253744392884	0.0024854688274325893	(-8.93939, -8.29934)	(-0.00128781, 0.00803505)
ad52a0f6646c574417ce0b13b84acfa9	-3.591563474999998	-0.00027115055679999983	0.2385129554189338	0.003587635049848911	(-4.04266, -3.16278)	(-0.00705136, 0.00642803)
180b74e94caf35fac5e1f0f4b7ad9d9f	-6.291330104999989	-0.0015627443124800026	0.10259845687455037	0.0015248219855594361	(-6.48385, -6.09509)	(-0.00437834, 0.00146596)
810926a593979f3574e3bbe7defd3559	-8.955927499999996	-0.007484952901599984	0.3066496654308466	0.004674481195414429	(-9.52996, -8.4128)	(-0.0165404, 0.000749104)
5d62137a2d05df0be8d6b7e163a3ef08	-5.195939214999983	0.0004922659321049999	0.40108602119088327	0.00602401313344461	(-5.90909, -4.43826)	(-0.0105772, 0.0114553)
f9765bd9332162f70268554ab318197e	-6.808126934999995	-0.0019471021041400016	0.2607002472832654	0.003929416451890056	(-7.30738, -6.3378)	(-0.00941824, 0.0052135)
bc5b6cc17572b4fd6ebd80081410427e	-9.593838994999981	-0.0037370277587950042	0.2170020876282991	0.003288327656517519	(-9.9907, -9.18673)	(-0.00982229, 0.00229055)
a29679284280410db95e5cb8c0b2d73d	-8.917518634999972	0.0008242325219649992	0.263508268356776	0.003907793208399136	(-9.41273, -8.42859)	(-0.00686678, 0.00773222)
1c86153e1b13ab5322c96f2602b73513	-5.414777695000011	-0.0007399949506250004	0.3613885431646069	0.005333159310754269	(-6.10201, -4.754)	(-0.0110757, 0.00864813)
fec0355651c9ad579f01f3e332311725	-7.042613004999992	-0.0005909797755399979	0.16926628626344933	0.0025207758982583326	(-7.35654, -6.73601)	(-0.005191, 0.00414658)
f10155af1849a17996f302d71b32398c	-7.005735690000004	-0.01900362157000001	0.3628274705544275	0.005438228507267918	(-7.73271, -6.35592)	(-0.0293795, -0.00865507)
0cc26190e976fc496119a5eb4cd0fee7	-10.465128150000009	0.006732330990630008	0.25307320281408224	0.003738308600052745	(-10.9063, -9.96529)	(-0.00106637, 0.0131807)
9c25197937d1f54e2634026fbca6b55f	-6.27613002	-0.012203417088000008	0.46274329909000295	0.0069888815421486035	(-7.13729, -5.43388)	(-0.025033, 0.000301012)
40ced57decad1424c32de76ae039c050	-9.648395719999995	0.002543098012640002	0.20469566147303087	0.003031188138736504	(-10.0031, -9.23814)	(-0.00309957, 0.00819015)
2ad31c7624bd7744a56a5ccac67ed01a	-9.166951074999998	0.007847504895899993	0.19230291180919312	0.0028099298785718187	(-9.52612, -8.80919)	(0.00272242, 0.0130565)
41df3b4c55182503ecd97c6dbe47966a	-6.286183034999999	-0.006627197519500007	0.14893840761347898	0.002216061614971439	(-6.60013, -6.03874)	(-0.0104482, -0.00202143)
fea3411c847e6627afb5e78b88e2e9af	-6.752633574999995	0.016766088844999992	0.28822451843514174	0.004363208658300805	(-7.2912, -6.22599)	(0.0096175, 0.0258024)
8bb5ff097e0707dca3fe5860af20f4a6	-6.511205110000021	-0.003292991361926501	0.15379578338429148	0.0022942278288472155	(-6.79314, -6.2218)	(-0.00751656, 0.000963796)
bda6b6e7da7508c68057140e7bd6cd8d	-5.635307950000003	-0.009425370257500025	0.21181074506100386	0.0031690217137630683	(-6.01726, -5.21207)	(-0.0151178, -0.0033107)
1a5526b9f7147b6893f1a034a107cc65	-10.177929390000001	0.004933753587231986	0.2588892842468145	0.0038703166166352727	(-10.6314, -9.64727)	(-0.00212774, 0.0125159)
97f26830027d30dfbd60b54895af0660	-8.914479414999985	-0.002312764164050498	0.27639064648447836	0.0041658331832237615	(-9.42062, -8.39589)	(-0.01023, 0.00551153)
d061a99148d649c4eca4836c5f4b5b68	-4.76797563500001	0.0011892792146184987	0.12338893018904405	0.001856858482360276	(-5.00989, -4.54582)	(-0.00236471, 0.0045447)
f9f5f08e8da4cc9740518223846563db	-8.010178600000003	-0.0072796198857205015	0.2739504808979899	0.004119482689049711	(-8.46673, -7.45953)	(-0.0148982, 0.000415714)
40c85a458df8d5a935122ba778d4f334	-5.897917574999987	0.007052127048750004	0.3111530202673105	0.004603964552959234	(-6.49682, -5.33979)	(-0.00123777, 0.0159046)
7ebc04cb539befd9f2e7faa131628c66	-7.9102584599999926	-0.006467663206495004	0.20683945525389577	0.0031003956687235775	(-8.27807, -7.49756)	(-0.0118807, 1.64378e-05)
f7ef98bb6d0061b9368a72b1ff40aad0	-9.09304748000001	0.0034017032739199963	0.32977097007385225	0.004930537933936176	(-9.72318, -8.50463)	(-0.00548605, 0.0129063)
362b97b08074732371b6e76cd1a894e1	-6.5185459900000176	-0.009106714715985004	0.4636551890495999	0.007010160164439483	(-7.35207, -5.61808)	(-0.0216089, 0.0042279)
2fad39e365933a7f925040cb3c2a5ef8	-5.724738715000012	-0.00601252227794	0.33343520157445705	0.004960036453386723	(-6.3325, -5.07786)	(-0.0150135, 0.00345301)
4c855814a58f4f324e8f0cfaab222e1f	-9.245276459999994	0.006712531424460018	0.3217769620805202	0.004777635576872118	(-9.82862, -8.65651)	(-0.00255269, 0.01564)
2f61368750bbc7603f01c928568e7ad3	-6.588425670000002	-0.006021377110850011	0.15438835363929204	0.002287972664545462	(-6.87578, -6.29067)	(-0.0101849, -0.0015779)
599ba6458e91e2527f358f547ea39261	-4.229600135000004	2.7901272570000104e-06	0.09975026805293213	0.0014865788870284424	(-4.42626, -4.05865)	(-0.00291671, 0.00272989)
4b548f1f6fc22f32237396b7d4ffee6e	-7.868430949999991	0.003652544974314997	0.1238534395727366	0.0018479714078855276	(-8.09891, -7.63525)	(0.000120786, 0.0070302)
eb3543a838a705addef1d704eda7cad3	-8.016196159999993	-0.00018934150067	0.35141684193668693	0.005256927719933722	(-8.6556, -7.34251)	(-0.00967426, 0.00993845)
2281740c4ae82360612b5bc7e9538337	-6.233007324999999	-0.0036648852440470015	0.270448330499736	0.004010003262357593	(-6.75452, -5.74197)	(-0.0118715, 0.00381476)
96936173022b85940115c9ea103505bd	-7.527904144999995	-0.009666423706500017	0.20484126444632406	0.003048155152825953	(-7.88975, -7.10782)	(-0.0154104, -0.00389445)
f45b62ab6ec22fb20364a7e05088158f	-6.706802465000006	-0.008689891548649992	0.2533758530418275	0.0037165535941068445	(-7.21854, -6.25636)	(-0.0155966, -0.00172883)
c16907f7272c334959e9f980842194cf	-8.670232225000012	0.008799622936180002	0.32868902271508726	0.004889997204164108	(-9.27962, -8.03739)	(-0.000418529, 0.0179947)
266c2a374ca451985731e1e1b5961bd2	-7.676469054999996	-0.011323163696499976	0.24203136807603484	0.0036072647361568744	(-8.11425, -7.20953)	(-0.0180068, -0.00442447)
