,faith_pd,shannon_entropy,observed_features,pielou_evenness
0,0.7201166180758016,0.6934610578925449,0.654310703873386,0.6434818825489379
1,0.8159100374843815,0.7434402332361516,0.7147022074135777,0.6763848396501457
2,0.8104956268221574,0.8038317367763431,0.7321949187838401,0.607246980424823
3,0.7892544773011245,0.6976259891711787,0.6922115785089545,0.7559350270720533
4,0.8242399000416493,0.7205331112036651,0.7134527280299875,0.6593086214077467
5,0.7388588088296543,0.7542690545605998,0.7809246147438568,0.6926280716368179
6,0.7471886713869221,0.7101207830070804,0.8200749687630154,0.7280299875052062
7,0.7646813827571844,0.7842565597667638,0.7775926697209496,0.7584339858392337
8,0.7421907538525614,0.6847147022074136,0.7559350270720533,0.7022074135776759
9,0.8050812161599334,0.7946688879633486,0.7975843398583923,0.663890045814244
10,0.7197001249479384,0.8150770512286547,0.7592669720949604,0.6867971678467305
11,0.6613910870470637,0.7867555185339441,0.7159516867971679,0.7905039566847147
12,0.7426072469804248,0.7567680133277801,0.6651395251978341,0.677634319033736
13,0.8050812161599333,0.7563515201999167,0.7442732194918784,0.6647230320699709
14,0.8009162848812994,0.7334443981674302,0.7197001249479383,0.7434402332361516
15,0.7105372761349438,0.7301124531445231,0.749271137026239,0.7955018742190754
16,0.7501041232819659,0.7317784256559767,0.7571845064556435,0.6997084548104956
17,0.6705539358600583,0.7234485630987089,0.6793002915451896,0.7330279050395669
18,0.7867555185339442,0.7663473552686381,0.7742607246980425,0.795085381091212
19,0.8275718450645565,0.7655143690129111,0.7409412744689713,0.7155351936693045
20,0.7392753019575176,0.78009162848813,0.7126197417742607,0.795085381091212
21,0.760932944606414,0.709704289879217,0.7896709704289878,0.7834235735110371
22,0.7688463140358184,0.7659308621407747,0.7667638483965014,0.719283631820075
23,0.8071636817992502,0.7630154102457309,0.7484381507705123,0.6876301541024573
24,0.7580174927113703,0.7317784256559766,0.7605164514785506,0.6922115785089545
25,0.7567680133277801,0.7888379841732611,0.7950853810912121,0.7263640149937525
26,0.7705122865472719,0.6988754685547688,0.738442315701791,0.7900874635568513
27,0.7821740941274469,0.7492711370262392,0.7867555185339441,0.7538525614327364
28,0.7638483965014577,0.7442732194918784,0.6576426488962931,0.7163681799250313
29,0.8492294877134527,0.7650978758850479,0.8075801749271138,0.7538525614327364
30,0.7850895460224906,0.6817992503123699,0.7496876301541024,0.7296959600166597
31,0.7750937109537692,0.7746772178259058,0.7996668054977092,0.7226155768429819
32,0.8092461474385673,0.8329862557267804,0.8184089962515618,0.7792586422324032
33,0.8338192419825073,0.719283631820075,0.7455226988754685,0.6734693877551021
34,0.8225739275301958,0.7800916284881301,0.7659308621407748,0.6522282382340691
35,0.810079133694294,0.7471886713869221,0.7705122865472719,0.6676384839650145
36,0.7588504789670971,0.6768013327780091,0.743856726364015,0.6572261557684297
37,0.7138692211578509,0.6980424822990421,0.678883798417326,0.6130778842149104
38,0.7938359017076219,0.749271137026239,0.7771761765930862,0.7546855476884632
39,0.7580174927113703,0.7542690545605997,0.7242815493544357,0.7072053311120365
40,0.7984173261141192,0.7051228654727196,0.6493127863390253,0.7038733860891295
41,0.7501041232819659,0.8167430237401083,0.7355268638067471,0.7042898792169928
42,0.7409412744689712,0.7317784256559766,0.705539358600583,0.6359850062473968
43,0.785506039150354,0.7067888379841734,0.7771761765930861,0.6272386505622657
44,0.8184089962515619,0.7559350270720533,0.8242399000416493,0.734277384423157
45,0.7092877967513536,0.7546855476884631,0.7642648896293212,0.7430237401082882
46,0.8213244481466055,0.7546855476884631,0.7680133277800916,0.7775926697209495
47,0.7417742607246981,0.7455226988754685,0.6543107038733861,0.6726364014993753
48,0.7730112453144522,0.7113702623906706,0.7080383173677633,0.7309454394002499
49,0.7530195751770096,0.7463556851311953,0.7263640149937526,0.6134943773427738
