Feature	Intercept_mean	protein_eaten_mean	Intercept_std	protein_eaten_std	Intercept_hdi	protein_eaten_hdi
bde648dc2bd51d522327b0bb99e98340	-10.244129120000002	0.006198398556300013	0.3076822968628934	0.0035759831558754827	(-10.8509, -9.73769)	(-9.51763e-05, 0.0130028)
8720f9ecd2331ce68e2896df1bf2d977	-3.9318357950000005	0.003089829935224999	0.2108690685201788	0.002459897972028639	(-4.31745, -3.53841)	(-0.0015289, 0.00761826)
3af2ddaf4af4b5ae4100439a9c3d4099	-8.53097199000001	-0.005110136993044999	0.27789436243479243	0.0032532708198054192	(-9.08451, -8.05049)	(-0.0112925, 0.000773194)
de24ab68045830f7ea823f771a1f7dd3	-6.799397040000004	0.0052191746291000065	0.24454193593745477	0.002837574646321674	(-7.21947, -6.33927)	(6.06417e-05, 0.010419)
aec9d6920c8746590e4dff84ba121b90	-8.467986504999999	0.006514936423485	0.28590972317365304	0.003323993826964472	(-8.99435, -7.88767)	(0.000174341, 0.0125774)
192522c9b7c41f7a761f8a2ba792268a	-6.9154665149999985	0.0012146194327900012	0.2859773125048642	0.0033634357423361094	(-7.5014, -6.43153)	(-0.00426405, 0.00820571)
458157e555a80f9ba01d9da37ef787eb	-4.518751100000006	-0.005760706790074991	0.35563294669587375	0.004184759261186152	(-5.1989, -3.87327)	(-0.0134955, 0.00195232)
3017f87a3b0f5200ed54eca17eef3cbb	-8.377834914999987	-0.0037922748107149986	0.3442527653169879	0.003990786315322227	(-9.01845, -7.76036)	(-0.0108433, 0.00380647)
c5e3c5422835403541b0af331a2cc649	-6.768842664999994	-0.022019620770000053	0.5283046352307044	0.006265177992882007	(-7.70486, -5.78867)	(-0.0336179, -0.0109993)
be7fc30c58dc772f88007fdefcf21a96	-8.075743325000024	0.0018728463802199973	0.22822841558249113	0.0026704893949043495	(-8.53102, -7.67132)	(-0.00364497, 0.0064817)
3d766867c97f511431bf97e059d6498f	-5.581574904999995	-0.0018166034187004998	0.22379740774859513	0.0026300188443800134	(-6.01232, -5.17751)	(-0.00644735, 0.00337631)
9099a7f671b923c7b07c12508f17270a	-7.2920988100000095	-0.009824616897945015	0.2639210118376027	0.0030819693256198192	(-7.76137, -6.79164)	(-0.0158088, -0.00437903)
4973330392dab23937c67af9843e5359	-8.272758075000002	0.002940722707348003	0.29850654999136006	0.00351398629962897	(-8.85142, -7.73758)	(-0.00361202, 0.00929623)
2cf53730a41137e7ad95ed3680541d80	-8.681460804999986	-0.005917309717914511	0.38632545619581177	0.004528393993310645	(-9.40797, -7.9993)	(-0.0139537, 0.00260769)
2a0968119cb66a61a416f8d924c224ac	-5.74047868	-0.005843930314149987	0.5098289404410635	0.00594002718820731	(-6.68218, -4.83723)	(-0.0165395, 0.00502785)
a4e2a4e1321a599651edf92f6999e78e	-7.539967414999996	1.401962828500018e-05	0.5153783824684224	0.006073341842937374	(-8.48775, -6.55821)	(-0.0114518, 0.0112907)
782772ed674928794b78f5a59ee3d08c	-9.467327495000012	0.0006671367474150012	0.28319902300250777	0.003309430472372028	(-9.99225, -8.95439)	(-0.00520324, 0.00664243)
ab5c396eaf731e031c9764a05b798753	-8.567842380000009	0.00019852192106649982	0.3064803417670304	0.0036100109715305312	(-9.10643, -8.01234)	(-0.00658772, 0.00667163)
04195686f2b70585790ec75320de0d6f	-5.2958022750000024	-0.006990866733851001	0.3729219871809311	0.004357494703907289	(-5.94416, -4.53852)	(-0.0154526, 0.000717143)
9f4d14b114e7499772a797790d81c1db	-4.8802184149999945	-0.0010734110874070012	0.15132458970153442	0.0017686108209694288	(-5.15124, -4.5896)	(-0.00456648, 0.00212963)
b1f2146bef78066448576fceeb6b644b	-5.327593605	0.00808871465549998	0.1954688542112374	0.002285929436976529	(-5.69825, -4.96728)	(0.00354635, 0.0121284)
3bff9ab82e7f2a76cc22e687ac7b72fd	-7.149142919999997	0.00502560849802	0.4346952737591854	0.0051230512758651744	(-7.91426, -6.30263)	(-0.00435914, 0.0147582)
c1365ec008032ee718dcafaf5ac17adb	-6.5509214700000165	-0.005078968635425006	0.21665798024891442	0.0025435242133726808	(-6.92202, -6.10637)	(-0.00992035, -0.00026932)
cc968157f7691aab95df444e8cd103e2	-5.4661233499999815	0.0015281150433300015	0.13843326603485712	0.0016066141610354696	(-5.73356, -5.20668)	(-0.0015496, 0.00454648)
09ee2c2d76be17c9ede2d4c57412adeb	-8.518324554999989	-0.005839250429560009	0.4600584644364254	0.005434037029554811	(-9.41734, -7.7251)	(-0.0156232, 0.00438887)
d9b76ee51ff2b6961430bf352cc578f2	-10.106681265000026	0.007260539886154997	0.34513199674523065	0.00400983655802214	(-10.7262, -9.43868)	(-0.000718381, 0.0144693)
d2cccbadb958c9c6547274fa10531f74	-7.745009790000012	0.007920939263651502	0.2477938266826997	0.0028821563816334183	(-8.20801, -7.29448)	(0.00270835, 0.0134235)
2268b83b6cb307bfd1cd008dae1ce4b3	-7.428557654999993	0.0012180619510800015	0.3720239725451183	0.0043475943830209455	(-8.12614, -6.74726)	(-0.00689253, 0.00941258)
e9ad916c93ff127ade2a8283db7603a1	-6.984997004999993	0.009475360659750024	0.5987579120945956	0.0069426393794783355	(-8.14305, -5.92604)	(-0.00279849, 0.0230387)
624d0040eafc828499b5009791d96b85	-8.845485234999991	-0.0015400762807699954	0.23789182196945083	0.0028028708646912755	(-9.29702, -8.41055)	(-0.00647618, 0.00409983)
bc5146d3526a9ef5179457a2077b1b46	-9.195438274999994	0.0007871715371100005	0.20084788742024243	0.0023559038870793964	(-9.55058, -8.81392)	(-0.00339799, 0.00529338)
7bbb537e486b770d58232a6c683a3a9f	-7.3077467350000065	0.0011424037912649988	0.20910405909759303	0.002456459403023151	(-7.69069, -6.92633)	(-0.00357007, 0.00557939)
30c16856bd5bae4cd2f1182341b30ffc	-9.00242745499998	-0.0007017008702749998	0.38253751045835094	0.004469354379295874	(-9.73245, -8.27611)	(-0.00946544, 0.00715423)
ac5402de1ddf427ab8d2b0a8a0a44f19	-3.5104055399999994	-0.0014191210387500001	0.2332228876084171	0.0027255408419184918	(-3.96255, -3.07746)	(-0.0067225, 0.00371122)
