	Feature	Intercept_mean	potassium_eaten_mean	Intercept_std	potassium_eaten_std	Intercept_hdi	potassium_eaten_hdi	lower	upper	credible	Taxon
34	c942f59feffce9c3ab527135de234101	-4.748090544999999	-0.2384591645400003	0.2014189531974409	0.0953867642177298	(-5.1445, -4.38312)	(-0.414608, -0.062395)	0.17614883545999968	0.1760641645400003	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 inulinivorans
35	bfb7bb16ab570748b3a5d099e9426af1	-7.922755425000002	-0.2282771923500001	0.1930076610821948	0.0919659933270623	(-8.26833, -7.54516)	(-0.4054, -0.0650091)	0.17712280764999988	0.16326809235000012	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Merdimmobilis; s__
51	148c7eb0139bbc1b8c87dd31464742e4	-5.328020464999999	-0.1670019615365	0.1865512374015079	0.0880316603448277	(-5.68139, -4.99943)	(-0.334606, -0.00874801)	0.16760403846350003	0.1582539515365	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_G_180878; s__Eubacterium_G_180878 ventriosum
54	599ba6458e91e2527f358f547ea39261	-3.915631945000003	-0.155997370221	0.1223553451323929	0.0582123397700582	(-4.15155, -3.6779)	(-0.270953, -0.0454126)	0.11495562977900001	0.110584770221	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
69	79280cea51a6fe8a3432b2f266dd34db	-3.423975555000001	-0.1149250093678999	0.1088044334119339	0.0515233923644349	(-3.62841, -3.2346)	(-0.209139, -0.019012)	0.09421399063210009	0.0959130093678999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium duncaniae
75	89aabf43d24dd5bd0fd0f5aca189d341	-5.055789800000003	-0.1079471126360001	0.0909175258652587	0.04301077330994	(-5.23397, -4.89839)	(-0.18536, -0.024251)	0.0774128873639999	0.0836961126360001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A; s__Dorea_A formicigenerans
80	2b982979f2401a8bc447d7141879e9b2	-3.672557104999998	-0.0987648326240001	0.1033561981182984	0.0483861056869919	(-3.8555, -3.46536)	(-0.188928, -0.00616299)	0.09016316737599991	0.09260184262400009	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A; s__Dorea_A longicatena
205	de6891b6f7a1f35bd9ccbc058b9e1a77	-6.765299565000004	0.093754198625	0.1005381436921369	0.04772421263748	(-6.95411, -6.58174)	(0.00651698, 0.181243)	0.08723721862499999	0.087488801375	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium_B; s__Lachnoclostridium_B ammoniilytica
216	9f4d14b114e7499772a797790d81c1db	-5.203649840000002	0.113853912595	0.1211792555777365	0.0570336993404133	(-5.45439, -4.99685)	(0.00755234, 0.223433)	0.10630157259499999	0.109579087405	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_187866; s__Coprococcus_A_187866 catus_A
241	4c2189b6b5ced3cb80093414e9449de9	-6.245655420000009	0.1451090127702497	0.1406871161308797	0.0660023608378655	(-6.49532, -5.97)	(0.0163385, 0.265292)	0.1287705127702497	0.12018298722975027	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Agathobaculum; s__Agathobaculum butyriciproducens
247	2d575dfaf20c70d49b09be32a1492254	-9.136346804999995	0.1506203042811	0.1789739637917817	0.0849471313178185	(-9.48227, -8.81279)	(0.000690455, 0.317117)	0.14992984928109998	0.1664966957189	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_R_135822; s__Clostridium_R_135822 fessum
249	cc968157f7691aab95df444e8cd103e2	-5.6584425750000005	0.1552329252256498	0.1261499251534434	0.0598576199842873	(-5.88956, -5.42841)	(0.0499025, 0.268017)	0.1053304252256498	0.11278407477435021	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__Hominilimicola; s__Hominilimicola sp001941225
252	2f61368750bbc7603f01c928568e7ad3	-7.287976890000008	0.1556197784924998	0.1705376967585992	0.0798135023249062	(-7.59505, -6.96678)	(0.00733583, 0.299154)	0.14828394849249982	0.14353422150750017	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
257	d2cccbadb958c9c6547274fa10531f74	-7.432276699999983	0.1748715546754994	0.201761534261142	0.095509333648868	(-7.80675, -7.04026)	(0.000325623, 0.364799)	0.1745459316754994	0.1899274453245006	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Romboutsia_B; s__Romboutsia_B maritimum
261	1600415004247da005dd77bd44c633d9	-8.388760395000016	0.1847549381745002	0.1644666048390796	0.07764161820106	(-8.69218, -8.07593)	(0.041374, 0.33337)	0.1433809381745002	0.1486150618254998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__Hominilimicola; s__Hominilimicola sp001941225
262	bad4f7c5ada34a1f813946abcfe5c556	-5.075308300000002	0.1854409163400002	0.1475817928594511	0.0697627784828381	(-5.34732, -4.80047)	(0.0552733, 0.313281)	0.1301676163400002	0.12784008365999977	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__; s__
265	ef1616938612ecae94c31842853cb904	-9.249426165000004	0.1910980986964999	0.1826538142444409	0.0866994318706616	(-9.59968, -8.92672)	(0.0334692, 0.362144)	0.1576288986964999	0.17104590130350011	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lientehia; s__Lientehia sp902363445
267	c1365ec008032ee718dcafaf5ac17adb	-7.377867500000006	0.1965547487854999	0.1852173930600203	0.0885929025746072	(-7.71782, -7.03435)	(0.0334853, 0.361318)	0.1630694487854999	0.16476325121450008	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 communis
270	41df3b4c55182503ecd97c6dbe47966a	-7.126970675000008	0.2037865202834996	0.1855456238193031	0.0876112504960839	(-7.48083, -6.78979)	(0.0459642, 0.371945)	0.15782232028349963	0.16815847971650041	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Alitiscatomonas; s__Alitiscatomonas sp900066535
271	624d0040eafc828499b5009791d96b85	-9.399344705000006	0.2040885077835004	0.209329844886755	0.0982059586849131	(-9.76755, -8.99177)	(0.0172978, 0.38662)	0.1867907077835004	0.1825314922164996	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__Onthenecus; s__
273	8a9f7499cdb85b8efa497bb56256cb43	-6.84271220000001	0.2076525319499997	0.1339542224689465	0.0632654672485086	(-7.09879, -6.60086)	(0.0869015, 0.32061)	0.12075103194999968	0.11295746805000031	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Brotaphodocola; s__Brotaphodocola sp003481825
276	db093685d2f3295cfa4da0a44d3d9ad0	-8.49536066	0.2123685352114998	0.2137806315882347	0.1011653856205922	(-8.90058, -8.11184)	(0.0251448, 0.396746)	0.1872237352114998	0.1843774647885002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus
278	b9024a1f377b62508864cfea59b16a31	-8.074473865	0.2153781010049998	0.1814889419841103	0.0856655138988583	(-8.4032, -7.7447)	(0.0534308, 0.36887)	0.1619473010049998	0.15349189899500018	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Porcincola; s__
283	f9b9b7db378357774e672fe5ba242b12	-10.37190304	0.2206409591814996	0.2600986786718808	0.123178789673734	(-10.8533, -9.8966)	(0.00415174, 0.458774)	0.2164892191814996	0.23813304081850042	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__
285	be7fc30c58dc772f88007fdefcf21a96	-8.376251455000013	0.2215468658014999	0.211979057984823	0.1005117331287232	(-8.78592, -7.98507)	(0.0357557, 0.415586)	0.1857911658014999	0.1940391341985001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Hominicoprocola; s__Hominicoprocola fusiformis
286	a8d23fd98a311df2db65e5842634aba3	-7.709574650000012	0.2231692481199999	0.1675420192348103	0.0797950182085683	(-8.02557, -7.38739)	(0.0707075, 0.372218)	0.1524617481199999	0.14904875188000008	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerobutyricum; s__Anaerobutyricum hallii
288	1fa555f9a74d47a6ca7a65a347bc885f	-6.402120320000004	0.2272535758135	0.1969838849383308	0.0936305969447463	(-6.7474, -6.01455)	(0.0274423, 0.376982)	0.1998112758135	0.14972842418649998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435
349	41d23d8bc82f57b26b6896d5e2e947e8	-10.403616629999997	0.3610395824499997	0.2560556086248515	0.1197850672022715	(-10.904, -9.93401)	(0.133225, 0.583974)	0.22781458244999966	0.22293441755000032	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 communis
350	25f9cac7332bfbe3973f03bae0ee15cc	-10.243301435000024	0.3611301005999994	0.2775811251805332	0.1302368029973987	(-10.7675, -9.74248)	(0.121503, 0.59814)	0.2396271005999994	0.2370098994000006	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Agathobaculum; s__Agathobaculum butyriciproducens
