Feature	Intercept_mean	fruits_fg_eaten_mean	Intercept_std	fruits_fg_eaten_std	Intercept_hdi	fruits_fg_eaten_hdi
ab5c396eaf731e031c9764a05b798753	-8.572587380000014	0.00012146391763049995	0.1287502641291877	0.0006132797539611963	(-8.81455, -8.33989)	(-0.00100413, 0.00123688)
04195686f2b70585790ec75320de0d6f	-5.614647784999998	-0.001478678950095001	0.1582807953424666	0.0007547938854854027	(-5.90963, -5.32237)	(-0.00283031, -6.51301e-05)
9f4d14b114e7499772a797790d81c1db	-5.05557051499999	0.0004710955831000005	0.059138716039366095	0.0002873797400583616	(-5.16322, -4.93977)	(-7.79007e-05, 0.000996549)
b1f2146bef78066448576fceeb6b644b	-4.371376819999991	-0.0015800400500000009	0.08396555367284607	0.00039795981152798406	(-4.52628, -4.21412)	(-0.00228724, -0.000801777)
3bff9ab82e7f2a76cc22e687ac7b72fd	-7.159389314999995	0.00230674730792	0.21310663705497493	0.0010337511853709977	(-7.52814, -6.74158)	(0.000421375, 0.00430177)
c1365ec008032ee718dcafaf5ac17adb	-7.163455505000013	0.0010228007823599998	0.09793945956122575	0.0004679690858650755	(-7.33261, -6.96166)	(0.000183014, 0.00198576)
cc968157f7691aab95df444e8cd103e2	-5.455243839999992	0.0006310906184046495	0.06596097797678865	0.0003195139685845797	(-5.58111, -5.33652)	(-7.92036e-06, 0.00120759)
09ee2c2d76be17c9ede2d4c57412adeb	-9.278420999999998	0.0014469033475099987	0.18822891562695696	0.0009058780240366054	(-9.64788, -8.92994)	(-0.000212522, 0.00314619)
d9b76ee51ff2b6961430bf352cc578f2	-9.100026965	-0.002333000423100005	0.14190131071325168	0.0007154759622222819	(-9.35584, -8.82596)	(-0.00373101, -0.00105938)
d2cccbadb958c9c6547274fa10531f74	-6.999934369999991	-0.0003767817138180003	0.09279917664614865	0.0004510818597397242	(-7.1725, -6.81977)	(-0.00122717, 0.000485241)
2268b83b6cb307bfd1cd008dae1ce4b3	-7.335743265000004	3.714261961584991e-05	0.1644865964004051	0.0007790518228748679	(-7.62833, -7.03696)	(-0.00144027, 0.00140161)
e9ad916c93ff127ade2a8283db7603a1	-6.572956919999995	0.0020648457382655013	0.262267940461112	0.001279260622423275	(-7.01756, -6.05495)	(-0.000163262, 0.00460045)
624d0040eafc828499b5009791d96b85	-9.080226955000004	0.0006040120979480014	0.1022932753839567	0.00048201450175899623	(-9.26326, -8.89621)	(-0.000318286, 0.00147494)
bc5146d3526a9ef5179457a2077b1b46	-9.125535804999998	-4.99816239895e-05	0.09531171884690767	0.0004602307556679229	(-9.29463, -8.94794)	(-0.000977896, 0.000742595)
7bbb537e486b770d58232a6c683a3a9f	-7.318609444999999	0.0005695514115350004	0.09554223731492777	0.0004588301912809925	(-7.49917, -7.15238)	(-0.000242208, 0.00141638)
30c16856bd5bae4cd2f1182341b30ffc	-9.463249080000017	0.002106203027155003	0.181411749113594	0.0008869417347924801	(-9.79675, -9.10301)	(0.000630638, 0.00392507)
ac5402de1ddf427ab8d2b0a8a0a44f19	-3.5322018850000036	-0.0005420612702650002	0.09142309184772066	0.00044058840668261895	(-3.69364, -3.35606)	(-0.00132653, 0.000309465)
d0037fe3397f56b52e971759e3f2f7a8	-8.712462155000011	-0.0007031214118849989	0.18152301941959317	0.0008959198678718989	(-9.02259, -8.35793)	(-0.00234088, 0.00105365)
3d7f3a3956e66e4728521a97abd9f07b	-7.604437155000004	0.0005615146342000012	0.2001881464531704	0.0009637717491343427	(-7.9871, -7.27308)	(-0.00108321, 0.00240091)
3e15d94435169ddada1e508dd8b83a55	-8.330250985000005	0.001392329919965	0.1292059111503021	0.000623769444766378	(-8.58909, -8.10039)	(9.5454e-05, 0.00244697)
ed1528f4822674c9e1da64b84c778e9f	-5.954945915000004	9.844246060900004e-06	0.1313954893158924	0.0006374614009303558	(-6.1836, -5.70909)	(-0.00117443, 0.00126489)
477734397215c70bdacce28d5685cc6e	-6.036324405000008	-0.0009493977097539994	0.23353334052196048	0.0011419574314186936	(-6.46786, -5.60659)	(-0.00297418, 0.0013117)
1243750138937650754b619370565800	-6.633736279999997	0.002674214690000005	0.13761003229220453	0.000675680827413907	(-6.89347, -6.38721)	(0.00141899, 0.00393026)
997c1b9bc29e50b9096303c708bb54e8	-9.565171215000008	0.0003411781250894999	0.15051386757330296	0.0007226825011526991	(-9.84841, -9.28901)	(-0.00110822, 0.00162276)
8aff935557eab67b0baa4553b8518105	-9.169341360000013	0.0020626987672500026	0.17233240419535262	0.000811401537892766	(-9.49345, -8.85168)	(0.000596935, 0.00361495)
39bb3fb5b2257fd2eacca408dc42c5d1	-5.241646945000005	-0.0007992073965000489	0.1171728114172267	0.0005591457921144223	(-5.44998, -5.01279)	(-0.00181825, 0.000255541)
b9024a1f377b62508864cfea59b16a31	-7.758474000000009	0.000713862879135499	0.09758355188708799	0.0004630467145077847	(-7.93195, -7.57218)	(-0.000146949, 0.00157557)
7ab1bc6052053650189083370055ae66	-6.242309739999997	0.0006555367417185	0.15439343582851048	0.0007401960169667597	(-6.52771, -5.96819)	(-0.000767203, 0.00193984)
8183f1e3f9806994e125b1d5c6932498	-6.537191140000005	0.0006310498110664999	0.12416050872801873	0.0005782437765883328	(-6.753, -6.29075)	(-0.00042454, 0.00164464)
92f000f936d3f349c5e7719a5edc5078	-7.2465474450000045	-0.0003192635732874997	0.07168152564309704	0.0003481108484833979	(-7.3838, -7.11588)	(-0.00100653, 0.000305128)
6509bd0f539df985ac2f40c335cdb999	-8.621545985000003	0.0005543748151085014	0.1292608872409971	0.000598200155184711	(-8.88239, -8.39735)	(-0.000618107, 0.00168459)
c4f9ef34bd2919511069f409c25de6f1	-4.5941899350000055	-0.0005996504450015011	0.17333192291856023	0.0008514536783067935	(-4.92196, -4.27015)	(-0.00218942, 0.000976559)
74923f4bbde849e27fc4eda25d757e2a	-7.593441295000019	-0.005655523405000001	0.1723663266359556	0.0008316510683719195	(-7.9118, -7.27617)	(-0.00717958, -0.00409015)
3edf7e19ca2ce44d4d3daa243e8725f7	-9.724343580000017	0.0008449952968474995	0.11918129712871726	0.0005725580360408885	(-9.93141, -9.4937)	(-0.000197736, 0.00193755)
ebab7cfc7858bfb00c486bba21d6ca6d	-5.970719244999994	0.0017204302228000024	0.12767547848267494	0.0006103143782058247	(-6.1924, -5.72121)	(0.000612154, 0.00291277)
8937656c16c20701c107e715bad86732	-3.1446622199999994	-0.00044956872654750035	0.10243458930298686	0.0004897553142482979	(-3.34897, -2.97157)	(-0.00132094, 0.000492261)
6a6880faba39965be0e4b7d88966d1c9	-6.447751190000003	0.0006067335552344995	0.13643915821560873	0.0006550011339064232	(-6.68298, -6.15952)	(-0.000622831, 0.00183595)
85c05d873041801d03eed489230b23f6	-8.246743175000013	0.0008275893969800016	0.08143821806970837	0.00038751268662836697	(-8.40592, -8.0997)	(0.00012751, 0.0015336)
6d8fe4ac153ead767024e041ff1f0ec6	-8.577845874999996	0.0012891441278250002	0.19756853182664072	0.0009732168008180039	(-8.95329, -8.20634)	(-0.000443056, 0.00307571)
ed5952d1e022067b212146b9b3bc6812	-4.757072675000005	8.543652618099981e-05	0.1793597702047324	0.000897505750613668	(-5.07924, -4.39684)	(-0.00160637, 0.00184975)
7029eddc845e01d613a3bbc113ebeaba	-6.699452894999995	0.0010520525676500016	0.1159990609482205	0.0005397308076641066	(-6.90277, -6.46538)	(4.35616e-06, 0.00204191)
41d23d8bc82f57b26b6896d5e2e947e8	-9.887385115000003	0.0013097949493449978	0.14298068797563793	0.0006967778199012093	(-10.1475, -9.62328)	(-3.73968e-05, 0.00257701)
0021d135d4ac12982cc8abdf2b38e23f	-6.518928040000002	-0.0011770429460804983	0.27616989172981615	0.0013839675247033353	(-7.08572, -6.0531)	(-0.00374559, 0.0013918)
e4c0082e2ab8c9772768fc29bb86caa3	-6.773781460000001	0.0006525493782900006	0.08418109641640692	0.0003938522651516366	(-6.93392, -6.62001)	(-8.68541e-05, 0.00142807)
46d8ab5615f60d7b522f3590976668be	-9.071034679999993	0.0005060540564839998	0.09026849777468104	0.0004268679403465143	(-9.24013, -8.90499)	(-0.000279963, 0.0013209)
28bb502265419a0e86626d75a1183ce7	-8.693881254999985	0.0020780901249199983	0.20191675033086046	0.0009824866595966155	(-9.04559, -8.30062)	(0.000263044, 0.00387724)
