Feature	Intercept_mean	HEI_mean	Intercept_std	HEI_std	Intercept_hdi	HEI_hdi
95f975f50235610bca818dcc9d97f7d6	-9.75956302	0.016243370791699997	0.9351827508077131	0.0162062782347602	(-11.5367, -8.03801)	(-0.0151092, 0.0454765)
ecaa9f4e15a28f212d9bd60f749191ab	-9.148663900000008	0.031072278265000027	0.47524306488153034	0.008251788716262809	(-10.0239, -8.21964)	(0.0152303, 0.046929)
a6fa2de5f4576d1d77b1616786e3dd52	-8.803586304999985	0.0007694514473800012	0.3390704480888843	0.005873942433795962	(-9.45303, -8.16797)	(-0.0105054, 0.0117021)
1fa555f9a74d47a6ca7a65a347bc885f	-8.008877684999993	0.035740955000000005	0.39413343285008307	0.006867463268117635	(-8.70034, -7.20566)	(0.0228705, 0.0487737)
149e7d5e484d157f2ac6140a2111618e	-4.083025794999993	-0.0023221410820450012	0.3755703859163662	0.006500925781063578	(-4.82788, -3.41347)	(-0.0147023, 0.0101349)
605c54065160b61d47c4d5f87ffbe6bb	-8.798829685000015	-0.002485956968143999	0.6395901189052645	0.011071355780085359	(-10.0404, -7.67858)	(-0.0217114, 0.019913)
5034598009be77942a505e7c9978b06b	-10.21274158	0.03659210799499991	0.49470759500143496	0.008596520836099054	(-11.2889, -9.41155)	(0.0221631, 0.0553155)
8526f1f5fd2dcff7e7a73db743c829d2	-5.945711969999995	-0.008636452425949981	0.46767586305027464	0.008091914195302731	(-6.78165, -5.04886)	(-0.0235409, 0.00671014)
24ef07664cfa04a819d7797a89e653b6	-8.733288294999996	-0.014016859428399996	0.6767303829254624	0.011753261388005323	(-10.0417, -7.53096)	(-0.0356039, 0.00834109)
03fdbec0c9b63a05ae79f92c6d3a4cfc	-9.524203234999982	0.041476580219000025	0.8584096184535592	0.014777361366896762	(-11.0811, -7.84267)	(0.0123856, 0.0677051)
aa3e2d76e864d7909b51110e211ef36c	-10.420738820000013	0.028091208218149984	0.8074170186416109	0.013985739817118181	(-11.8664, -8.79101)	(0.000575854, 0.0533158)
7efeb75fc542932a033b37b887994dc8	-5.419691730000008	-0.05044989613499999	0.923299589592407	0.01604322571900004	(-7.18166, -3.67108)	(-0.0793076, -0.0189702)
2371e52106292ac4c33aec6f57cace35	-6.655709439999998	-0.01807151895453001	0.499047527819632	0.008672155923351087	(-7.63046, -5.73711)	(-0.0331062, -6.16318e-05)
913d55d109820d0f3fad120be103c64f	-10.497179730000012	0.03651952454249998	0.6676008936263693	0.011472196702237841	(-11.8388, -9.27425)	(0.0158145, 0.0595123)
c82032c40c98975f71892e4be561c87a	-5.338212619999983	-0.030018877599999983	0.3185716335558386	0.005535175013587939	(-5.92027, -4.70345)	(-0.0413154, -0.020188)
ac9166cff57e7ff3581eaf798edc726c	-6.797351709999996	-0.006730128034300006	0.8651357657050001	0.01494341988323094	(-8.3675, -5.20543)	(-0.0333518, 0.0215181)
