	Feature	Intercept_mean	HEI_mean	Intercept_std	HEI_std	Intercept_hdi	HEI_hdi	lower	upper	credible	Taxon
0	9d4e16844252e2dfbaf80a4a6fc4d55d	-4.370580219999999	-0.08161521805	0.733394060168714	0.0114639229644432	(-5.78645, -3.02032)	(-0.102722, -0.059342)	0.02110678195	0.022273218049999995	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Gemellaceae; g__Gemella; s__Gemella taiwanensis
1	74923f4bbde849e27fc4eda25d757e2a	-3.4273139000000006	-0.0794130368499998	0.9996747650363932	0.0154773587099268	(-5.29848, -1.63031)	(-0.107574, -0.0505991)	0.028160963150000204	0.028813936849999798	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium_AQ; s__Clostridium_AQ innocuum
2	fea3411c847e6627afb5e78b88e2e9af	-1.5849456623000044	-0.06410135445	0.7433198220862879	0.0114752674959044	(-3.00783, -0.299384)	(-0.0841044, -0.0422567)	0.02000304555	0.021844654449999994	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 torques
3	b6d740387526e21887b761f90fbc914a	-4.902096545	-0.0560023872999998	0.8482562859590925	0.0131419292089597	(-6.53543, -3.30428)	(-0.0791188, -0.0298079)	0.023116412700000206	0.026194487299999798	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 torques
4	ad7bc2bb6e1ec90a9bc3c8949bce80d6	-2.846932685550003	-0.054845033699	1.0685644925134223	0.0164695087429427	(-4.811, -0.87204)	(-0.0859927, -0.0243041)	0.031147666301000007	0.030540933699	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcus_B; s__Ruminococcus_B gnavus
5	c5e3c5422835403541b0af331a2cc649	-5.129433760000007	-0.0537600908399999	1.088935029764431	0.0168430002342683	(-7.0983, -3.01456)	(-0.0863266, -0.0232254)	0.032566509160000104	0.0305346908399999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__
6	7efeb75fc542932a033b37b887994dc8	-5.074884979999986	-0.0504524511549998	0.8899645028099717	0.0137517079795477	(-6.90627, -3.45323)	(-0.0755598, -0.0230262)	0.025107348845000196	0.0274262511549998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__
7	c942f59feffce9c3ab527135de234101	-2.8776234850000004	-0.0369101756999999	0.4398688557416916	0.0067709627004481	(-3.77826, -2.11167)	(-0.0502528, -0.0245995)	0.013342624300000099	0.012310675699999902	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 inulinivorans
8	370829fece3190f1a8efccf50b7d0921	-5.417375534999997	-0.035166915685	0.5118507724805288	0.0078959478512877	(-6.34302, -4.46213)	(-0.0495656, -0.0206051)	0.014398684315	0.014561815685	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__
9	c4e57b91cc2be5a2232b3612abdf4c0c	-5.953528489999993	-0.0334203104444999	0.955245835991197	0.0147790837970168	(-7.85618, -4.23438)	(-0.0615442, -0.00616136)	0.028123889555500103	0.027258950444499896	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Merdibacter; s__Merdibacter massiliensis
10	d9b76ee51ff2b6961430bf352cc578f2	-7.415888224999999	-0.0324945895809999	0.6516877105994855	0.0101312942353875	(-8.71158, -6.22363)	(-0.0517419, -0.0133657)	0.019247310419000102	0.019128889580999897	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus infantis
11	2a7f11895ae7fe9fdffa52016207c561	-3.985671559999996	-0.0315251869599999	0.5206753723029988	0.0079833580138194	(-4.90027, -2.94881)	(-0.0464471, -0.0167924)	0.014921913040000095	0.014732786959999904	yes	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium breve
12	75878b49cacdd2ffdcea1186a43be92d	-6.111688019999987	-0.03019035813	0.5185999359759695	0.0079678474970352	(-7.09764, -5.14803)	(-0.0453973, -0.0155561)	0.01520694187	0.014634258130000001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 inulinivorans
13	4c855814a58f4f324e8f0cfaab222e1f	-7.0077474550000085	-0.0282563988121	0.8433117068283666	0.0129712154617246	(-8.50976, -5.44505)	(-0.0545783, -0.00676516)	0.026321901187900003	0.0214912388121	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Negativibacillus; s__Negativibacillus massiliensis
14	b1f2146bef78066448576fceeb6b644b	-2.8575479450000008	-0.0279690786	0.3673271090355666	0.0056677306355367	(-3.55355, -2.18043)	(-0.0384471, -0.0173946)	0.010478021399999999	0.0105744786	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 faecis
15	e2c3ff4f647112723741aa72087f1bfa	-1.5343394539999962	-0.02765611216	0.4379016379107914	0.0067509235488974	(-2.48297, -0.797671)	(-0.0391049, -0.0128847)	0.011448787839999999	0.014771412159999999	yes	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium breve
16	e3ab3e4772986724760dbd52b7af55f7	-6.435381905000009	-0.0272331406674999	0.5504493706940915	0.0085125703062054	(-7.50268, -5.48962)	(-0.0423183, -0.011008)	0.015085159332500105	0.016225140667499898	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Oliverpabstia; s__Oliverpabstia tarda
17	64d05989cb6f8053633b2127793200b3	-5.719590120000006	-0.0269277842249999	0.4059487814987074	0.0062744038822404	(-6.49958, -4.97558)	(-0.0387382, -0.0152056)	0.0118104157750001	0.0117221842249999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 faecis
19	3f38509af22157cdcb4006457529d25e	-7.222742785000007	-0.0257400234328499	0.7580111255513294	0.0116579429621166	(-8.64897, -5.83121)	(-0.0475437, -0.00440943)	0.021803676567150102	0.0213305934328499	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__
20	bfb7bb16ab570748b3a5d099e9426af1	-6.736776310000006	-0.025709472795	0.418846147518255	0.0064917087068585	(-7.50308, -5.93507)	(-0.0378892, -0.0134749)	0.012179727204999997	0.012234572795	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Merdimmobilis; s__
21	40c85a458df8d5a935122ba778d4f334	-3.810596682000003	-0.0254728782171999	0.8426387344516749	0.0129301629735668	(-5.2819, -2.18953)	(-0.0486905, -0.000934786)	0.023217621782800096	0.0245380922171999	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 stercoris
22	d0037fe3397f56b52e971759e3f2f7a8	-7.241174659999991	-0.0249450526951999	0.9023611155225404	0.0139074729500475	(-8.78855, -5.37306)	(-0.0524521, -1.85477e-05)	0.0275070473048001	0.0249265049951999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__
24	39bb3fb5b2257fd2eacca408dc42c5d1	-3.847925585	-0.0239768858334999	0.5428870243747385	0.0083770040247159	(-4.84652, -2.85198)	(-0.0391551, -0.00860854)	0.015178214166500097	0.015368345833499901	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Oliverpabstia; s__Oliverpabstia tarda
28	8720f9ecd2331ce68e2896df1bf2d977	-2.3429353010000047	-0.0207473276749999	0.3945590039887017	0.0060655056302175	(-3.08666, -1.65147)	(-0.0322936, -0.00982177)	0.0115462723250001	0.010925557674999899	yes	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella aerofaciens_F
29	481e48328fe7a9837c7233de8f60fc23	-7.845714979999999	-0.02072229894085	0.6056235011525718	0.0093596080825613	(-8.98509, -6.69431)	(-0.0375108, -0.00212454)	0.016788501059149998	0.018597758940849998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Hominibacterium; s__Hominibacterium faecale
30	4c731267e801c2afe253b5cbb58bdd24	-3.358655055000002	-0.0204255781299999	0.284864963833914	0.0043818769229895	(-3.87357, -2.81511)	(-0.0280951, -0.0118152)	0.007669521870000102	0.0086103781299999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Bariatricus; s__Bariatricus comes
32	c82032c40c98975f71892e4be561c87a	-5.771548889999994	-0.01981003178	0.3501677729537199	0.0054095812473507	(-6.43977, -5.15144)	(-0.0302683, -0.0102748)	0.01045826822	0.00953523178	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter welbionis
33	b3d06445a910a9a444919e41f5da39c3	-8.704096124999992	-0.0196394539661	0.6180742213930573	0.0095822822521324	(-10.0118, -7.70207)	(-0.0355944, -8.07832e-05)	0.0159549460339	0.0195586707661	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Granulicatella; s__Granulicatella adiacens
36	de24ab68045830f7ea823f771a1f7dd3	-5.198540640000008	-0.01814419771435	0.5036406739117589	0.0077361068185008	(-6.22298, -4.33213)	(-0.0320406, -0.00301445)	0.013896402285650002	0.01512974771435	yes	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella aerofaciens_F
37	9ac5fec396208e598ab2e2d26985d0df	-7.048930894999995	-0.01689209941	0.3210731179478425	0.0049598303247677	(-7.62553, -6.41319)	(-0.0264708, -0.00776734)	0.00957870059	0.009124759409999999	yes	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Pauljensenia odontolytica_A
38	ddd87ec4b9d332c2d8c02f5d1b08dbb4	-6.370614755000012	-0.01687481986	0.3663945997887246	0.0056523905846439	(-7.12649, -5.75776)	(-0.0274405, -0.00652751)	0.010565680139999999	0.01034730986	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Bariatricus; s__Bariatricus comes
48	6c7fa77831ae630967a6fbfc8ee47901	-2.588746140000003	-0.0135407686549999	0.2451707943554868	0.0037720180661225	(-3.02759, -2.11132)	(-0.0208907, -0.00694451)	0.007349931345000102	0.0065962586549999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans
49	ac5402de1ddf427ab8d2b0a8a0a44f19	-2.7780551900000017	-0.013256188397003	0.405623535053088	0.0062494288196656	(-3.58532, -2.07047)	(-0.0238054, -0.000455747)	0.010549211602997	0.012800441397003	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A vulgatus
50	69536042153447ceb692aa53159ce0c2	-6.471405409999995	-0.0132456451501999	0.3609525269582305	0.0055734261300237	(-7.15185, -5.79227)	(-0.023799, -0.00281566)	0.010553354849800101	0.0104299851501999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster; s__Enterocloster sp000431375
52	1527fd8b14037f53b8edb26b111e1f72	-4.965328040000005	-0.0131509226483799	0.3954071675218578	0.006080148689113	(-5.67675, -4.18144)	(-0.0250412, -0.00212182)	0.011890277351620099	0.0110291026483799	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster; s__Enterocloster sp000431375
