Feature	Intercept_mean	bread_fg_eaten_mean	Intercept_std	bread_fg_eaten_std	Intercept_hdi	bread_fg_eaten_hdi
24ef07664cfa04a819d7797a89e653b6	-9.360177195000004	-0.0013374296280524996	0.19980951418684248	0.0014889033296302452	(-9.75756, -8.9934)	(-0.00416662, 0.00139358)
03fdbec0c9b63a05ae79f92c6d3a4cfc	-6.519828660000007	-0.004828000321807545	0.28993106227757737	0.002085804397658551	(-7.04552, -5.97768)	(-0.00881489, -0.00103622)
aa3e2d76e864d7909b51110e211ef36c	-8.741308489999989	-0.0004116215096200008	0.2563979576724822	0.0018546980697202729	(-9.20989, -8.24258)	(-0.00378568, 0.00312054)
7efeb75fc542932a033b37b887994dc8	-7.372182709999997	-0.007394760696000001	0.30096542359855205	0.002247875604157749	(-7.90623, -6.80625)	(-0.0114669, -0.0030355)
2371e52106292ac4c33aec6f57cace35	-7.209294735000001	-0.0038862249094999976	0.15323139738881772	0.0011209650024573171	(-7.45924, -6.89859)	(-0.00584677, -0.00176681)
913d55d109820d0f3fad120be103c64f	-8.606515740000011	0.001776881020440001	0.2076635636406934	0.0014951624560908294	(-8.99725, -8.21506)	(-0.00115657, 0.00447132)
c82032c40c98975f71892e4be561c87a	-6.658215590000007	-0.003030286966000001	0.11115830072851916	0.0008133550796469839	(-6.88412, -6.45813)	(-0.00445206, -0.00135298)
ac9166cff57e7ff3581eaf798edc726c	-7.60109194500001	0.003193097104372501	0.31167115579736765	0.00229822382574859	(-8.16252, -7.01917)	(-0.000889378, 0.00758783)
949af2c28ba6c0345ae58b9aed00a2c0	-7.174360715000019	-0.0027162616464849994	0.2711889154007567	0.0019298845013467811	(-7.66628, -6.67685)	(-0.00619752, 0.00109908)
8a261f382a739bbc5f9494b2c64c2744	-5.105324760000004	-0.0010687816287695002	0.10272481239039757	0.0007664781695537659	(-5.30371, -4.91719)	(-0.00245831, 0.000440199)
e91f1c5b67ffecb5ca3ca3b393a50f00	-4.522973909999998	-0.0008330589830293505	0.1783726036114063	0.0012904493106522972	(-4.90449, -4.23203)	(-0.00327291, 0.00153936)
99b02f389bd0b7abad0d4d8affb09e22	-9.764185399999993	0.000116570535065	0.23970095256494098	0.001725864135425256	(-10.1838, -9.28593)	(-0.00322809, 0.00330227)
d3d99580d90cca486a23372a474e9571	-8.993805649999999	0.0004469607332189999	0.19366348841812583	0.0014101912725112522	(-9.343, -8.62207)	(-0.00211906, 0.00310502)
7076b69bea6fb40b94f8b32fd85fdb46	-9.675023504999993	-0.0011264258980600006	0.20229158652194346	0.0014906992867120487	(-10.0836, -9.3415)	(-0.00394702, 0.00148857)
e82ab12c51a893c6d7938a16632199a8	-7.571027515000006	0.00023156663676950014	0.26847945697813613	0.001902627774094938	(-8.03597, -7.04365)	(-0.00340894, 0.00373219)
2ae945b550c248752a5b463c9aca1a6a	-8.958872135000012	-0.004276196082095002	0.22592046390309967	0.001652085803649171	(-9.33445, -8.52031)	(-0.00730912, -0.00124068)
b423592b0ae631882095792b27729b9c	-8.286097344999998	-0.0038159417204549945	0.2747254117270569	0.0020094539847843843	(-8.79455, -7.79183)	(-0.00748516, -6.99539e-05)
3f1ed51e954b35a8108c12dd882b696b	-6.82337148	-0.0018967316630554999	0.2011371021107483	0.001461127819619017	(-7.16209, -6.41645)	(-0.00473685, 0.000617617)
1fb601d8edb6994ffb112ad1a34828d5	-8.761485310000008	-0.0031741145494499933	0.18739545516795206	0.0013763711127990446	(-9.10573, -8.41632)	(-0.00572551, -0.000680497)
9f74473636e6874853d88dfcbcecff49	-6.497833394999994	-0.0009221533705000011	0.21649391619425254	0.0015909118712318648	(-6.8752, -6.06756)	(-0.00350693, 0.00234832)
4c731267e801c2afe253b5cbb58bdd24	-4.828495320000005	0.0012377177764829987	0.09160994052229043	0.0006665649469643356	(-5.0052, -4.66414)	(0.000119341, 0.00265696)
