Feature	Intercept_mean	folate_eaten_mean	Intercept_std	folate_eaten_std	Intercept_hdi	folate_eaten_hdi
f402919ff0fe53fec5b6ef190f9e42b7	-6.957002150000012	0.3692338034440009	0.04213091181279491	4.972603221001102	(-7.03419, -6.87448)	(-9.6733, 9.35458)
f9382b37fc2cfd3cf606824a235802de	-9.761518124999997	0.16452137011499993	0.06831098422460606	4.945261652432687	(-9.88724, -9.63622)	(-9.01738, 9.52034)
1664c7d0b9dec6e07df8542c0c4049c7	-8.48603412500002	0.04299597022599995	0.05258538958241514	5.037629871336788	(-8.57966, -8.38451)	(-10.1094, 8.80241)
3e5f388f7ad4f160c2a1cdd1441d00c0	-6.544673800000002	-0.15863238947790032	0.040107236134642794	4.9197093435716015	(-6.62003, -6.46889)	(-9.68218, 8.65176)
f5706d9ec821f971e4c08ee992995b40	-7.902438974999988	-0.2300810811404999	0.08134636922444284	5.104678813931054	(-8.03969, -7.73449)	(-9.33974, 9.29935)
138eb7703e1255cf29760a4440de2a47	-8.609015874999981	0.035566110462500126	0.06817255740130602	5.069611827384656	(-8.73245, -8.48243)	(-8.96102, 9.70965)
56c3d1a8e4dc5c2aa7afbc1563559448	-7.488927709999999	0.06410759219500006	0.11917211500664031	4.905858914137768	(-7.71937, -7.27011)	(-8.79013, 9.16947)
de61860db8d93da85692dffb5cf32ab9	-5.099279499999997	0.15837678646000017	0.09353669637714393	4.944538361213607	(-5.26955, -4.92472)	(-8.7822, 9.60138)
5c02713fbed5c1964b4410d9f8166555	-6.091278585000006	-0.10456959251000009	0.040338388354615416	4.941702451125625	(-6.1682, -6.02026)	(-9.88167, 8.67433)
12bb0c9249480c4cec2cc9f692018806	-8.383242005000008	0.026145777330000047	0.04868513277921685	5.129684602701763	(-8.47372, -8.2943)	(-9.19979, 10.3082)
b10627ff6db16c65eed2f21380dd700f	-6.11853707	-0.19642670709000007	0.1073423081651177	5.100640432250054	(-6.32407, -5.92359)	(-9.59999, 9.31805)
3f5f0d10bd5495e2c89d229c508dcdec	-7.054817255000006	0.08105284797000013	0.07723580374809971	5.0099629751291115	(-7.20268, -6.91468)	(-9.11196, 9.08405)
de6891b6f7a1f35bd9ccbc058b9e1a77	-6.575233439999997	0.2608612445350002	0.027985552781147637	4.963708905676679	(-6.62476, -6.52018)	(-8.76877, 9.69535)
828c563319c7cee475b9b8ab6a0a048b	-7.427134079999996	0.26871243641000014	0.040029672311344244	5.086379729525008	(-7.49672, -7.3479)	(-9.37236, 9.52553)
6a129e8ae637c96e7bb56223913911f7	-6.008859435	-0.01747300396499991	0.054682295253864165	4.979780718784369	(-6.11481, -5.90962)	(-9.76596, 8.54876)
1527fd8b14037f53b8edb26b111e1f72	-5.805980570000005	-0.22570564526749912	0.043263595621204395	4.979963527748741	(-5.8864, -5.72242)	(-8.76209, 9.40862)
b3d06445a910a9a444919e41f5da39c3	-9.963804725000001	-0.07809234980999998	0.07494130904797686	4.948341178084204	(-10.0961, -9.82164)	(-9.24297, 9.50292)
992072d045462445dc239b35300af2cc	-3.817056430000001	-0.027990442649999957	0.11648523600119932	4.965051621141706	(-4.04103, -3.60575)	(-9.49825, 8.89003)
2403a466dd6d1e4f551d80394c2aa994	-6.970777175000013	-0.06210754054000002	0.12907725090955954	4.970325318556949	(-7.20244, -6.72645)	(-8.88227, 9.03807)
cae14798faeabb8e1b8840e712839921	-7.20427499499999	0.05702385496499981	0.07547319440105864	5.077104265296085	(-7.34339, -7.06393)	(-9.41126, 9.45298)
4311a44a7d56ce4086afad3e75bedd6e	-8.132688500000008	-0.12075667180499991	0.05953065727295469	5.006093333731869	(-8.24829, -8.0272)	(-8.89737, 10.1809)
ab153c3e19553cead3d76fb9e00684c2	-6.9071340800000085	0.17441809175500017	0.09003697109273287	5.154232241577877	(-7.06953, -6.72788)	(-9.69591, 9.60698)
fc1856f132cd513b1251fa39ad4ccd01	-8.076954160000001	-0.09871511869249995	0.036660709642536864	5.087929622245076	(-8.14356, -8.00753)	(-9.33649, 9.35386)
8ef31508d9a2fc6f83935de5607a686c	-7.3075364999999906	-0.10017357696000011	0.11540834987101233	5.002999055311845	(-7.52871, -7.08522)	(-8.78919, 9.83391)
21ce8465657612a85e2f89e74d285ce1	-10.148167109999973	0.008522484434999832	0.07011894813064373	5.010087176844148	(-10.2795, -10.0202)	(-8.43258, 10.2239)
69d052e452e79d571cba042af265d50c	-5.105933259999997	0.042081926195499976	0.09552398953860967	4.861794168754703	(-5.29541, -4.93714)	(-9.55682, 8.8421)
79d5bee84cddbb27acb4dd7df378c789	-7.294325714999991	-0.12705688264999992	0.07909427875952077	5.11325982256593	(-7.43518, -7.15042)	(-10.332, 8.97429)
0f0a1f8c92368be6e8d3145bd4e94cd1	-5.203190134999998	0.15718310351000006	0.06414023279293407	5.231062091513543	(-5.32351, -5.08138)	(-9.74085, 10.3553)
64d05989cb6f8053633b2127793200b3	-7.436354605000012	-0.10772972145500026	0.05045479264890476	5.040852402885943	(-7.52858, -7.34176)	(-9.21661, 9.5372)
bac3d8ea4685e825ef8d12b2a6979577	-7.462995969999993	-0.05410687888000001	0.11728744810361902	4.936209122062297	(-7.68022, -7.24783)	(-8.90103, 9.30173)
a8d23fd98a311df2db65e5842634aba3	-7.248250025000005	0.19593156536000012	0.04072182045598374	5.102084609701468	(-7.32477, -7.17069)	(-9.47618, 9.40318)
41239266f2952a56a313fc4798f28a1c	-6.827788975000008	-0.02575862963999991	0.05196768423933644	5.034010929955742	(-6.92423, -6.72893)	(-9.58278, 9.52709)
2b982979f2401a8bc447d7141879e9b2	-3.8726095099999966	-0.21425755946999953	0.025899802793841912	4.969756656872177	(-3.92061, -3.8258)	(-9.1253, 9.12654)
251429848560a80abcb96640ceb102db	-5.371579449999998	-0.06385796746500008	0.04963579394345882	4.891169101894032	(-5.4657, -5.27977)	(-9.53203, 8.66477)
7b34b797cadb639f63827c6d332dd4e9	-8.193101869999994	0.06508817646700006	0.048746216272682115	4.969719406108657	(-8.28192, -8.09958)	(-9.43835, 9.20263)
2a99ec1157a90661db7ff643b82f1914	-6.410572564999988	-0.033902085188000156	0.12783642928512495	5.044439622955621	(-6.64776, -6.16796)	(-9.24183, 9.50971)
2a7f11895ae7fe9fdffa52016207c561	-5.999842585000006	-0.0846875246265	0.05942612748756041	5.0249355464896395	(-6.11049, -5.88779)	(-9.29349, 9.21446)
0cfd41d10227f0de9092d5cda028c12d	-8.59638569	-0.04756819941000004	0.05786392976910495	5.089460222995747	(-8.70226, -8.48793)	(-9.79518, 9.4944)
a9387e76477da8688775569cf540191b	-6.065408414999992	0.2730663212750001	0.07453785632574753	5.169611220647728	(-6.21516, -5.93426)	(-8.86968, 10.8095)
bb769f42c78f86faa2801cb2c2abb8dc	-8.616248715000005	-0.06946302076000006	0.07726118460714139	4.984233099359739	(-8.76496, -8.46677)	(-8.69378, 9.88151)
68ee181a51a55ca3814763c9214cfd8a	-8.679737530000004	-0.07483180916000008	0.06606492233779657	5.031761022234259	(-8.80734, -8.56226)	(-9.08389, 9.57828)
88956ab21ebb7e44b2dd317dd412818a	-8.493877839999987	-0.01920402400700032	0.07307000688062376	4.976076921828459	(-8.62794, -8.35496)	(-9.5077, 9.0674)
ca9dec36ad0aa5a1473144ddcb74951d	-5.16424560499999	0.0830318103995002	0.04323589132924142	4.99188775763006	(-5.24841, -5.08404)	(-9.09345, 9.32233)
ae171d16e3cb68ad19636a58839a1ef1	-8.950438190000018	-0.011670968674999924	0.08907199956846085	4.848760533824139	(-9.10242, -8.77656)	(-9.20659, 8.72654)
77f4d90aa6eb8080927f59ee8bbac375	-9.171080995000015	0.29595690959999976	0.04917115867314878	5.076069998572039	(-9.26374, -9.08023)	(-10.2062, 9.36874)
a7b427a226422d10e62536b8d41e02fe	-8.158542730000013	0.2590129839000002	0.10587316720135984	4.9198469773929965	(-8.36224, -7.9706)	(-8.63352, 9.47158)
2480f3aa1e7784b461d9b5b83a6bfc81	-7.927670684999984	0.011673410569999983	0.07396875580865725	5.231201293867611	(-8.07249, -7.79282)	(-8.9309, 10.5066)
9000b563231e32a7003bf2ef20bf9a60	-7.434252430000003	-0.045058595074999985	0.055096896287314574	4.983532670630916	(-7.54349, -7.33814)	(-9.03435, 9.14144)
a186bb74dfce512f83043f7b366c60c4	-6.34083681	0.00454411424199985	0.13725956238646508	5.060092350384428	(-6.58261, -6.06339)	(-10.0076, 8.90139)
aad2c8fbb5e1201340fe4357731fc9ee	-7.989794825000022	-0.007511813604999993	0.08929047519119482	5.082431634736143	(-8.1534, -7.82502)	(-9.33238, 9.39118)
490d2aec117bd7289577684ba3cc1b64	-6.8384945450000165	0.04295247103500016	0.08977957770279935	5.099464364748842	(-7.00791, -6.67174)	(-9.04035, 9.78741)
457d3865cf0a4bc602a07d8d5324388f	-8.642640290000013	-0.09183378848	0.09247775277230691	4.931333060792868	(-8.80981, -8.45631)	(-9.22693, 8.97808)
552e00cb506f739acaf08aa5641f9d84	-6.649253249999986	0.028285419669999954	0.06108704670089644	4.997175885642314	(-6.76258, -6.53925)	(-9.91046, 9.29805)
9dc78fd8f2f7cb10e190e77af61c7ecd	-8.147089410000012	0.1815395169649999	0.043601489539371215	4.817643948069877	(-8.22767, -8.06684)	(-8.04635, 9.58979)
a3607a88a8ed64e24a374847b23e404f	-6.442303299999987	-0.11033904641999995	0.05437811502350921	4.928583226136561	(-6.53587, -6.33553)	(-9.7491, 9.05591)
5bb151262388870fd53a84ea6f1ffdf2	-9.429963905000026	-0.03331838000700017	0.09057035116416956	4.989477535451656	(-9.59897, -9.26044)	(-9.26374, 9.51455)
f7962a90f4519ec1d1a9c7b8ef7bf396	-9.058895264999993	0.11737527212500001	0.06523263971609439	4.861133519396951	(-9.19117, -8.94656)	(-8.34682, 9.52484)
77ad88eed91eef009bf64f101c96baa6	-5.1960177200000075	0.027702922594999728	0.09857645201163209	4.7906164257316375	(-5.38936, -5.0198)	(-9.32287, 8.52985)
08be83d0a527ddd1da0861135192e593	-8.521667125000004	0.12268721780600049	0.11150509833449043	4.993009648429419	(-8.72977, -8.31977)	(-9.01896, 9.57953)
b61862b15d33865612e76c1db7b995a1	-8.982328765000004	0.059504013947199924	0.05284950856748592	4.872992214998152	(-9.07954, -8.87982)	(-8.54441, 9.23789)
14f11556b1fc9132c5ab27b67a2479bf	-9.193790660000012	-0.020443483919999988	0.06531918239739685	4.832235004440874	(-9.31994, -9.07934)	(-8.93543, 9.01595)
514b34f09e4acd2397d38273c630d338	-8.520336074999985	0.032753735745000054	0.1000849212241502	4.976865885633277	(-8.70946, -8.34096)	(-9.38, 9.08886)
ba88d4e4e6a24ecc2a5aab6bdfbb77f5	-7.799103455000008	0.1594648508700001	0.04326967023808908	5.1105942627421905	(-7.88027, -7.71519)	(-8.92859, 10.682)
1c94105978b1aa2095e3c0096774f240	-8.212518615000004	-0.09763887044500022	0.06577832866553976	4.954541118634155	(-8.33061, -8.088)	(-9.40295, 9.09644)
27b636c66fa117272ed27920bad78969	-8.397922699999993	-0.10111615154499969	0.07756043719713035	5.071276302324044	(-8.53834, -8.24658)	(-9.77025, 9.45718)
7201d53bd647437ec3de879774eba498	-6.7282852399999955	-0.025732790029999973	0.1129419273310066	5.045603767180864	(-6.9497, -6.51308)	(-9.85425, 8.94181)
f8529e2e737999b4a7d06420482d4af3	-8.485537584999996	-0.04979610034000004	0.10741352846321449	5.170070225601479	(-8.71148, -8.30525)	(-9.82513, 9.53863)
959d48a11e3b26c9268f0bd1dae6ec40	-4.2196172400000025	0.1334960138300003	0.03244019121063254	4.857424738622503	(-4.27945, -4.15814)	(-9.55243, 9.17606)
bd0f4e14387ee1ac7e5fe586cadbbed4	-8.884684320000007	0.15354280438499984	0.04050110535575046	5.017796359996798	(-8.95842, -8.8068)	(-9.04173, 9.02028)
66047b69a772cae3e37186eb74254da7	-8.84350370499998	0.12908319556215012	0.08668832541192022	5.101963114468986	(-9.00487, -8.67762)	(-9.56493, 9.71572)
4207ad1746e5fbce9c5ed5efe1e357d9	-7.391595554999987	-0.1961670000550003	0.043610281311773004	4.947960567285201	(-7.46767, -7.30771)	(-9.72954, 8.69056)
30207d209491dfb7de83344e77fd6fbd	-6.313581795000011	0.08278745193799995	0.04383923449181079	4.831355853568371	(-6.38988, -6.22745)	(-9.50321, 8.17813)
3e93fd55a231bb99b67a666bad8446a8	-8.263932130000004	-0.0038430338999997996	0.04720728900459233	4.81533351990547	(-8.35927, -8.18173)	(-8.50043, 9.41647)
d39f37b814ebd81091a949f8bd9d1710	-6.240001189999998	-0.04581070246500001	0.0632212766992561	4.911515197780738	(-6.36187, -6.12227)	(-9.59366, 8.60446)
706b0d627a9ba61b18e6b7b39622ac1f	-9.001849889999985	0.04262239881199993	0.07550867582396019	4.943919288852412	(-9.14058, -8.8584)	(-8.99103, 9.32092)
32382a0f5831da5faee464d011b5616c	-5.90605250000001	0.03851540995999999	0.12172642514856837	4.960704687923214	(-6.13201, -5.67893)	(-9.33787, 8.87227)
fcd575ef43a2ae77d9b7c10639e80fd8	-9.823194834999992	-0.07198835731499988	0.08293527233314403	5.029018294797857	(-9.98214, -9.67388)	(-9.4143, 9.45337)
fdb1c35a8dab336d65ed22d796e71e4b	-6.734647554999994	-0.18955737551099988	0.12043274972768811	5.138656273475903	(-6.96912, -6.51189)	(-10.4572, 8.76197)
25def15fb42bed6855ede4893d27a21d	-5.278902850000001	-0.03759834383999988	0.08325773239331889	5.211538598696845	(-5.44075, -5.13047)	(-9.05522, 10.5019)
2a13ecb6c618ddf8154298c69336dd8e	-8.549941160000005	-0.050699026824999646	0.09954972558050776	4.780517885876487	(-8.75011, -8.38205)	(-8.53759, 9.58845)
9ad89cc951aa3031c19c59c95e401614	-9.648525629999975	0.16297251479499988	0.07406011918234476	5.001135917056552	(-9.78347, -9.5133)	(-9.90078, 8.98205)
55d4d3011e1f3bb8e4e5089b801b61a4	-9.422273500000015	-0.07152950335000016	0.08209193891028525	4.967739399693729	(-9.56367, -9.2661)	(-9.22941, 8.68029)
4ed55370307d6700d110b6d3f1196136	-7.668764524999995	0.046454935344999795	0.10876271804563542	5.064312062301199	(-7.86129, -7.45297)	(-9.33595, 9.25642)
154c25181234441402124e02c204074c	-9.486382989999989	-0.022374243030000063	0.08254057791692464	4.959245720476018	(-9.63964, -9.33037)	(-8.51044, 10.0744)
370829fece3190f1a8efccf50b7d0921	-7.657767145000007	-0.09379427324499999	0.057553548930530544	5.062997808472667	(-7.76968, -7.55228)	(-9.6505, 9.17187)
b1a153ff5a21342991138e7f7dd2658e	-6.6784696799999965	0.2454425899399999	0.1006715076866222	5.111494952412756	(-6.86152, -6.49447)	(-8.66795, 10.4362)
e39b1ae9776ee98190c8cb02bc9de792	-9.189432119999994	-0.19661180778999995	0.06800625674013827	5.073931858502888	(-9.31585, -9.0647)	(-9.57529, 9.45887)
e71461ffe18aa4dc3b1f7ba4a1011cff	-7.460272454999997	0.10925895168999997	0.06079467151505118	4.955117278878266	(-7.57645, -7.3495)	(-8.98261, 9.56497)
90c2b51afe404951ec89bd52c7ae1f58	-8.979821735000009	0.11096983425000004	0.09079891417324207	5.0634191310611225	(-9.14314, -8.80075)	(-9.3178, 9.67095)
c5af8314e36eaed98fc88f181f539e8f	-7.300503114999999	-0.13100441882500033	0.04781438902931603	5.054639207150931	(-7.38948, -7.21381)	(-9.58803, 9.15707)
10cd502b01abafc87e2ecbad86389286	-6.090530394999996	-0.14429714222900017	0.03517986785640292	5.08924746106854	(-6.15394, -6.02115)	(-9.88292, 8.9656)
433cf7e272a09b91cc85082a1338b8e1	-7.723586780000011	-0.008097506989999944	0.040960914260201736	4.742493801939789	(-7.7996, -7.64566)	(-8.43104, 9.06522)
877f27b47c85f6b2d3cf8a6aa86def40	-5.346855134999999	0.11739740301500014	0.05679812232267692	5.0038479224374655	(-5.45963, -5.24557)	(-9.51524, 9.36103)
9ed241a051fe72047261df3b7e08b675	-7.027964564999998	-0.08974044254500012	0.04665903023114366	5.004857974973057	(-7.11901, -6.94417)	(-9.15918, 9.3926)
04c8be5a3a6ba2d70446812e99318905	-5.983703450000002	-0.19796866293499987	0.04896450348872637	4.989962785642077	(-6.07795, -5.89806)	(-9.64438, 8.71712)
e0b7bd623a1b4cd1640883066e8d96bd	-9.533125815000014	-0.04468247765000006	0.07071363121800334	4.932565873629953	(-9.66314, -9.39576)	(-8.99517, 9.44776)
6a17479edbe461431433bddb084f731e	-6.466320939999995	-0.2328899579259998	0.05966858119828555	4.844105786966472	(-6.58068, -6.35827)	(-9.39245, 8.68504)
35513c8de34a49ef37dde85737e6aef9	-7.754169135000005	-0.13747878734799998	0.08354571236575692	4.790463622685382	(-7.9152, -7.60487)	(-8.60555, 9.48971)
69536042153447ceb692aa53159ce0c2	-7.319735965000017	-0.061262570550000055	0.037666070630857876	4.966301839380554	(-7.39007, -7.24956)	(-9.29066, 9.11157)
0f92fcc184a951ff8b0914467ad2f8f9	-6.985653944999993	-0.22764403244399978	0.04697228882742435	4.975654434111827	(-7.07085, -6.89498)	(-9.48938, 8.7623)
e9d9bafcf863ec0908ce4e20e6386ff9	-9.475721644999986	0.2054367453600004	0.06212861961402306	4.90739724116385	(-9.58784, -9.35381)	(-9.12491, 9.39168)
979578981da3916b394bf24c32bace21	-6.79435474500001	0.09573562945600006	0.07726229963335914	4.995850923863788	(-6.93979, -6.65117)	(-9.30063, 9.10418)
5860dac317300b1fe6094e958240cc7f	-7.632893225000006	0.1469899247149999	0.04308850056858994	4.980529665344447	(-7.71312, -7.55136)	(-8.41862, 10.2638)
3a1461e8439091ad6b93af0ddb3849eb	-7.072800810000005	0.06469933219500008	0.10618389845143156	4.962552120179327	(-7.25453, -6.8598)	(-8.89422, 9.57517)
d32627161d829a1488c2a047669cb29f	-6.2235216400000075	-0.01081111726499998	0.11220764281728056	5.069147041237991	(-6.43166, -6.00125)	(-9.66107, 9.36819)
e2c3ff4f647112723741aa72087f1bfa	-3.301825929999988	0.05944902176950008	0.044779271220455344	5.016702331154543	(-3.38658, -3.22125)	(-9.64613, 9.35053)
426bd7119a31b73ef734771a071a216c	-5.8262836800000075	-0.18741801789499998	0.06087206904860059	4.979006083722877	(-5.93937, -5.71628)	(-9.14807, 9.25516)
aed0d8840bb7da5eacd80c6f9a1f91ed	-9.708500545000012	-0.14155141118999992	0.07085738009094729	4.931551803409402	(-9.84088, -9.57732)	(-9.59256, 8.54853)
0b05a2e48cdc5f9e766bb0f4c209d4b4	-8.765153130000009	-0.1482269781000002	0.044068032555392114	5.222126836147747	(-8.84482, -8.67703)	(-10.7293, 8.67909)
31c0a0bcf172474d82c69979df243e78	-6.126900990000004	0.16439581239500012	0.03962831054713159	4.837890422135345	(-6.20223, -6.0539)	(-9.20815, 8.86582)
f9b9b7db378357774e672fe5ba242b12	-9.918748420000005	-0.05368413417149996	0.06782812528150554	4.911884792990585	(-10.0423, -9.79006)	(-9.47607, 8.93888)
95f975f50235610bca818dcc9d97f7d6	-8.828527164999999	-0.04829239842500017	0.1044162260552103	5.042023899935726	(-9.03588, -8.64129)	(-9.33528, 9.46675)
ecaa9f4e15a28f212d9bd60f749191ab	-7.350816234999995	-0.01938589013500002	0.05604818157152626	5.034265519801699	(-7.45739, -7.25013)	(-9.54399, 9.55173)
a6fa2de5f4576d1d77b1616786e3dd52	-8.758935514999983	0.022768510235000063	0.03981283164175559	5.039431002645832	(-8.8385, -8.69103)	(-9.28153, 9.35588)
1fa555f9a74d47a6ca7a65a347bc885f	-5.9347701	0.2905335136449999	0.04686919246786742	4.882125392260286	(-6.02719, -5.85187)	(-9.38397, 9.06915)
149e7d5e484d157f2ac6140a2111618e	-4.219851314999991	-0.019608012065000006	0.043631930456040746	4.917369145126298	(-4.29949, -4.1388)	(-9.45267, 8.9913)
605c54065160b61d47c4d5f87ffbe6bb	-8.943068475000011	0.0453976676599999	0.06671505158826135	5.101251857126	(-9.06174, -8.81088)	(-9.5224, 9.2727)
5034598009be77942a505e7c9978b06b	-8.085393440000008	-0.012762871500000087	0.062051123999218555	5.005654143056867	(-8.20133, -7.97049)	(-9.427, 9.15591)
8526f1f5fd2dcff7e7a73db743c829d2	-6.441350774999993	0.12352660255000042	0.05395634080021893	4.9343393021086115	(-6.54376, -6.33912)	(-8.49717, 9.88446)
24ef07664cfa04a819d7797a89e653b6	-9.534970169999985	0.0771306499500001	0.07663171525922607	5.097067488953616	(-9.66726, -9.38084)	(-9.16595, 9.4887)
03fdbec0c9b63a05ae79f92c6d3a4cfc	-7.110632965000003	0.04555888623999996	0.1021958656788952	5.014255473297116	(-7.30604, -6.91877)	(-9.9517, 9.13951)
aa3e2d76e864d7909b51110e211ef36c	-8.793297944999978	-0.06020092450999997	0.09543966039507347	5.165869018740334	(-8.97201, -8.60909)	(-9.62431, 9.0416)
7efeb75fc542932a033b37b887994dc8	-8.272465720000003	0.1397020457140001	0.09925608344470183	5.100592933379809	(-8.46931, -8.09931)	(-9.3831, 9.66024)
2371e52106292ac4c33aec6f57cace35	-7.686990604999988	-0.20289376471399972	0.051679473442402375	4.9891771011775985	(-7.7915, -7.59505)	(-8.83868, 9.85515)
913d55d109820d0f3fad120be103c64f	-8.377535610000008	0.004874509699999995	0.07794659168191957	5.1120517557373235	(-8.52559, -8.23083)	(-9.03879, 9.98819)
c82032c40c98975f71892e4be561c87a	-7.03781033999999	-0.21744422094499996	0.03995462094782525	5.103568934788572	(-7.11185, -6.96387)	(-10.2189, 8.85998)
ac9166cff57e7ff3581eaf798edc726c	-7.19567108500002	0.07312221642499997	0.10540723543368724	5.046517038090179	(-7.38, -6.99048)	(-9.7807, 8.88852)
949af2c28ba6c0345ae58b9aed00a2c0	-7.5134292749999885	-0.07587045849500007	0.11520123964057137	4.933468045153739	(-7.74038, -7.30632)	(-8.86706, 9.51964)
8a261f382a739bbc5f9494b2c64c2744	-5.239860169999996	-0.16889288680199993	0.03758009005272744	5.123752193831358	(-5.31193, -5.16875)	(-9.90221, 8.78584)
e91f1c5b67ffecb5ca3ca3b393a50f00	-4.629661659999996	0.2524418369899998	0.06688350406673083	5.003902317830276	(-4.75102, -4.50444)	(-8.97544, 9.86655)
99b02f389bd0b7abad0d4d8affb09e22	-9.746791254999989	0.006789476020000138	0.08746502505901985	4.914602045896637	(-9.90949, -9.572)	(-8.75613, 9.65583)
d3d99580d90cca486a23372a474e9571	-8.940274294999982	0.036559132439999836	0.06831519960596602	4.957832486800989	(-9.06037, -8.80325)	(-9.27986, 8.92196)
7076b69bea6fb40b94f8b32fd85fdb46	-9.814370105000002	0.14582858268500007	0.07339953222016458	4.847769794957612	(-9.94453, -9.67399)	(-8.94069, 9.11054)
e82ab12c51a893c6d7938a16632199a8	-7.547290185000006	0.018858776295000015	0.09811112170246433	4.886394690047989	(-7.7295, -7.36165)	(-8.72699, 9.50286)
2ae945b550c248752a5b463c9aca1a6a	-9.47844703000002	-0.09129597859999974	0.08490698421672443	5.0710780108548414	(-9.64386, -9.32341)	(-10.7155, 8.57376)
b423592b0ae631882095792b27729b9c	-8.756782599999994	0.1332529426850539	0.09961767379004594	5.122961673071976	(-8.94944, -8.57959)	(-8.86549, 10.0904)
3f1ed51e954b35a8108c12dd882b696b	-7.063620845000002	-0.062207696230000054	0.06754470405321189	5.15859819428429	(-7.18438, -6.93411)	(-9.91982, 9.01483)
1fb601d8edb6994ffb112ad1a34828d5	-9.155749129999997	0.029620238760000018	0.07009489061153536	4.971496969174787	(-9.29053, -9.03066)	(-9.27756, 9.27228)
9f74473636e6874853d88dfcbcecff49	-6.615872759999994	0.11228497576600001	0.0764007653416011	5.0214584879344235	(-6.76406, -6.48263)	(-9.19012, 9.58208)
