	Feature	Intercept_mean	CV_fruits_fg_eaten_mean	Intercept_std	CV_fruits_fg_eaten_std	Intercept_hdi	CV_fruits_fg_eaten_hdi	lower	upper	credible	Taxon
105	41df3b4c55182503ecd97c6dbe47966a	-6.420178034999998	-0.0030931818355999	0.1021140469117192	0.0009559014297865	(-6.6248, -6.23851)	(-0.00500556, -0.00141124)	0.0019123781644001	0.0016819418355999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Alitiscatomonas; s__Alitiscatomonas sp900066535
106	b61862b15d33865612e76c1db7b995a1	-8.702785989999994	-0.0030609720277	0.1242477018737968	0.0012365497281974	(-8.93817, -8.4706)	(-0.00516688, -0.000590462)	0.0021059079723000002	0.0024705100277000003	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Agathobaculum; s__Agathobaculum butyriciproducens
107	828c563319c7cee475b9b8ab6a0a048b	-7.150090194999997	-0.00299777075607	0.0998056760395519	0.0009445205955113	(-7.33359, -6.97164)	(-0.00479625, -0.00131777)	0.0017984792439300003	0.0016800007560699999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__; s__
110	ef1616938612ecae94c31842853cb904	-8.588262405	-0.0028521007766049	0.1021826459613665	0.001003336605105	(-8.76143, -8.38411)	(-0.00487959, -0.00114943)	0.0020274892233950997	0.0017026707766049	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lientehia; s__Lientehia sp902363445
112	04b5dd98584b9ead93ed64c586994296	-7.480800915000002	-0.00283046523335	0.1309936164090173	0.001255819824451	(-7.71295, -7.22647)	(-0.00518837, -0.000557003)	0.0023579047666500005	0.00227346223335	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira sp000436535
114	bad4f7c5ada34a1f813946abcfe5c556	-4.435189769999997	-0.0027829626145	0.07926493837219	0.0007540592127519	(-4.59382, -4.29658)	(-0.00415796, -0.00137745)	0.0013749973854999997	0.0014055126145	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__; s__
115	9dc78fd8f2f7cb10e190e77af61c7ecd	-7.893744545000002	-0.0027773040168999	0.0967241469819865	0.0009307773871674	(-8.07122, -7.71082)	(-0.00453024, -0.00104064)	0.0017529359831000998	0.0017366640168998998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__; s__
116	588a23811b3e98af68f4f0fb24a0daa8	-5.213948265000001	-0.0027538109959899	0.1525265681251623	0.0014260894180389	(-5.51249, -4.94154)	(-0.00547747, -0.000164064)	0.0027236590040100998	0.0025897469959899003	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus
120	8bb5ff097e0707dca3fe5860af20f4a6	-6.483018739999992	-0.002595090473875	0.1056006056091174	0.0010000277998802	(-6.68993, -6.29638)	(-0.00440293, -0.000595813)	0.0018078395261250002	0.001999277473875	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 shahii
130	1600415004247da005dd77bd44c633d9	-7.78593435000001	-0.00237684111185	0.0963373519932818	0.0009259884479188	(-7.95653, -7.5925)	(-0.00406109, -0.000568059)	0.00168424888815	0.0018087821118499998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__Hominilimicola; s__Hominilimicola sp001941225
131	2f61368750bbc7603f01c928568e7ad3	-6.750691869999999	-0.0023161663039	0.0912216478496366	0.0008693266382476	(-6.90501, -6.56131)	(-0.0038303, -0.000641133)	0.0015141336961	0.0016750333039	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
133	97f56e68f535e44ceb53d05f269e82d6	-6.591641625000009	-0.0022869991478999	0.0904156541098352	0.0008619416754459	(-6.75477, -6.41653)	(-0.00390088, -0.000753956)	0.0016138808521001	0.0015330431478998998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Limivivens; s__Limivivens sp900066135
138	8a9f7499cdb85b8efa497bb56256cb43	-6.212764554999995	-0.0021563394294999	0.074560766964282	0.0006943557978543	(-6.35393, -6.07136)	(-0.00357898, -0.000971865)	0.0014226405705001	0.0011844744294998997	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Brotaphodocola; s__Brotaphodocola sp003481825
140	ba88d4e4e6a24ecc2a5aab6bdfbb77f5	-7.607850704999995	-0.0020635339769999	0.1103396561284879	0.0010604519197245	(-7.82286, -7.39141)	(-0.00405981, -9.92217e-05)	0.0019962760230000996	0.0019643122769999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__Lawsonibacter faecis
142	77f4d90aa6eb8080927f59ee8bbac375	-8.979576945000002	-0.00206078791536	0.113980023595001	0.0010679533935954	(-9.19234, -8.77396)	(-0.00402598, -0.000130496)	0.00196519208464	0.0019302919153600002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Brotaphodocola; s__Brotaphodocola sp003481825
145	cc968157f7691aab95df444e8cd103e2	-5.148332645000004	-0.0020346277839999	0.072295879251545	0.0006744867294636	(-5.27642, -5.01044)	(-0.0032345, -0.000694797)	0.0011998722160001	0.0013398307839999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__Hominilimicola; s__Hominilimicola sp001941225
172	10155b2834300619ce0102110a37b057	-6.816367564999991	-0.0014376806086899	0.0795037646436995	0.0007521077369909	(-6.95912, -6.66388)	(-0.00280973, -2.75363e-05)	0.0013720493913101	0.0014101443086899	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Porcincola; s__
180	9f4d14b114e7499772a797790d81c1db	-4.846409590000005	-0.00131452013371	0.0728981524973843	0.0006863173458269	(-4.97061, -4.70056)	(-0.00257336, -3.40001e-05)	0.00125883986629	0.00128052003371	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_187866; s__Coprococcus_A_187866 catus_A
318	89aabf43d24dd5bd0fd0f5aca189d341	-5.388570945000003	0.001161548158075	0.0570058524754869	0.0005409327803907	(-5.4928, -5.28472)	(0.000126233, 0.00213984)	0.001035315158075	0.000978291841925	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A; s__Dorea_A formicigenerans
