Feature	Intercept_mean	zinc_eaten_mean	Intercept_std	zinc_eaten_std	Intercept_hdi	zinc_eaten_hdi
60c57911662a9159dfdd0fc05d975a55	-4.279795544999992	2.7064137905350014	0.05292338974312752	4.636867411011708	(-4.38009, -4.18275)	(-5.69186, 11.8321)
1986030e3c5cd5df6d869054bc96e536	-7.7646352249999975	-1.0991495869999994	0.0774931320192272	4.95681543227429	(-7.90688, -7.6196)	(-10.7503, 7.81896)
ea3433f2c148c6fae4cc2e9ae197f5b8	-5.222112404999998	0.08811618909999992	0.0658904727002772	5.0507697773852716	(-5.33088, -5.08355)	(-9.66371, 9.45399)
059c8f8bb468064b134ea6d3661761ea	-4.916920320000001	0.9639707238749995	0.0661339548061176	4.902793029732846	(-5.03467, -4.78571)	(-7.84446, 10.3257)
8a9f7499cdb85b8efa497bb56256cb43	-6.405558225000002	-1.0629754163000011	0.05014784200441101	4.701007996333888	(-6.49233, -6.30529)	(-10.1477, 7.48893)
8dccd839cf4868a3343e411c063932a6	-9.192046070000012	2.9443436912249967	0.08598446205015829	5.0555127104143756	(-9.34798, -9.02244)	(-6.60029, 12.1113)
f402919ff0fe53fec5b6ef190f9e42b7	-6.9469272799999935	-1.3634975410149979	0.0545699806258129	4.614041193472865	(-7.04827, -6.84316)	(-9.64523, 7.30249)
f9382b37fc2cfd3cf606824a235802de	-9.77389693999997	1.2198515696825025	0.07870938963450547	4.924872291981799	(-9.92078, -9.62323)	(-7.40773, 10.6611)
1664c7d0b9dec6e07df8542c0c4049c7	-8.498980124999994	1.8838953361150006	0.06584201615028484	4.838288594802653	(-8.61665, -8.37056)	(-6.87316, 11.0496)
3e5f388f7ad4f160c2a1cdd1441d00c0	-6.552875370000005	1.0682372788800005	0.05610778716776397	4.856555220529698	(-6.65505, -6.44458)	(-7.66592, 10.4842)
f5706d9ec821f971e4c08ee992995b40	-7.903872264999994	-0.4686589974299998	0.08729934732413398	4.965350771749681	(-8.06358, -7.7433)	(-9.42094, 8.80912)
138eb7703e1255cf29760a4440de2a47	-8.631245260000002	2.629744424905003	0.07688180236006692	4.679563117126216	(-8.78548, -8.49391)	(-5.79453, 11.5957)
56c3d1a8e4dc5c2aa7afbc1563559448	-7.49718932000001	1.0846149158600011	0.12861738658570854	5.044011821014919	(-7.74817, -7.25898)	(-8.39417, 10.3574)
de61860db8d93da85692dffb5cf32ab9	-5.091327570000003	-0.6015256144869985	0.10214418642974786	4.879824303777646	(-5.27594, -4.90008)	(-9.65296, 8.43865)
5c02713fbed5c1964b4410d9f8166555	-6.100861009999997	1.2747940336250012	0.054488814012418146	4.637483756726005	(-6.20885, -6.00187)	(-7.18939, 9.98383)
12bb0c9249480c4cec2cc9f692018806	-8.358297094999994	-3.1087628730249928	0.05974783021843538	4.893632019014217	(-8.47055, -8.24977)	(-11.6616, 6.48269)
b10627ff6db16c65eed2f21380dd700f	-6.115007714999995	0.48325390440000054	0.11379309474141563	4.879013436739844	(-6.31796, -5.89915)	(-8.95022, 9.18294)
3f5f0d10bd5495e2c89d229c508dcdec	-7.050414930000016	-0.39357599261999976	0.09133277508372942	5.169695653248539	(-7.22009, -6.8874)	(-9.49418, 9.36131)
de6891b6f7a1f35bd9ccbc058b9e1a77	-6.6006945550000085	3.2922829324200005	0.04304141591307117	4.292680015785483	(-6.68051, -6.51427)	(-5.37094, 10.8361)
828c563319c7cee475b9b8ab6a0a048b	-7.447596390000008	2.5535377204499983	0.05722876682200921	4.679111545457693	(-7.54993, -7.34209)	(-6.41983, 11.158)
6a129e8ae637c96e7bb56223913911f7	-5.984644745000007	-2.8995096201599964	0.06510587989909182	5.027109399498342	(-6.10553, -5.86498)	(-13.0479, 5.85722)
1527fd8b14037f53b8edb26b111e1f72	-5.799012840000001	-1.2017560942384995	0.0558463758675028	4.814572854357427	(-5.89941, -5.69263)	(-10.4333, 7.11995)
b3d06445a910a9a444919e41f5da39c3	-9.965769719999983	0.41915803320499867	0.07939869413990136	5.074527807610162	(-10.1019, -9.80056)	(-7.8495, 10.5331)
992072d045462445dc239b35300af2cc	-3.8173514950000005	-0.025638714494999985	0.1175164064589068	4.819347420308333	(-4.03445, -3.59966)	(-8.39198, 9.42266)
2403a466dd6d1e4f551d80394c2aa994	-6.976070080000004	0.581095724499999	0.13809681841010538	4.89784097743646	(-7.22959, -6.71662)	(-8.81855, 9.6197)
cae14798faeabb8e1b8840e712839921	-7.2000878199999985	-0.8571462598450006	0.08554672505799153	4.983393809896541	(-7.36248, -7.04588)	(-10.5168, 8.13267)
4311a44a7d56ce4086afad3e75bedd6e	-8.170812075000006	4.389917724324999	0.06931722943427825	4.660463523445847	(-8.29218, -8.03546)	(-5.07024, 12.5718)
ab153c3e19553cead3d76fb9e00684c2	-6.895345574999995	-1.1066371612679986	0.09845592780360855	4.777704904337352	(-7.06756, -6.701)	(-9.6006, 8.06489)
fc1856f132cd513b1251fa39ad4ccd01	-8.09377264499999	2.0955515637700026	0.05226484767942956	4.792346733920536	(-8.19263, -7.99525)	(-6.75698, 11.3583)
8ef31508d9a2fc6f83935de5607a686c	-7.311188079999999	0.8272023039799996	0.12408949074161602	4.959627475214436	(-7.53052, -7.06714)	(-8.37157, 10.0174)
21ce8465657612a85e2f89e74d285ce1	-10.132771340000007	-1.5818110874999998	0.08015080603527563	4.954665130178556	(-10.2918, -9.9971)	(-10.7067, 7.93483)
69d052e452e79d571cba042af265d50c	-5.112095064999988	0.3307272888649999	0.1045406148781217	4.94879892914281	(-5.29682, -4.91042)	(-9.10245, 9.43849)
79d5bee84cddbb27acb4dd7df378c789	-7.300586780000008	0.5977496608850013	0.09109796487919797	5.019160511261367	(-7.46055, -7.1163)	(-8.36283, 10.5614)
0f0a1f8c92368be6e8d3145bd4e94cd1	-5.223115224999992	2.6647521786649984	0.0786884455625435	4.905966221233031	(-5.365, -5.07449)	(-7.13055, 11.4841)
64d05989cb6f8053633b2127793200b3	-7.506930869999999	7.8977150966049985	0.06332852399624596	4.534205868935318	(-7.62162, -7.38534)	(0.00848151, 16.737)
bac3d8ea4685e825ef8d12b2a6979577	-7.460231465000008	-0.6500831610935018	0.12061259274554963	5.074215836559301	(-7.66348, -7.21282)	(-9.19928, 9.69613)
a8d23fd98a311df2db65e5842634aba3	-7.274324155	3.0964305361749975	0.05378877946176118	4.7085889931894	(-7.36845, -7.16995)	(-5.42227, 12.2117)
41239266f2952a56a313fc4798f28a1c	-6.830910100000006	0.19107957800500083	0.06568403898733688	5.0334385535675255	(-6.9429, -6.69652)	(-9.50106, 9.46124)
2b982979f2401a8bc447d7141879e9b2	-3.8866804099999985	1.831218797799998	0.04351276616387309	4.420699211881444	(-3.97194, -3.80804)	(-6.44132, 9.65587)
251429848560a80abcb96640ceb102db	-5.379812509999998	0.7928983309599998	0.06158771566554404	4.7245703807285215	(-5.48785, -5.25719)	(-8.39908, 9.16891)
7b34b797cadb639f63827c6d332dd4e9	-8.214501574999993	2.5128275519049983	0.06236190477101681	4.792666041672658	(-8.33743, -8.10605)	(-6.86695, 11.3854)
2a99ec1157a90661db7ff643b82f1914	-6.407822949999991	0.3579559543689996	0.134190144986126	4.82659145910629	(-6.68527, -6.17186)	(-8.73443, 9.05198)
2a7f11895ae7fe9fdffa52016207c561	-5.994363369999999	-0.43047492745000004	0.07122399762118875	4.87626418001918	(-6.12416, -5.86143)	(-8.9903, 9.02182)
0cfd41d10227f0de9092d5cda028c12d	-8.597487654999997	0.112239528635	0.06878868149740174	4.920011904969727	(-8.72542, -8.47129)	(-9.54613, 8.59912)
a9387e76477da8688775569cf540191b	-6.071152974999996	1.3922865519050007	0.0892312614877733	4.999940803651093	(-6.24058, -5.90996)	(-7.00076, 11.5119)
bb769f42c78f86faa2801cb2c2abb8dc	-8.624435180000003	0.9203961754385013	0.0870844246933262	4.749216460473608	(-8.80291, -8.47194)	(-7.90756, 10.0478)
68ee181a51a55ca3814763c9214cfd8a	-8.684139709999993	0.9609086418800004	0.07246539753162133	4.93192604275712	(-8.82653, -8.55372)	(-8.55767, 9.68163)
88956ab21ebb7e44b2dd317dd412818a	-8.496339084999992	0.6243656539249999	0.08506742178303502	4.878604517638569	(-8.66786, -8.35345)	(-8.17374, 10.0568)
ca9dec36ad0aa5a1473144ddcb74951d	-5.178242939999998	1.767377698875003	0.0572682548184978	4.7843058056623455	(-5.28709, -5.07464)	(-7.03824, 10.9652)
ae171d16e3cb68ad19636a58839a1ef1	-8.965648880000016	1.6113613648650014	0.10398906616825439	4.904510777862334	(-9.15152, -8.76299)	(-7.29713, 10.6897)
77f4d90aa6eb8080927f59ee8bbac375	-9.187891764999996	2.3585148646100023	0.06357694476565204	4.790770475689251	(-9.30863, -9.0723)	(-7.06563, 11.2406)
a7b427a226422d10e62536b8d41e02fe	-8.16150908500001	0.5354384876409992	0.1143179481971785	4.855470216874234	(-8.35872, -7.92916)	(-8.27903, 9.68593)
2480f3aa1e7784b461d9b5b83a6bfc81	-7.932104190000003	1.130917253500003	0.08485288375266851	4.815077784117193	(-8.09332, -7.77709)	(-7.43589, 10.4398)
9000b563231e32a7003bf2ef20bf9a60	-7.44101459000001	1.340714003895002	0.06707119774338237	4.8725510243450865	(-7.55554, -7.30331)	(-7.34027, 11.3718)
a186bb74dfce512f83043f7b366c60c4	-6.33804071999999	-0.3421552826499997	0.14003360224203917	4.945856794449949	(-6.59052, -6.05681)	(-9.03712, 9.32259)
aad2c8fbb5e1201340fe4357731fc9ee	-7.991049814999987	-0.13735389226499972	0.09492690403471381	4.865806504468546	(-8.17414, -7.82067)	(-9.01475, 9.41405)
490d2aec117bd7289577684ba3cc1b64	-6.842069624999996	0.48408716650499944	0.09789126932678614	5.065254502745814	(-7.01558, -6.65443)	(-8.61287, 9.94604)
457d3865cf0a4bc602a07d8d5324388f	-8.641242200000008	-0.1147225139250003	0.09393353711726177	4.937773044625641	(-8.81018, -8.46182)	(-9.39174, 9.01658)
552e00cb506f739acaf08aa5641f9d84	-6.6447259300000034	-0.5712073339199993	0.06892535778097274	4.782960547011125	(-6.77154, -6.51362)	(-10.3371, 7.59295)
9dc78fd8f2f7cb10e190e77af61c7ecd	-8.16291727	1.8119263689520062	0.058801935874145325	4.708732370077575	(-8.27315, -8.05621)	(-7.1282, 10.6463)
a3607a88a8ed64e24a374847b23e404f	-6.420878939999997	-3.151355078630003	0.0622033904813588	4.782855294112083	(-6.53439, -6.30058)	(-12.5532, 5.57081)
5bb151262388870fd53a84ea6f1ffdf2	-9.427894050000006	0.1283316100144998	0.09911512106887378	5.225520140115171	(-9.61646, -9.24232)	(-10.0239, 9.46316)
f7962a90f4519ec1d1a9c7b8ef7bf396	-9.05890877499997	-0.05473929397900008	0.07538079501603422	4.923880450338075	(-9.20501, -8.92444)	(-8.95909, 9.16604)
77ad88eed91eef009bf64f101c96baa6	-5.195183755000006	-0.5967292047075001	0.10565215327976038	4.979400746434912	(-5.38939, -4.99328)	(-9.94369, 7.98842)
08be83d0a527ddd1da0861135192e593	-8.517999815	0.16715643147499992	0.11356919906169877	4.770659023586638	(-8.73149, -8.30494)	(-8.52818, 9.3021)
b61862b15d33865612e76c1db7b995a1	-9.010477059999985	3.2789922577249984	0.06510184983206244	4.669094411176155	(-9.12722, -8.89061)	(-4.76286, 12.2424)
14f11556b1fc9132c5ab27b67a2479bf	-9.18900100999999	-0.6319551624449986	0.07304499130659062	4.895416698933397	(-9.3279, -9.06143)	(-9.89385, 8.27724)
514b34f09e4acd2397d38273c630d338	-8.509427459999982	-0.7339592859300009	0.11176622706859347	4.9021915796533255	(-8.71509, -8.30234)	(-10.3862, 7.62737)
ba88d4e4e6a24ecc2a5aab6bdfbb77f5	-7.817772805000001	2.3194407384684954	0.059136095431487325	4.7640743317930925	(-7.93146, -7.70398)	(-6.33138, 11.3012)
1c94105978b1aa2095e3c0096774f240	-8.215485374999995	0.36199446307500005	0.07676812081169739	4.750909308049021	(-8.37193, -8.08661)	(-8.71154, 8.9832)
27b636c66fa117272ed27920bad78969	-8.411014714999995	1.7060725298950004	0.08684232919906505	4.850193500211223	(-8.57682, -8.2454)	(-7.21735, 10.7182)
7201d53bd647437ec3de879774eba498	-6.729814614999994	0.3182433241899995	0.11907957623980615	5.199682604796119	(-6.94819, -6.50141)	(-10.0927, 9.43167)
f8529e2e737999b4a7d06420482d4af3	-8.485608630000026	0.3962789088499995	0.11525057654095741	4.861262149574683	(-8.69431, -8.2674)	(-9.23056, 9.19064)
959d48a11e3b26c9268f0bd1dae6ec40	-4.209635544999998	-1.5617199857300013	0.04856282382134486	4.611562272607752	(-4.29832, -4.11215)	(-9.67133, 7.65287)
bd0f4e14387ee1ac7e5fe586cadbbed4	-8.875490624999975	-1.1053975530900007	0.054676272079937714	4.841870523349017	(-8.97429, -8.76938)	(-10.3684, 7.70971)
66047b69a772cae3e37186eb74254da7	-8.862810974999993	2.1433158697290016	0.09628450281275464	4.863349157691347	(-9.03479, -8.68473)	(-6.69954, 11.5346)
4207ad1746e5fbce9c5ed5efe1e357d9	-7.412756320000006	2.7223004836550024	0.059721304557566385	4.996649426426308	(-7.52566, -7.30544)	(-7.42293, 11.7456)
30207d209491dfb7de83344e77fd6fbd	-6.305657355000006	-0.9061970351814986	0.05847328202139824	4.732665325945659	(-6.40769, -6.18696)	(-9.91699, 7.49569)
3e93fd55a231bb99b67a666bad8446a8	-8.26390654	-0.050078705349000115	0.05933289439955204	4.834105244825704	(-8.37464, -8.15098)	(-9.17749, 9.00025)
d39f37b814ebd81091a949f8bd9d1710	-6.247721045000001	0.8816377496699982	0.07291158020409363	4.695975693654162	(-6.3808, -6.10454)	(-8.2288, 9.08487)
706b0d627a9ba61b18e6b7b39622ac1f	-8.996996995000003	-0.8035590197174981	0.08104480020099981	4.8120822302068795	(-9.14207, -8.83536)	(-10.3184, 7.97387)
32382a0f5831da5faee464d011b5616c	-5.907043829999992	-0.04337793077650009	0.12237096908389311	4.902076087302701	(-6.11984, -5.66489)	(-8.79417, 9.79425)
fcd575ef43a2ae77d9b7c10639e80fd8	-9.824014565	-0.1841677608604995	0.09382529597241238	4.992395796060675	(-9.98847, -9.64896)	(-9.30932, 9.6653)
fdb1c35a8dab336d65ed22d796e71e4b	-6.731642694999985	-0.3281689805150003	0.12876304707169292	4.9187561891459985	(-6.96254, -6.48851)	(-9.79542, 8.46713)
25def15fb42bed6855ede4893d27a21d	-5.2722789399999925	-1.185009983826499	0.09076785909712962	4.79902964581605	(-5.43517, -5.09101)	(-10.2909, 7.77587)
2a13ecb6c618ddf8154298c69336dd8e	-8.548031105000005	0.40759336175499966	0.10806604899656959	4.786092124970988	(-8.75205, -8.35291)	(-8.47543, 9.52964)
9ad89cc951aa3031c19c59c95e401614	-9.639274725000003	-1.0598476899350016	0.08439339484417224	4.969371214536434	(-9.79168, -9.48015)	(-11.2097, 7.39495)
55d4d3011e1f3bb8e4e5089b801b61a4	-9.428397269999998	0.900770274649998	0.09129393102472423	4.860404554181159	(-9.59411, -9.25406)	(-8.36853, 9.96349)
4ed55370307d6700d110b6d3f1196136	-7.673627924999991	0.9435209337999999	0.12440608726402572	4.932431245374329	(-7.90491, -7.44224)	(-8.47794, 9.80825)
154c25181234441402124e02c204074c	-9.501918480000016	1.870653328105	0.09001324250791992	4.893110885044005	(-9.67684, -9.33274)	(-7.57424, 10.2325)
370829fece3190f1a8efccf50b7d0921	-7.662796840000002	0.629949381105001	0.07090461459181904	4.922465651908664	(-7.79849, -7.53701)	(-8.34103, 9.69941)
b1a153ff5a21342991138e7f7dd2658e	-6.688495375000002	1.574391500522499	0.10905462720654899	4.927884709496357	(-6.90813, -6.49801)	(-7.18185, 11.0878)
e39b1ae9776ee98190c8cb02bc9de792	-9.20258053500001	1.8569862100350014	0.08104613649066678	4.901568613775894	(-9.36183, -9.0602)	(-6.55193, 11.7924)
e71461ffe18aa4dc3b1f7ba4a1011cff	-7.457740899999989	-0.23642093003500006	0.07025487993150364	4.748402562263123	(-7.58103, -7.31199)	(-9.48914, 8.71878)
90c2b51afe404951ec89bd52c7ae1f58	-8.983470280000008	-0.1938894658549998	0.09885808484449621	5.044523693083117	(-9.16924, -8.80741)	(-9.87959, 8.6134)
c5af8314e36eaed98fc88f181f539e8f	-7.309724490000007	1.3271668101499987	0.05839292588353403	4.665068071834925	(-7.41774, -7.1987)	(-7.55376, 9.51909)
10cd502b01abafc87e2ecbad86389286	-6.08921754000002	0.05552757356000002	0.053660707134256136	4.817586429969473	(-6.18645, -5.98496)	(-8.58752, 9.56641)
433cf7e272a09b91cc85082a1338b8e1	-7.738099259999993	1.675949250858495	0.05306776384635405	4.65776794045497	(-7.8399, -7.64252)	(-6.80735, 10.6585)
877f27b47c85f6b2d3cf8a6aa86def40	-5.343866605000008	-0.06683341295000009	0.07049070455332383	5.0093401314102355	(-5.47574, -5.21476)	(-10.3713, 8.42233)
9ed241a051fe72047261df3b7e08b675	-7.053643975000003	3.4547485622600047	0.05973379027359118	4.691371504108405	(-7.15616, -6.93249)	(-4.8459, 12.8375)
04c8be5a3a6ba2d70446812e99318905	-6.012052010000003	3.3698428944499974	0.059925685046229554	4.563071185530134	(-6.1223, -5.8967)	(-4.93446, 11.8186)
e0b7bd623a1b4cd1640883066e8d96bd	-9.540965090000013	0.39947910873499987	0.0822661422092461	4.877880904704708	(-9.70031, -9.38218)	(-8.75925, 9.48628)
6a17479edbe461431433bddb084f731e	-6.460567425000005	-0.5472243326399986	0.07257217721771463	5.0550558825814225	(-6.58504, -6.30853)	(-9.37872, 9.07115)
35513c8de34a49ef37dde85737e6aef9	-7.751966685000019	0.07806064248499991	0.09107671019618997	4.949918215915236	(-7.92028, -7.58059)	(-8.43645, 9.86182)
69536042153447ceb692aa53159ce0c2	-7.31674946000001	-0.1942354035474998	0.05216551132796847	4.617624027293723	(-7.40603, -7.21366)	(-9.50924, 7.49001)
0f92fcc184a951ff8b0914467ad2f8f9	-6.996716284999997	1.491483014149995	0.0589825707997606	4.551509044181016	(-7.10609, -6.88709)	(-7.27356, 9.45605)
e9d9bafcf863ec0908ce4e20e6386ff9	-9.476015165	0.054003625080000166	0.07593504564674186	4.983697676446363	(-9.61855, -9.33661)	(-9.3165, 9.16184)
979578981da3916b394bf24c32bace21	-6.794432255	0.3713461735075002	0.08870255675043973	4.942596618211181	(-6.96471, -6.63226)	(-9.14083, 9.19564)
5860dac317300b1fe6094e958240cc7f	-7.630407964999978	-0.007130152999999984	0.056894024432349456	4.746330015387834	(-7.73189, -7.51636)	(-8.25112, 9.29231)
3a1461e8439091ad6b93af0ddb3849eb	-7.067426339999987	-0.18991564883400064	0.11169897245097819	4.934646952111848	(-7.2767, -6.86045)	(-8.69309, 9.36477)
d32627161d829a1488c2a047669cb29f	-6.224675844999994	0.2497192753099997	0.12037410959831	5.155487580937808	(-6.43561, -5.99013)	(-9.25102, 9.91935)
e2c3ff4f647112723741aa72087f1bfa	-3.2848754900000015	-1.9852718913349983	0.05820631678486367	4.780459056470702	(-3.40372, -3.18684)	(-11.0232, 6.78011)
426bd7119a31b73ef734771a071a216c	-5.821206225000004	-0.5983387645849998	0.07352293367446233	4.801179194518761	(-5.9592, -5.68665)	(-8.94295, 9.18651)
aed0d8840bb7da5eacd80c6f9a1f91ed	-9.700243399999978	-0.733186322539001	0.07901802650560188	4.861450807411656	(-9.85356, -9.55918)	(-9.85072, 8.37408)
0b05a2e48cdc5f9e766bb0f4c209d4b4	-8.765440664999996	-0.13218623889500014	0.05866500149584737	4.784362760921441	(-8.87227, -8.65307)	(-8.66821, 8.66986)
31c0a0bcf172474d82c69979df243e78	-6.139059909999992	1.5751556273639988	0.05551185283965844	4.791708695090214	(-6.24731, -6.03605)	(-7.15543, 10.6787)
f9b9b7db378357774e672fe5ba242b12	-9.931804840000014	1.645386665290001	0.07508610260477235	4.759844321314083	(-10.0773, -9.79896)	(-6.52269, 11.3205)
95f975f50235610bca818dcc9d97f7d6	-8.831877289999989	0.5131169977600004	0.11359297297216878	5.082888665408053	(-9.0301, -8.59763)	(-8.96113, 10.4518)
ecaa9f4e15a28f212d9bd60f749191ab	-7.347807759999999	-0.14751912634000028	0.06718512478951279	4.85609971512676	(-7.47066, -7.21664)	(-8.87533, 9.0446)
a6fa2de5f4576d1d77b1616786e3dd52	-8.734711649999996	-3.355486391815002	0.055458165161475545	4.780346466448305	(-8.83207, -8.62209)	(-12.5509, 5.43627)
1fa555f9a74d47a6ca7a65a347bc885f	-5.9414926200000115	0.9685670453150008	0.05816720212229227	4.828917351581251	(-6.05209, -5.83944)	(-7.85018, 10.4413)
149e7d5e484d157f2ac6140a2111618e	-4.210152594999995	-1.1628305468069986	0.0560260480438874	4.796901456387047	(-4.31235, -4.10174)	(-10.3663, 7.45194)
605c54065160b61d47c4d5f87ffbe6bb	-8.947383315000009	0.4747611444250005	0.07730503759238963	4.934148170349523	(-9.09157, -8.79828)	(-9.46467, 9.40044)
5034598009be77942a505e7c9978b06b	-8.086232220000001	0.047242380497500173	0.0698164434132218	4.730160842487893	(-8.2057, -7.9463)	(-8.62287, 8.93417)
8526f1f5fd2dcff7e7a73db743c829d2	-6.4447328450000025	0.6142229486580006	0.06641820995823342	4.799755466386004	(-6.57171, -6.32419)	(-8.81115, 9.41367)
24ef07664cfa04a819d7797a89e653b6	-9.529365169999991	-0.49957082425499955	0.08502148635710328	4.841514380081365	(-9.69513, -9.38161)	(-10.09, 8.15758)
03fdbec0c9b63a05ae79f92c6d3a4cfc	-7.107416014999985	-0.20850950070500002	0.110999819228996	4.979237278833765	(-7.31969, -6.904)	(-9.22437, 9.27334)
aa3e2d76e864d7909b51110e211ef36c	-8.806509439999985	1.0615748524105002	0.10202288308456292	4.899914597744774	(-8.98749, -8.61102)	(-8.3396, 9.89692)
7efeb75fc542932a033b37b887994dc8	-8.263366604999979	-0.1189808360750001	0.10387650195219318	4.756419810370929	(-8.45164, -8.05415)	(-8.8715, 8.79636)
2371e52106292ac4c33aec6f57cace35	-7.6857491750000095	-0.012727876447539909	0.06479643135751675	4.9045524431698215	(-7.81132, -7.56332)	(-9.97197, 8.71051)
913d55d109820d0f3fad120be103c64f	-8.402997745000008	3.022531648069992	0.09046104668123722	4.971647399014067	(-8.57112, -8.23463)	(-5.79158, 12.7411)
c82032c40c98975f71892e4be561c87a	-7.023323669999985	-1.8414678590850044	0.0542453902164147	4.834937869155581	(-7.13445, -6.92578)	(-11.6764, 7.15958)
ac9166cff57e7ff3581eaf798edc726c	-7.186985395000011	-0.31194637485499976	0.11280755451096343	4.952461290096752	(-7.4088, -6.99186)	(-9.60947, 9.04685)
949af2c28ba6c0345ae58b9aed00a2c0	-7.517624544999992	0.6517678398733505	0.11896227407709117	4.892721580252028	(-7.74584, -7.29211)	(-8.49059, 9.66953)
8a261f382a739bbc5f9494b2c64c2744	-5.229748934999996	-1.2769846193149998	0.05311676852761069	4.734596724585232	(-5.32703, -5.12839)	(-9.50533, 8.09618)
e91f1c5b67ffecb5ca3ca3b393a50f00	-4.634247810000002	0.7797500758299992	0.08182835279109484	4.994447033354979	(-4.78354, -4.47747)	(-8.90356, 9.7034)
99b02f389bd0b7abad0d4d8affb09e22	-9.74047385	-1.5023329979750013	0.09312613293419564	5.144613317621061	(-9.91938, -9.5724)	(-11.2074, 7.88449)
d3d99580d90cca486a23372a474e9571	-8.952096194999994	1.5333793223999994	0.07601292530992323	5.098603326830176	(-9.09305, -8.80443)	(-7.75843, 11.1533)
7076b69bea6fb40b94f8b32fd85fdb46	-9.81278664999999	0.09647078432999995	0.07905108439406452	4.798711455031291	(-9.96555, -9.6735)	(-8.96238, 8.94856)
e82ab12c51a893c6d7938a16632199a8	-7.559751909999993	1.1452761205950008	0.10718060084899653	4.9956521161208505	(-7.74838, -7.35493)	(-8.44631, 10.22)
2ae945b550c248752a5b463c9aca1a6a	-9.478966109999995	-0.18141494880500003	0.09393740513803805	4.818816269523511	(-9.64132, -9.29556)	(-8.64827, 8.90667)
b423592b0ae631882095792b27729b9c	-8.766622609999983	0.7303208118950011	0.11366495313678672	5.052194238408482	(-8.98076, -8.54965)	(-9.44808, 9.83318)
3f1ed51e954b35a8108c12dd882b696b	-7.072230310000013	1.0521240403075007	0.08105084150521756	4.7673313768311445	(-7.22547, -6.92354)	(-7.67237, 10.1373)
1fb601d8edb6994ffb112ad1a34828d5	-9.171230379999994	2.2373032350615025	0.08096369195050085	5.021053698859066	(-9.31319, -9.01501)	(-7.12438, 11.6204)
9f74473636e6874853d88dfcbcecff49	-6.6379833699999935	2.413403981079994	0.08640280969935579	4.89449229196728	(-6.7972, -6.47092)	(-6.81283, 11.5682)
4c731267e801c2afe253b5cbb58bdd24	-4.7034921600000015	4.575610374605	0.0506839707879562	4.710749306615721	(-4.79855, -4.60796)	(-4.39122, 13.016)
