Feature	Intercept_mean	coffee_fg_eaten_mean	Intercept_std	coffee_fg_eaten_std	Intercept_hdi	coffee_fg_eaten_hdi
7e9ed2c841e64976eace4b578ff56a26	-5.043725900000001	0.00049507328112	0.1837203863148835	0.0008187859509313445	(-5.40349, -4.7161)	(-0.000953467, 0.00210552)
a6099802840e60febef8e896967b7747	-6.902227855000001	-0.00019054113656795014	0.05363046399621188	0.0002477813897758685	(-7.00065, -6.79348)	(-0.000659824, 0.000254061)
904ad13c7b8512200836d5cd9fb09e1b	-8.80418911	-0.0007210444821114984	0.13748949070713695	0.0005766338589658378	(-9.03635, -8.52538)	(-0.00169699, 0.000430665)
1aab913302590e21a7be28b1494a3320	-9.212492970000014	0.0005728503695070015	0.075403346667632	0.00034502834998435296	(-9.34636, -9.07729)	(-4.99642e-05, 0.00125679)
e644522cf6d7222c9da7f9ecf614cd89	-8.975819540000014	0.0012082110590300023	0.13558811836141252	0.0006208684294557649	(-9.23686, -8.73168)	(8.29194e-05, 0.0024076)
bad4f7c5ada34a1f813946abcfe5c556	-4.706006735000006	6.047571515000011e-05	0.05828682981849132	0.0002610478067670804	(-4.81574, -4.60469)	(-0.000423071, 0.000565429)
399bcf0feb12a20ca0731d8d65268dae	-6.234310570000007	-0.0003113011965679998	0.10929702576042555	0.00048267425262211826	(-6.43673, -6.03492)	(-0.00117446, 0.0006248)
32f7e6bfc42fe19c17f9459bd9be4b67	-7.170907334999998	-1.2971658482500002e-05	0.11175415425990998	0.0005058114405198685	(-7.36767, -6.96082)	(-0.000950416, 0.000920592)
c942f59feffce9c3ab527135de234101	-5.139098034999998	-0.0005346598082749998	0.07756272335786546	0.0003666908669744455	(-5.28945, -5.00098)	(-0.00125067, 0.000117248)
29bb5fa7f45e47bbabab8cc1b1b3d18e	-9.318271335000004	0.0022743731300000018	0.12914108845587374	0.0004660503041773777	(-9.56324, -9.08969)	(0.0015032, 0.00324112)
7b2ff5940de11da4dc3bb208805dff11	-8.800876799999996	0.0021010569784999994	0.0863277113015282	0.0003952086514204822	(-8.9692, -8.64051)	(0.00137831, 0.00286334)
6c7fa77831ae630967a6fbfc8ee47901	-3.5009782999999954	0.0002358451202349997	0.04285824872892039	0.00019382375901420083	(-3.58063, -3.41922)	(-0.000134594, 0.000590731)
6c83fec6e8d03fad51eabc871853c991	-8.36705130000001	1.2740356319999929e-06	0.13261852835486446	0.0005694440218819038	(-8.621, -8.13132)	(-0.00116234, 0.000981801)
