Feature	Intercept_mean	fat_eaten_mean	Intercept_std	fat_eaten_std	Intercept_hdi	fat_eaten_hdi
1fb601d8edb6994ffb112ad1a34828d5	-9.28509548499999	0.0013937775509200018	0.3177768748771134	0.003253078497510278	(-9.87162, -8.70043)	(-0.00434203, 0.00766323)
9f74473636e6874853d88dfcbcecff49	-7.203285520000007	0.006140450283234991	0.3538692208466703	0.0036591560265871875	(-7.86225, -6.54902)	(-0.000355254, 0.0132584)
4c731267e801c2afe253b5cbb58bdd24	-4.9838557799999945	0.003315666533585003	0.151784904450975	0.0015761413801605969	(-5.24731, -4.69971)	(0.000536608, 0.00625795)
14387daaf0161dd3c971efd0f8806ffd	-7.871681794999985	-0.001269393615825	0.2323690410976211	0.0023736905986036405	(-8.28623, -7.44586)	(-0.00564895, 0.00315137)
c97220e6c4063a029dec2f8160977f83	-6.767624745000004	-0.0023970335453800022	0.30191184367532725	0.003119946943826089	(-7.34911, -6.19943)	(-0.00831262, 0.00341371)
8a20667bca2eaf2a0687995af876a84c	-6.6353904799999945	0.00012965574703599996	0.5461586528408842	0.005599130722563297	(-7.60701, -5.60532)	(-0.0108015, 0.0101867)
131d3b899e72f19fcae1b0f9f8f3a009	-6.609715510000001	0.0116614259679	0.6324227819464914	0.006529590536044657	(-7.69862, -5.3502)	(8.42763e-05, 0.0243601)
c0c365b5a32a28b8d2602de07c5d0b06	-7.8337840249999955	0.0021751615945499996	0.4849389133468764	0.004963517274543232	(-8.78216, -6.96299)	(-0.00726288, 0.0111271)
a650f349bbdffb95b3624519d1ba72b8	-4.847566729999996	-0.0013374984013958004	0.17577768470686808	0.0018002231172671837	(-5.21686, -4.56083)	(-0.00464637, 0.00211688)
0f6da5f59be656db2dadef7bf2d1a2e6	-9.00486708000001	0.004915166118452993	0.26345228433508366	0.0026961648917229416	(-9.46887, -8.50516)	(-0.000103491, 0.00979381)
e84bea8ae61342674744560dd7de4721	-6.743249419999996	-0.0005206953093699995	0.4868906403935731	0.004983920023400392	(-7.61428, -5.80174)	(-0.0105204, 0.0081761)
010f0ac2691bc0be12d0633d4b5d2cc4	-4.056119499999995	-0.005641017282630005	0.25308722949775636	0.0026115916644449465	(-4.49024, -3.55449)	(-0.0102897, -0.000554923)
c8fce068920feb387167d44c01689295	-6.799412034999998	0.00475737702845502	0.40944157959055494	0.0042295568012131746	(-7.50474, -5.98416)	(-0.00323989, 0.0125578)
86deb5cf8d6f29d383136e0d09863b69	-10.161334085	0.0017463190574635013	0.3651275805463932	0.003747475004913073	(-10.8501, -9.52)	(-0.00535958, 0.0083736)
79db4c4f494c95856ce31b42f267c4c4	-8.352085425	0.003980011480699994	0.4996732127981446	0.0051363536655485	(-9.26721, -7.38017)	(-0.00605788, 0.0137309)
dde2f514908a4fcaa80827346c7b7a19	-8.062183045000001	0.0011457637849750023	0.20877389253802317	0.002132654557357866	(-8.44333, -7.65193)	(-0.00297176, 0.00500362)
7dfa96abfa7484bb6c9cfa90dc9b606f	-6.050541369999992	0.0030376350406250063	0.25844519876624356	0.002648691443513384	(-6.50673, -5.5487)	(-0.00200483, 0.00787841)
25f9cac7332bfbe3973f03bae0ee15cc	-9.302571159999992	-0.0019436487091553012	0.29606287882045323	0.0030493032071396593	(-9.84395, -8.75855)	(-0.00754836, 0.00372)
447b9d6a5c17543a456c597e65b37139	-4.379643409999994	2.1733994016499998e-05	0.1345584767198704	0.0013872659460991833	(-4.64168, -4.13395)	(-0.00261021, 0.00261834)
ccce7fe8aa849bed027f6898300e0c45	-8.345139890000015	-0.002496876506345001	0.35705461951554124	0.003665954229510798	(-9.02823, -7.67782)	(-0.00923669, 0.00490238)
