Feature	Intercept_mean	iron_eaten_mean	Intercept_std	iron_eaten_std	Intercept_hdi	iron_eaten_hdi
8dccd839cf4868a3343e411c063932a6	-9.161688025000013	-0.39356198035000056	0.08489499972642305	4.9026422417551645	(-9.30572, -8.99333)	(-9.05954, 8.63954)
f402919ff0fe53fec5b6ef190f9e42b7	-6.938904934999998	-2.3779030896549997	0.05806205039779224	4.8590804683336675	(-7.04848, -6.83281)	(-11.6613, 6.12984)
f9382b37fc2cfd3cf606824a235802de	-9.761429705000008	-0.35053375069999976	0.07741265760108598	4.835582252858991	(-9.90366, -9.62115)	(-9.44583, 8.46073)
1664c7d0b9dec6e07df8542c0c4049c7	-8.486316785000007	0.21093930209500011	0.06285786402443036	4.71570321917406	(-8.60073, -8.37184)	(-8.71072, 9.03439)
3e5f388f7ad4f160c2a1cdd1441d00c0	-6.539207489999997	-0.3496537163339997	0.051924240440278914	3.99640061209903	(-6.63809, -6.44649)	(-7.53919, 7.25807)
f5706d9ec821f971e4c08ee992995b40	-7.895783690000009	-1.461441440173498	0.08943599559396596	4.896490512491629	(-8.05361, -7.71955)	(-10.3707, 7.7941)
138eb7703e1255cf29760a4440de2a47	-8.619271469999994	1.3603137352350019	0.0780569739436464	4.880501764857288	(-8.76386, -8.46663)	(-8.14922, 10.3336)
56c3d1a8e4dc5c2aa7afbc1563559448	-7.490595810000007	0.19144114517499997	0.12511155407732696	5.047651427019383	(-7.73515, -7.26442)	(-9.18302, 9.11192)
de61860db8d93da85692dffb5cf32ab9	-5.085407234999999	-0.666019662065002	0.10385190087140811	5.005888941494709	(-5.27358, -4.89034)	(-10.0665, 8.63222)
5c02713fbed5c1964b4410d9f8166555	-6.130277900000006	4.52230257187001	0.05107228463844162	3.7617234349494746	(-6.22199, -6.0292)	(-1.98818, 12.2868)
12bb0c9249480c4cec2cc9f692018806	-8.386705220000005	0.4120619514474007	0.06422619406326054	4.8442275116046645	(-8.51481, -8.27325)	(-8.37564, 9.62817)
b10627ff6db16c65eed2f21380dd700f	-6.13105683	0.6650376678000017	0.11622453109284248	4.824065649571388	(-6.3362, -5.90677)	(-8.98245, 8.93112)
3f5f0d10bd5495e2c89d229c508dcdec	-7.055345730000004	0.6404666257645008	0.08559788512964026	4.782892002753029	(-7.22137, -6.9)	(-8.08607, 10.1341)
de6891b6f7a1f35bd9ccbc058b9e1a77	-6.555650545000008	-2.3342790429699996	0.04710262907156013	4.5957792000781765	(-6.64343, -6.46661)	(-11.8194, 5.39616)
828c563319c7cee475b9b8ab6a0a048b	-7.4884936300000104	6.743303904154997	0.05309533843025296	3.708969616171368	(-7.58049, -7.38799)	(-0.0423373, 13.5801)
6a129e8ae637c96e7bb56223913911f7	-5.988615689999972	-1.5534400134000008	0.06674338169679368	4.876159244355064	(-6.11578, -5.86608)	(-10.8165, 7.42217)
1527fd8b14037f53b8edb26b111e1f72	-5.8153359849999955	0.6164288905780005	0.051189287759547654	3.642246563875244	(-5.91349, -5.72114)	(-5.48693, 8.06265)
b3d06445a910a9a444919e41f5da39c3	-9.977446060000013	1.7636150493099993	0.07723092704141526	4.245886935609311	(-10.1172, -9.83125)	(-6.16135, 9.48238)
992072d045462445dc239b35300af2cc	-3.822286930000003	0.4479453448500006	0.12533004114447213	4.81252483234561	(-4.05913, -3.59117)	(-8.44763, 8.99204)
2403a466dd6d1e4f551d80394c2aa994	-6.9817466299999875	0.3273276653194993	0.13963046648079017	5.232497617128284	(-7.24049, -6.71331)	(-9.49668, 9.70912)
cae14798faeabb8e1b8840e712839921	-7.2014818950000095	-0.2677334397599995	0.0858183168522838	4.969699743110931	(-7.36432, -7.04534)	(-8.97962, 8.90861)
4311a44a7d56ce4086afad3e75bedd6e	-8.105169920000007	-4.3487609899550055	0.0690964914173911	4.984880850018126	(-8.23762, -7.97751)	(-13.907, 4.67383)
ab153c3e19553cead3d76fb9e00684c2	-6.9134088400000095	0.566478563423999	0.09620910794074763	4.940810528388067	(-7.08651, -6.72747)	(-8.34533, 10.1046)
fc1856f132cd513b1251fa39ad4ccd01	-8.069367685000008	-1.000270349269999	0.05114828303365392	4.562136236826015	(-8.16285, -7.97278)	(-9.94464, 7.20427)
8ef31508d9a2fc6f83935de5607a686c	-7.304810420000021	-0.05009682364500003	0.12037280156631565	4.960110481981797	(-7.55581, -7.10613)	(-9.35041, 9.20684)
21ce8465657612a85e2f89e74d285ce1	-10.135119525000013	-1.911534193827999	0.0800230580721855	4.746709694357972	(-10.272, -9.96943)	(-11.0957, 6.58822)
69d052e452e79d571cba042af265d50c	-5.119723104999994	1.4844991968699996	0.107080330286701	5.003454706340496	(-5.32483, -4.92342)	(-7.1751, 11.7476)
79d5bee84cddbb27acb4dd7df378c789	-7.304302860000005	1.2461315283049978	0.08907152606989732	4.951136044565932	(-7.46206, -7.14023)	(-7.95922, 10.6779)
0f0a1f8c92368be6e8d3145bd4e94cd1	-5.198695985000004	-0.10939836150500004	0.076993063837139	4.9089914225774525	(-5.34802, -5.05406)	(-8.96599, 8.91757)
64d05989cb6f8053633b2127793200b3	-7.466808619999988	3.741637569315007	0.058536994649500025	3.835424819479322	(-7.58643, -7.36876)	(-3.39857, 10.7436)
bac3d8ea4685e825ef8d12b2a6979577	-7.463970149999986	-0.770058398270001	0.1218253234905515	5.008023728616279	(-7.68069, -7.22647)	(-10.181, 8.37699)
a8d23fd98a311df2db65e5842634aba3	-7.260926330000011	1.5438975891859996	0.05545280070592561	4.694424394096132	(-7.35744, -7.15262)	(-7.81596, 9.96479)
41239266f2952a56a313fc4798f28a1c	-6.810047814999992	-3.0161420731649975	0.06339044575072632	4.693888125790021	(-6.93322, -6.70008)	(-11.7549, 5.49958)
2b982979f2401a8bc447d7141879e9b2	-3.8491782200000038	-2.749334097035002	0.0376871777071672	3.4688063552751025	(-3.92328, -3.7806)	(-9.30125, 3.52053)
251429848560a80abcb96640ceb102db	-5.3545465650000015	-2.0177408353700033	0.06142083280574084	4.819764197311925	(-5.47493, -5.24204)	(-11.5491, 6.7508)
7b34b797cadb639f63827c6d332dd4e9	-8.181734149999992	-1.6795702194050004	0.06315089733628101	4.888680130903254	(-8.29608, -8.0636)	(-10.289, 7.94698)
2a99ec1157a90661db7ff643b82f1914	-6.39539042999999	-1.2481596056889985	0.13853026294429344	4.870668241111778	(-6.64495, -6.12816)	(-10.4425, 7.91492)
2a7f11895ae7fe9fdffa52016207c561	-5.980165320000008	-2.082479132689999	0.06651862410331112	4.696053214178633	(-6.09997, -5.85369)	(-10.3295, 7.07264)
0cfd41d10227f0de9092d5cda028c12d	-8.606022970000028	0.6749572567699995	0.06544815674470206	4.146399792795596	(-8.72808, -8.48693)	(-6.86311, 8.47773)
a9387e76477da8688775569cf540191b	-6.067777465000011	0.7973422054250007	0.0885663730087428	4.8594720036696675	(-6.23887, -5.90179)	(-7.96189, 10.1878)
bb769f42c78f86faa2801cb2c2abb8dc	-8.618379249999997	0.052719663495000034	0.08910637214160105	4.810703930310685	(-8.79051, -8.45562)	(-9.08589, 8.91375)
68ee181a51a55ca3814763c9214cfd8a	-8.690337119999995	2.780256636414996	0.07442251064970593	4.729849215450316	(-8.81533, -8.54192)	(-5.57512, 11.9844)
88956ab21ebb7e44b2dd317dd412818a	-8.483177940000003	-0.6019846699799996	0.08397259828632428	4.751290390373198	(-8.64172, -8.32851)	(-9.49467, 7.94102)
ca9dec36ad0aa5a1473144ddcb74951d	-5.163903535000003	-0.4773033891099995	0.05855513167565909	4.819613214219209	(-5.2721, -5.05019)	(-9.21825, 8.66604)
ae171d16e3cb68ad19636a58839a1ef1	-8.96323273000001	0.9070940631559983	0.10064903694296895	4.7600390036571625	(-9.16443, -8.78789)	(-7.95296, 9.54102)
77f4d90aa6eb8080927f59ee8bbac375	-9.215441765000014	5.195599614099999	0.058630189315187896	4.191967441638707	(-9.32108, -9.10205)	(-2.5743, 13.1224)
a7b427a226422d10e62536b8d41e02fe	-8.151574230000007	0.10844830758599994	0.11887561805562606	5.068522032237257	(-8.38169, -7.93394)	(-9.27613, 9.64837)
2480f3aa1e7784b461d9b5b83a6bfc81	-7.913852825000006	-2.174635731559996	0.08149478099037617	4.945976442806841	(-8.0718, -7.7645)	(-11.6928, 6.79911)
9000b563231e32a7003bf2ef20bf9a60	-7.4280294699999985	0.12300598862075003	0.06541152842748055	4.7419649985099515	(-7.55074, -7.3041)	(-8.485, 9.09515)
a186bb74dfce512f83043f7b366c60c4	-6.341672854999997	-0.7748683361864981	0.14065441448102145	4.997687687174042	(-6.59073, -6.05941)	(-10.3086, 8.25569)
aad2c8fbb5e1201340fe4357731fc9ee	-7.987733029999994	-0.7234716101900002	0.09973980800121442	5.05692233009265	(-8.17316, -7.80194)	(-10.1173, 8.66469)
490d2aec117bd7289577684ba3cc1b64	-6.851609334999998	0.5015344383999999	0.09489490286947858	4.965817214114426	(-7.03751, -6.68666)	(-8.8808, 9.52129)
457d3865cf0a4bc602a07d8d5324388f	-8.62872639499999	-2.080743186624998	0.09457133882712024	4.860031107294966	(-8.79745, -8.44624)	(-11.0991, 6.71029)
552e00cb506f739acaf08aa5641f9d84	-6.643474639999992	-0.7080108112924507	0.07047295007710681	4.720188278480684	(-6.77466, -6.51334)	(-9.60524, 7.95262)
9dc78fd8f2f7cb10e190e77af61c7ecd	-8.160193575	1.1836194739500008	0.05886655909996244	4.72669103498038	(-8.26799, -8.04551)	(-7.73505, 9.9134)
a3607a88a8ed64e24a374847b23e404f	-6.419461144999998	-3.4958298887499915	0.0633360171169531	4.853744200083468	(-6.53313, -6.29851)	(-12.4609, 5.78376)
5bb151262388870fd53a84ea6f1ffdf2	-9.413977870000007	-0.9628670384000001	0.09667046750100634	5.051946535723394	(-9.59124, -9.22947)	(-11.0503, 7.88097)
f7962a90f4519ec1d1a9c7b8ef7bf396	-9.064705235000007	1.1155472476200001	0.07818822576478364	4.852410969510879	(-9.2158, -8.92286)	(-7.74265, 10.0819)
77ad88eed91eef009bf64f101c96baa6	-5.194991014999996	-1.1598726080199988	0.10939230421615491	4.991770884405446	(-5.39905, -4.99443)	(-10.1118, 8.64696)
08be83d0a527ddd1da0861135192e593	-8.518777409999986	-0.275172014275	0.11327174428202251	4.871494689179354	(-8.74523, -8.3129)	(-9.43735, 8.47526)
b61862b15d33865612e76c1db7b995a1	-9.015571039999992	3.4399900022750005	0.06708556997982805	4.476273684302033	(-9.14549, -8.89822)	(-5.05316, 11.7551)
14f11556b1fc9132c5ab27b67a2479bf	-9.184578999999994	-1.0711893339750003	0.07507931210193661	4.963480486823586	(-9.32528, -9.04577)	(-10.1478, 8.59952)
514b34f09e4acd2397d38273c630d338	-8.506971710000006	-2.0964841398600003	0.10879848743376858	4.9056240654307794	(-8.69267, -8.28365)	(-11.5041, 6.54187)
ba88d4e4e6a24ecc2a5aab6bdfbb77f5	-7.805994585000002	0.3320775280349996	0.05880790028837778	4.692385492069611	(-7.90586, -7.68468)	(-8.42801, 9.41589)
1c94105978b1aa2095e3c0096774f240	-8.197935395000004	-1.9687364857930016	0.0800171658086186	5.026656726793684	(-8.34533, -8.04526)	(-11.6655, 6.87432)
27b636c66fa117272ed27920bad78969	-8.459841684999997	6.261075460514987	0.08918337789583203	3.7397594173528415	(-8.6164, -8.28136)	(-0.609039, 13.5315)
7201d53bd647437ec3de879774eba498	-6.720507705000006	0.5970079173750001	0.1172073421773694	4.5446270717370885	(-6.92104, -6.49428)	(-7.84946, 9.05578)
f8529e2e737999b4a7d06420482d4af3	-8.488305359999993	0.7049581844174988	0.11316065324603959	4.846348313934411	(-8.68321, -8.26231)	(-8.38789, 9.62238)
959d48a11e3b26c9268f0bd1dae6ec40	-4.218756110000001	-0.0638698277999999	0.05151674910325662	4.678846907985895	(-4.31201, -4.11782)	(-8.83288, 8.6498)
bd0f4e14387ee1ac7e5fe586cadbbed4	-8.851977689999996	-4.540612668604999	0.05564474537963047	4.6601012886947695	(-8.95769, -8.75156)	(-13.8472, 3.49379)
66047b69a772cae3e37186eb74254da7	-8.848198674999992	0.003345165140000138	0.09705987587357812	4.949257458049288	(-9.03104, -8.66832)	(-9.32725, 9.22631)
4207ad1746e5fbce9c5ed5efe1e357d9	-7.439106310000012	5.379661452550006	0.05229265300196486	3.550020576691301	(-7.54193, -7.34828)	(-1.41676, 11.8987)
30207d209491dfb7de83344e77fd6fbd	-6.3028846050000045	-0.8446994092850019	0.0561969477600339	4.719442994360796	(-6.41175, -6.20299)	(-9.64592, 7.68144)
3e93fd55a231bb99b67a666bad8446a8	-8.235505680000012	-3.0126720189308007	0.0599437066257801	4.781389264291218	(-8.35012, -8.12722)	(-11.795, 5.61843)
d39f37b814ebd81091a949f8bd9d1710	-6.226969854999997	-2.2627292596299973	0.07440709903583785	5.091206785408584	(-6.37062, -6.08973)	(-12.0847, 7.01574)
706b0d627a9ba61b18e6b7b39622ac1f	-8.990496760000019	-1.6217487033754991	0.08164596827279591	4.733467235645812	(-9.12743, -8.82219)	(-10.0696, 7.40519)
32382a0f5831da5faee464d011b5616c	-5.915751370000006	-0.40359034677999966	0.12561910256813288	4.956312684923489	(-6.15702, -5.69196)	(-9.52862, 9.12207)
fcd575ef43a2ae77d9b7c10639e80fd8	-9.824304344999973	-0.11133525631499994	0.09165708987018388	4.747765351866257	(-9.98615, -9.64601)	(-8.59136, 9.05234)
fdb1c35a8dab336d65ed22d796e71e4b	-6.725067709999997	-0.6979017145800015	0.12710716323542062	4.870069937173306	(-6.95907, -6.47951)	(-9.81314, 8.73672)
25def15fb42bed6855ede4893d27a21d	-5.283296035	-0.6175251790949997	0.09135188463643636	4.949384966425379	(-5.45651, -5.11452)	(-9.78375, 8.4103)
2a13ecb6c618ddf8154298c69336dd8e	-8.543284769999984	-1.074095855615	0.10611444202909943	4.9254045447484485	(-8.746, -8.35695)	(-10.3884, 7.98056)
9ad89cc951aa3031c19c59c95e401614	-9.641711195000013	-1.622963821365003	0.08365787770570071	4.842980898671697	(-9.78999, -9.47502)	(-10.3453, 7.44132)
55d4d3011e1f3bb8e4e5089b801b61a4	-9.489429160000004	6.912642819699999	0.08976112104076245	3.6531343044241193	(-9.64341, -9.3155)	(0.279044, 13.7256)
4ed55370307d6700d110b6d3f1196136	-7.67295696500001	0.8546570059199998	0.12388560287877995	5.094583141108536	(-7.89762, -7.44281)	(-9.12038, 9.44298)
154c25181234441402124e02c204074c	-9.483137729999997	-0.45291309630999976	0.08888590982347595	4.977914014496461	(-9.66293, -9.33096)	(-9.3369, 9.09837)
370829fece3190f1a8efccf50b7d0921	-7.623592240000007	-4.3482160056349874	0.06889441541650816	4.901773691752494	(-7.75058, -7.48774)	(-14.1242, 4.41497)
b1a153ff5a21342991138e7f7dd2658e	-6.681844514999998	0.21247759491999993	0.10514622559875723	5.129552079720852	(-6.8692, -6.47408)	(-8.86045, 10.3446)
e39b1ae9776ee98190c8cb02bc9de792	-9.194360985000003	0.31112014192990006	0.08004460713989273	4.783540112147894	(-9.33612, -9.03217)	(-8.36982, 9.24055)
e71461ffe18aa4dc3b1f7ba4a1011cff	-7.457077635000008	-0.35264048211499976	0.07505680974273272	4.933318664384753	(-7.59618, -7.31177)	(-9.78525, 8.07694)
90c2b51afe404951ec89bd52c7ae1f58	-8.975302504999986	-0.8931569248349994	0.10029770893981074	4.875817780424795	(-9.17165, -8.8026)	(-9.2737, 8.94335)
c5af8314e36eaed98fc88f181f539e8f	-7.2910331349999975	-1.314861468519997	0.061341071699325386	4.838491971397927	(-7.40153, -7.17311)	(-10.1318, 7.63595)
10cd502b01abafc87e2ecbad86389286	-6.076246409999999	-1.9100173947355008	0.04773847576443865	3.798078590833518	(-6.1672, -5.9889)	(-9.35638, 5.00223)
433cf7e272a09b91cc85082a1338b8e1	-7.756099600000003	3.548912444250003	0.05337067405270427	4.5613628103644315	(-7.85523, -7.65583)	(-5.2727, 11.4731)
877f27b47c85f6b2d3cf8a6aa86def40	-5.351733825	0.5462969654599996	0.06982388679470208	4.785691161921779	(-5.48734, -5.22494)	(-8.96138, 9.12407)
9ed241a051fe72047261df3b7e08b675	-7.029545025000017	-0.09820647267500013	0.06029845290883815	4.688126301828615	(-7.14004, -6.91466)	(-8.81683, 8.59851)
04c8be5a3a6ba2d70446812e99318905	-5.960414180000008	-2.6064156495749926	0.06101704518515791	4.934518792595261	(-6.08135, -5.85307)	(-12.0765, 6.72846)
e0b7bd623a1b4cd1640883066e8d96bd	-9.546768074999981	0.9004337232699989	0.08073146403691926	4.9186306933006785	(-9.69253, -9.39308)	(-8.47987, 10.1813)
6a17479edbe461431433bddb084f731e	-6.439971299999996	-2.7688536343449988	0.0735763095534834	5.02478827410283	(-6.57786, -6.30474)	(-12.4954, 6.16272)
35513c8de34a49ef37dde85737e6aef9	-7.740572975000013	-1.1923170362205004	0.09068535266182397	5.025400131722804	(-7.92248, -7.57559)	(-10.387, 8.40201)
69536042153447ceb692aa53159ce0c2	-7.317842980000007	-0.33280619448700033	0.048333892707080786	3.5128708166575464	(-7.40922, -7.23228)	(-6.48651, 6.89025)
0f92fcc184a951ff8b0914467ad2f8f9	-6.959753169999988	-2.8699171262615017	0.059306132083884064	4.652946609335999	(-7.06522, -6.84807)	(-11.8343, 5.16405)
e9d9bafcf863ec0908ce4e20e6386ff9	-9.486240850000007	0.7656973691649986	0.07328875396182905	4.99157741633911	(-9.62766, -9.35211)	(-8.15864, 10.1247)
979578981da3916b394bf24c32bace21	-6.7974567949999996	0.20363671680000012	0.08982135037995131	5.019199514831114	(-6.9744, -6.63562)	(-10.2464, 8.40703)
5860dac317300b1fe6094e958240cc7f	-7.660026715000004	2.816357328148495	0.056010297671577954	4.601627878362574	(-7.76511, -7.55647)	(-5.76451, 11.3123)
3a1461e8439091ad6b93af0ddb3849eb	-7.07332364	0.36640003047	0.11126565900559976	4.987731480832368	(-7.26993, -6.85746)	(-8.56006, 9.90867)
d32627161d829a1488c2a047669cb29f	-6.228968885000013	-0.4611483227840007	0.11981262937231113	5.083823396078811	(-6.45408, -5.99774)	(-9.42773, 9.7186)
e2c3ff4f647112723741aa72087f1bfa	-3.2760899200000027	-3.0775044583199995	0.05988832744862388	4.506743562608939	(-3.38629, -3.16212)	(-10.8255, 5.85877)
426bd7119a31b73ef734771a071a216c	-5.8254625100000075	0.4204875008399999	0.07458954217582979	4.961309611717867	(-5.96305, -5.68214)	(-9.42116, 9.34733)
aed0d8840bb7da5eacd80c6f9a1f91ed	-9.693179540000004	-1.76065729266805	0.08143854917782126	5.052887140306403	(-9.84295, -9.53994)	(-10.7507, 7.63704)
0b05a2e48cdc5f9e766bb0f4c209d4b4	-8.73482063999998	-4.2144478031475066	0.05737231510659475	4.734821757538141	(-8.83731, -8.62464)	(-12.5838, 5.33365)
31c0a0bcf172474d82c69979df243e78	-6.117832874999996	-0.8671181979134996	0.053944881729264926	4.651871869496691	(-6.21697, -6.01635)	(-9.62016, 7.89677)
f9b9b7db378357774e672fe5ba242b12	-9.923596680000001	0.07209628039500024	0.07675328949874138	4.983880923772005	(-10.073, -9.7871)	(-8.93826, 9.5775)
95f975f50235610bca818dcc9d97f7d6	-8.826802495000026	0.16215377787500002	0.11035987339529255	4.975423506245346	(-9.03479, -8.62234)	(-9.73485, 8.85196)
ecaa9f4e15a28f212d9bd60f749191ab	-7.351146400000009	0.11456641103809999	0.06707201598461168	4.72044213763917	(-7.47979, -7.22593)	(-9.12669, 8.32392)
a6fa2de5f4576d1d77b1616786e3dd52	-8.729040454999993	-4.5561950016850075	0.05181998420535243	4.476723572211559	(-8.82275, -8.63253)	(-12.4381, 4.11582)
1fa555f9a74d47a6ca7a65a347bc885f	-5.948327759999996	1.2819120395499994	0.06074012605998117	4.804277996878848	(-6.06369, -5.83414)	(-6.94392, 11.0983)
149e7d5e484d157f2ac6140a2111618e	-4.179826259999999	-4.173585720455007	0.055551988321863005	4.8294224982957905	(-4.28571, -4.07955)	(-13.8875, 3.8023)
605c54065160b61d47c4d5f87ffbe6bb	-8.938332684999988	-1.143250106704998	0.0793150181021273	4.953288777201476	(-9.08486, -8.79199)	(-9.9918, 9.0136)
5034598009be77942a505e7c9978b06b	-8.09470059999999	1.0556383142700003	0.0714909768575028	4.870020254824913	(-8.21978, -7.95732)	(-8.13156, 9.71337)
8526f1f5fd2dcff7e7a73db743c829d2	-6.4389041650000065	-0.1645273499550001	0.06846429259769475	4.787908963456679	(-6.56048, -6.30472)	(-9.01796, 8.88432)
24ef07664cfa04a819d7797a89e653b6	-9.510464064999999	-2.323596536216001	0.08241286629238034	4.727212768124223	(-9.65779, -9.35062)	(-11.9479, 5.77774)
03fdbec0c9b63a05ae79f92c6d3a4cfc	-7.110906445000003	-0.3025186902500005	0.11481487683445904	4.929138972972029	(-7.3235, -6.90409)	(-9.41875, 8.68921)
aa3e2d76e864d7909b51110e211ef36c	-8.811710355000006	1.3088729068299985	0.10392913370428886	5.02210137767647	(-9.0073, -8.61789)	(-8.05108, 11.3749)
7efeb75fc542932a033b37b887994dc8	-8.267761934999994	-0.7209413450354502	0.10600222085789401	5.0323609586885185	(-8.47217, -8.07467)	(-9.93976, 8.84861)
2371e52106292ac4c33aec6f57cace35	-7.66347726500001	-1.8619268055549991	0.0643980280829295	4.363570023333145	(-7.78716, -7.54543)	(-9.99308, 6.01794)
913d55d109820d0f3fad120be103c64f	-8.411659580000004	3.0688145329500074	0.08723011489803052	4.739004435574177	(-8.57112, -8.24836)	(-5.77536, 11.9809)
c82032c40c98975f71892e4be561c87a	-6.976701210000002	-8.466820100300005	0.05130880109333977	4.484125940076796	(-7.06899, -6.87617)	(-17.0497, -0.479925)
ac9166cff57e7ff3581eaf798edc726c	-7.193149889999995	0.12666093641500004	0.11938761927137964	5.164512879362205	(-7.40695, -6.97342)	(-9.27862, 9.80859)
949af2c28ba6c0345ae58b9aed00a2c0	-7.493845229999996	-1.0870409130645005	0.1184530423047339	4.989097989163381	(-7.72404, -7.2711)	(-10.0455, 9.0302)
8a261f382a739bbc5f9494b2c64c2744	-5.252724955000006	1.4696158261099967	0.04819366131555034	3.7750570875449116	(-5.33904, -5.15944)	(-5.56167, 8.45583)
e91f1c5b67ffecb5ca3ca3b393a50f00	-4.641762775000004	1.3686151468030001	0.08184576327183579	4.922022775250988	(-4.80046, -4.49884)	(-7.44798, 10.4322)
99b02f389bd0b7abad0d4d8affb09e22	-9.738131470000004	-1.504863753457004	0.09379596049478409	4.8478652835760725	(-9.90717, -9.55931)	(-11.3899, 6.75868)
d3d99580d90cca486a23372a474e9571	-8.95185602999999	1.506481701259998	0.07836295396192702	4.979710856312161	(-9.10003, -8.80146)	(-8.16302, 10.4007)
7076b69bea6fb40b94f8b32fd85fdb46	-9.814131430000009	-0.40711859198500033	0.08151734788040575	4.8370388833522915	(-9.97083, -9.66335)	(-10.1879, 8.01812)
e82ab12c51a893c6d7938a16632199a8	-7.554115240000019	0.15935605332499994	0.10926971851131674	5.0468300825847665	(-7.74246, -7.33192)	(-9.72477, 9.07205)
2ae945b550c248752a5b463c9aca1a6a	-9.474901180000007	0.09349495747499989	0.09494647380028177	4.933063572457095	(-9.64509, -9.28847)	(-8.98289, 9.6703)
b423592b0ae631882095792b27729b9c	-8.781823000000015	1.9012589913930036	0.10964188143314572	4.896525238655444	(-8.99579, -8.5825)	(-7.26099, 11.4194)
3f1ed51e954b35a8108c12dd882b696b	-7.054660369999993	-1.443357774825999	0.08046068154361541	5.004895462952216	(-7.20994, -6.90845)	(-10.1206, 8.48302)
1fb601d8edb6994ffb112ad1a34828d5	-9.169080900000006	0.9442052377145007	0.08136057121474745	4.907377872180798	(-9.3293, -9.02542)	(-8.95816, 9.60224)
9f74473636e6874853d88dfcbcecff49	-6.6404536	2.357751599095002	0.08574058940105324	4.361200295092385	(-6.79807, -6.48338)	(-5.98927, 10.3796)
