	Feature	Intercept_mean	daily_HEI_mean	Intercept_std	daily_HEI_std	Intercept_hdi	daily_HEI_hdi	lower	upper	credible	Taxon
371	362b97b08074732371b6e76cd1a894e1	-9.748171680000006	0.0456388310734999	1.250004496746983	0.0216526521834788	(-12.0194, -7.31897)	(0.00325204, 0.0846353)	0.0423867910734999	0.0389964689265001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Limivicinus; s__Limivicinus sp002320035
372	e82ab12c51a893c6d7938a16632199a8	-10.257551009999986	0.046547961815	0.9510908432956234	0.0164822700873287	(-12.0602, -8.51972)	(0.0150637, 0.076546)	0.031484261815	0.029998038185000006	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor acetigignens
373	f4dfb45b33372cdc0dc2fd20c0d0b448	-10.935224575000005	0.0467999707483	1.0628969874136536	0.0184417612598896	(-13.0068, -8.99957)	(0.0100532, 0.0785649)	0.0367467707483	0.03176492925169999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__CAG-272; g__Avispirillum; s__Avispirillum sp011957885
374	09ee2c2d76be17c9ede2d4c57412adeb	-11.728799470000006	0.0468350771625	0.8806993278192148	0.0152482740003915	(-13.322, -10.0089)	(0.0177068, 0.0755274)	0.0291282771625	0.028692322837499992	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__
375	490d2aec117bd7289577684ba3cc1b64	-9.57071623	0.0468756115999999	0.8016853826005491	0.0138983624153212	(-10.9439, -8.01293)	(0.0193546, 0.0707349)	0.027521011599999902	0.023859288400000102	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Angelakisella; s__Angelakisella massiliensis
376	3bff9ab82e7f2a76cc22e687ac7b72fd	-9.487892465000016	0.0471419907399999	0.7265325316723077	0.0125289534897127	(-10.985, -8.20679)	(0.0243545, 0.0715673)	0.022787490739999902	0.024425309260000097	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Butyribacter; s__Butyribacter intestini
377	c8fce068920feb387167d44c01689295	-9.105221079999994	0.047219519755	0.6866349168443403	0.0118667038272236	(-10.3429, -7.81384)	(0.024019, 0.0679565)	0.023200519755000003	0.020736980245	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Agathobaculum; s__Agathobaculum butyriciproducens
378	90104f2fbcc925a6619e805c7a625c57	-11.335497614999994	0.04780427443	0.7745735829901262	0.013455445885395	(-12.6546, -9.80565)	(0.0204396, 0.0702205)	0.027364674430000003	0.022416225570000003	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__
379	7c82a2ef7685c5c6dc3080f56033cee9	-11.777748734999998	0.049077929675	0.8288334253905592	0.0143347689001575	(-13.3225, -10.1675)	(0.0231396, 0.0778047)	0.025938329675	0.028726770325000005	yes	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Oxalobacter; s__Oxalobacter paraformigenes
380	6fc765c81c8b663cedcd799094894748	-11.576820519999997	0.04911883915	0.7410788810348254	0.0127890466448517	(-12.9521, -10.1784)	(0.0252604, 0.0729624)	0.023858439150000004	0.023843560849999994	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__
381	69d052e452e79d571cba042af265d50c	-8.039994345000002	0.05035478906	0.8428973653225359	0.0146206387993947	(-9.54995, -6.40437)	(0.0215138, 0.0757934)	0.028840989060000002	0.025438610939999995	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_121497; s__Coprococcus_A_121497 eutactus
382	bb769f42c78f86faa2801cb2c2abb8dc	-11.554734415000006	0.0504018007999999	0.6878037861272341	0.0118947889911065	(-12.7444, -10.1337)	(0.0267979, 0.0723743)	0.023603900799999904	0.0219724992000001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__
383	25e04b2be57def00437d44ab461e8773	-10.910286810000022	0.052357582475	0.8910151238111644	0.0155181378442188	(-12.6739, -9.29783)	(0.0251885, 0.0842524)	0.027169082475	0.03189481752500001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_121497; s__Coprococcus_A_121497 eutactus
384	8f5959f21dc9ce9a281656f8d699ec07	-9.931120664999996	0.0526822499999999	0.5287168900389957	0.0091786899527089	(-10.9293, -8.9701)	(0.0352791, 0.0692436)	0.017403149999999902	0.0165613500000001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__
385	e91f1c5b67ffecb5ca3ca3b393a50f00	-7.7090502599999935	0.0527558158499999	0.5785565245358771	0.0100478906844015	(-8.71074, -6.52621)	(0.0328704, 0.0704469)	0.0198854158499999	0.017691084150000105	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__
386	79d5bee84cddbb27acb4dd7df378c789	-10.371854274999992	0.0527708742499998	0.6760878873300237	0.0117416174732517	(-11.5792, -9.11589)	(0.031603, 0.0740093)	0.021167874249999802	0.0212384257500002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__
387	f8529e2e737999b4a7d06420482d4af3	-11.597589084999983	0.053163420595	0.8632930693170848	0.0148967872600967	(-13.1128, -9.87761)	(0.0244325, 0.0794976)	0.028730920594999997	0.026334179405000005	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__; s__
388	30c16856bd5bae4cd2f1182341b30ffc	-12.25293221	0.0542816346499999	0.6753880450042892	0.0116239404642912	(-13.5363, -10.9637)	(0.0332342, 0.0775925)	0.021047434649999905	0.02331086535000009	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 hominis
389	51625f89e7332f46ab0641e10cede6ea	-10.728139184999993	0.0563571272599999	0.9339808918730544	0.0161602548732725	(-12.4788, -8.9166)	(0.0254493, 0.0876075)	0.030907827259999902	0.0312503727400001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_D; s__Roseburia_D yibonii
390	96169c3701e79f42346c41eb7b5bf2af	-12.788018450000004	0.05694377935	0.6455744447347636	0.0110651945647606	(-13.8932, -11.546)	(0.0360229, 0.0763312)	0.020920879350000005	0.01938742065	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__
391	6d8fe4ac153ead767024e041ff1f0ec6	-11.728147570000004	0.0578171857899999	0.8642157780777292	0.014908296851519	(-13.4841, -10.1799)	(0.0325741, 0.0891971)	0.025243085789999897	0.0313799142100001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__CAG-272; g__Avispirillum; s__
392	686d42b9552375c3b61301ae5605e3a2	-9.894261250000012	0.0580584794999998	0.7889159121552424	0.0136818421082239	(-11.3137, -8.37929)	(0.0334085, 0.0848197)	0.0246499794999998	0.026761220500000196	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 hominis
393	1243750138937650754b619370565800	-9.55429732	0.0586906876999999	0.6154874843990066	0.0106291139803846	(-10.7482, -8.47185)	(0.0404562, 0.0791364)	0.0182344876999999	0.0204457123000001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira sp000437735
394	b423592b0ae631882095792b27729b9c	-12.75709342499999	0.0677635938499999	0.7878817859698366	0.0136296396144027	(-14.2204, -11.1719)	(0.0408475, 0.0937572)	0.0269160938499999	0.025993606150000098	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435
395	7dfa96abfa7484bb6c9cfa90dc9b606f	-10.152779554999997	0.0745825552499999	0.4833036168782027	0.0083573438603812	(-11.0, -9.16107)	(0.0577643, 0.0892124)	0.016818255249999907	0.014629844750000093	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_J; s__Eubacterium_J plexicaudatum
396	9c25197937d1f54e2634026fbca6b55f	-11.647812344999984	0.0781450529699998	1.1134432596881392	0.0192766637118504	(-13.8302, -9.74334)	(0.0415013, 0.112773)	0.0366437529699998	0.0346279470300002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Jutongia; s__
397	f45b62ab6ec22fb20364a7e05088158f	-12.048079029999997	0.0815423423500001	0.7192541874557689	0.0124212344001448	(-13.4712, -10.795)	(0.0603331, 0.106298)	0.0212092423500001	0.0247556576499999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Muricoprocola; s__Muricoprocola aceti
398	266c2a374ca451985731e1e1b5961bd2	-13.285127000000037	0.08306288305	0.5752270030266303	0.0099304072702728	(-14.3688, -12.2696)	(0.0653764, 0.101914)	0.017686483049999993	0.01885111695000001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_J; s__Eubacterium_J plexicaudatum
399	b10627ff6db16c65eed2f21380dd700f	-11.474260375000007	0.0908963142	1.032487351895416	0.0178742142107427	(-13.3711, -9.51745)	(0.0569722, 0.124177)	0.033924114199999994	0.0332806858	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Limivicinus; s__Limivicinus sp002320035
400	f10155af1849a17996f302d71b32398c	-13.675337699999972	0.09375048205	1.097280932582312	0.0189976770299087	(-15.7563, -11.6953)	(0.059621, 0.129997)	0.03412948205	0.03624651795	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Suilimivivens; s__Suilimivivens aceti
