Feature	Intercept_mean	daily_HEI_mean	Intercept_std	daily_HEI_std	Intercept_hdi	daily_HEI_hdi
2b982979f2401a8bc447d7141879e9b2	-3.019330224999997	-0.014974593484999967	0.2124911087542238	0.0036910461125795237	(-3.39487, -2.61663)	(-0.022067, -0.00847395)
251429848560a80abcb96640ceb102db	-5.355929180000001	-0.0002788073467900001	0.45149064215532536	0.007822028742886854	(-6.0921, -4.40596)	(-0.0148889, 0.0143135)
7b34b797cadb639f63827c6d332dd4e9	-8.400366549999985	0.0035353536174	0.42521345313383196	0.0073773949365051866	(-9.17396, -7.61605)	(-0.0105955, 0.0164034)
2a99ec1157a90661db7ff643b82f1914	-5.512911924999997	-0.01563337876992	1.0569983178549263	0.018401981542543907	(-7.4695, -3.54681)	(-0.0518411, 0.0171742)
2a7f11895ae7fe9fdffa52016207c561	-4.117784425000005	-0.03326588275000001	0.454764225662342	0.007875111418012915	(-4.96722, -3.2531)	(-0.0483079, -0.0189783)
0cfd41d10227f0de9092d5cda028c12d	-7.551728340000006	-0.01838186060370002	0.473647594901995	0.008202077736911615	(-8.39327, -6.63706)	(-0.0344529, -0.00403135)
a9387e76477da8688775569cf540191b	-8.242487564999998	0.03760811614000005	0.6564413336320472	0.011368513543356142	(-9.39053, -6.88615)	(0.0158503, 0.0590434)
bb769f42c78f86faa2801cb2c2abb8dc	-11.554734415000006	0.05040180079999996	0.6878037861272341	0.011894788991106546	(-12.7444, -10.1337)	(0.0267979, 0.0723743)
68ee181a51a55ca3814763c9214cfd8a	-10.159456620000002	0.025674013563499964	0.48945385194937024	0.008453892028902635	(-11.0548, -9.24419)	(0.0102276, 0.0417146)
88956ab21ebb7e44b2dd317dd412818a	-9.559929264999992	0.018596708194500006	0.6541086569737554	0.011324226335116573	(-10.8234, -8.38087)	(-0.00209813, 0.0402712)
ca9dec36ad0aa5a1473144ddcb74951d	-5.4471002799999875	0.0048725627095340006	0.39136124583665827	0.0067738072409237685	(-6.15068, -4.65779)	(-0.00808806, 0.017689)
ae171d16e3cb68ad19636a58839a1ef1	-10.684969314999998	0.0298788462655	0.7444979570231068	0.012793855886348853	(-11.9758, -9.22769)	(0.00697443, 0.0539965)
77f4d90aa6eb8080927f59ee8bbac375	-10.87622078499998	0.029436975714999966	0.42145967586939254	0.007250307399175079	(-11.6978, -10.1344)	(0.0172027, 0.0441374)
a7b427a226422d10e62536b8d41e02fe	-9.333789180000016	0.02061487186721001	1.016133565936992	0.01760214087375225	(-11.0583, -7.30158)	(-0.0139531, 0.050859)
2480f3aa1e7784b461d9b5b83a6bfc81	-6.892446080000005	-0.018136299366450014	0.6645979752516804	0.011516890001842714	(-8.0647, -5.63499)	(-0.040105, 0.00227056)
9000b563231e32a7003bf2ef20bf9a60	-8.280943035000002	0.014854985112399991	0.4402555155762831	0.007598565431818222	(-9.06933, -7.44462)	(-0.000482685, 0.0280084)
a186bb74dfce512f83043f7b366c60c4	-5.184221134999999	-0.02031433103344998	1.1377863145386593	0.01972756479376507	(-7.27176, -2.9342)	(-0.057296, 0.0172936)
aad2c8fbb5e1201340fe4357731fc9ee	-7.595593654999994	-0.00687562218468501	0.769539834466411	0.0133942295808585	(-9.0531, -6.16972)	(-0.0324391, 0.0171491)
490d2aec117bd7289577684ba3cc1b64	-9.570716229999999	0.04687561159999991	0.8016853826005491	0.013898362415321233	(-10.9439, -8.01293)	(0.0193546, 0.0707349)
457d3865cf0a4bc602a07d8d5324388f	-6.937655575	-0.030049542917500026	0.8245129174988521	0.014308066321798018	(-8.39525, -5.37161)	(-0.0574793, -0.00460315)
552e00cb506f739acaf08aa5641f9d84	-8.349547230000002	0.029459687425	0.5318214453745049	0.009248596032471345	(-9.33222, -7.35845)	(0.011853, 0.0466211)
9dc78fd8f2f7cb10e190e77af61c7ecd	-9.96669258	0.03134264547999997	0.3561429492712773	0.006159120856295184	(-10.61, -9.30106)	(0.0203662, 0.0431195)
a3607a88a8ed64e24a374847b23e404f	-6.304327784999988	-0.002418951857830499	0.4667371766389987	0.008116545551554865	(-7.1513, -5.41477)	(-0.0180874, 0.0122921)
5bb151262388870fd53a84ea6f1ffdf2	-9.954969545000015	0.009292925380379988	0.7166643462889327	0.012398019280424269	(-11.2507, -8.55835)	(-0.0142207, 0.0324355)
f7962a90f4519ec1d1a9c7b8ef7bf396	-9.780244879999984	0.01258612128409998	0.6046411377117714	0.010503314243760883	(-10.9254, -8.67731)	(-0.00651354, 0.0329221)
77ad88eed91eef009bf64f101c96baa6	-4.882053509999991	-0.005579126209049999	0.817082462122936	0.014170343752784314	(-6.53153, -3.44412)	(-0.0309106, 0.0221559)
08be83d0a527ddd1da0861135192e593	-9.015513785000003	0.008653638295794993	0.8315093654988037	0.014413911145437976	(-10.5226, -7.38294)	(-0.0180702, 0.0355833)
b61862b15d33865612e76c1db7b995a1	-10.48613498499997	0.02593850384200003	0.46128199538958786	0.007978352635371857	(-11.3189, -9.58789)	(0.0109089, 0.0409094)
14f11556b1fc9132c5ab27b67a2479bf	-9.196516119999988	6.64089326949995e-05	0.5518965302054775	0.009555016027669817	(-10.1613, -8.12484)	(-0.0183918, 0.0168995)
514b34f09e4acd2397d38273c630d338	-7.419442369999998	-0.019337232218700047	0.9404078338655965	0.016301071821798633	(-9.15325, -5.697)	(-0.049882, 0.011647)
ba88d4e4e6a24ecc2a5aab6bdfbb77f5	-8.352184235000008	0.009574750427079993	0.3988958856142977	0.006907037217344711	(-9.04556, -7.56935)	(-0.00345465, 0.0224601)
1c94105978b1aa2095e3c0096774f240	-8.117682884999988	-0.001652365962259997	0.5867041148418229	0.01016982011864281	(-9.25029, -6.99921)	(-0.0208669, 0.0178454)
27b636c66fa117272ed27920bad78969	-9.487420469999996	0.018954735399944977	0.6886209092907933	0.011896808950459168	(-10.7182, -8.12249)	(-0.00408984, 0.0407337)
7201d53bd647437ec3de879774eba498	-6.27473159	-0.007625264090955005	0.9922914178887026	0.017231500083481337	(-8.17933, -4.51816)	(-0.0382422, 0.0255528)
f8529e2e737999b4a7d06420482d4af3	-11.597589084999983	0.05316342059500002	0.8632930693170848	0.01489678726009679	(-13.1128, -9.87761)	(0.0244325, 0.0794976)
959d48a11e3b26c9268f0bd1dae6ec40	-5.369641360000015	0.019914163429999982	0.27940017568668485	0.0048319645118289475	(-5.8947, -4.88246)	(0.0117588, 0.0294189)
bd0f4e14387ee1ac7e5fe586cadbbed4	-8.124351665000018	-0.01338317543547499	0.3500182590434073	0.006103891164596035	(-8.74419, -7.44464)	(-0.0256655, -0.00279684)
66047b69a772cae3e37186eb74254da7	-9.435028319999997	0.010267990978950004	0.7741600688938161	0.013438551052642862	(-10.9235, -7.98534)	(-0.0161371, 0.0347571)
4207ad1746e5fbce9c5ed5efe1e357d9	-7.2218858599999995	-0.002972649223259997	0.35748275709642313	0.0061890974063601575	(-7.83548, -6.45603)	(-0.0156093, 0.00839479)
30207d209491dfb7de83344e77fd6fbd	-7.060368744999994	0.01304667913899998	0.3619322563184647	0.006271331008324691	(-7.69078, -6.36771)	(0.000822307, 0.0237969)
3e93fd55a231bb99b67a666bad8446a8	-7.725282399999997	-0.009371216332935008	0.3890789110407298	0.0067463553709513025	(-8.44849, -7.03189)	(-0.0218185, 0.00280708)
