Feature	Intercept_mean	beta_carotene_eaten_mean	Intercept_std	beta_carotene_eaten_std	Intercept_hdi	beta_carotene_eaten_hdi
25def15fb42bed6855ede4893d27a21d	-5.287936009999998	0.8023680018347508	0.08694872708257378	4.840276460544721	(-5.44193, -5.11956)	(-8.63201, 9.36307)
2a13ecb6c618ddf8154298c69336dd8e	-8.548749724999988	-0.24623742470500035	0.10197797583681673	4.9632556613046415	(-8.74067, -8.36481)	(-9.02455, 9.77475)
9ad89cc951aa3031c19c59c95e401614	-9.652397385000008	-0.7324873826650006	0.07326855045523813	4.880433058105584	(-9.79207, -9.51993)	(-9.76132, 8.58381)
55d4d3011e1f3bb8e4e5089b801b61a4	-9.427149374999983	2.7122314089499966	0.08446390811796108	4.981791303563201	(-9.57832, -9.26358)	(-6.58797, 12.5809)
4ed55370307d6700d110b6d3f1196136	-7.661673764999977	0.5399254216250013	0.11749190388905431	5.025323779967627	(-7.87818, -7.43985)	(-8.88714, 9.96292)
154c25181234441402124e02c204074c	-9.484727110000014	-0.3738921775749989	0.08425159024640362	4.90931330409465	(-9.65415, -9.32722)	(-9.15628, 9.30003)
370829fece3190f1a8efccf50b7d0921	-7.653766740000005	-2.427432457448999	0.06009401338296853	5.0133164729534725	(-7.76183, -7.54096)	(-12.9282, 6.33811)
b1a153ff5a21342991138e7f7dd2658e	-6.675726719999993	0.46979584432749905	0.09970723608415592	4.881181956809492	(-6.84583, -6.47194)	(-8.44879, 9.52092)
e39b1ae9776ee98190c8cb02bc9de792	-9.194066615000002	0.6576890510950008	0.07479700117044648	4.958192366050814	(-9.32462, -9.04794)	(-8.17979, 10.232)
e71461ffe18aa4dc3b1f7ba4a1011cff	-7.465300660000002	0.8847419073699997	0.06411693442347659	4.962257039361318	(-7.58964, -7.35335)	(-8.03872, 10.459)
90c2b51afe404951ec89bd52c7ae1f58	-8.98753101000002	1.0705247921085	0.09283174530988786	5.059151057799709	(-9.16692, -8.82352)	(-8.34024, 10.8182)
c5af8314e36eaed98fc88f181f539e8f	-7.304380130000012	0.6645761691999981	0.05039079403802936	5.20007673930346	(-7.40052, -7.21074)	(-9.24952, 9.97753)
10cd502b01abafc87e2ecbad86389286	-6.08895289000001	-0.9517029252000004	0.0391843153385114	4.823596250199381	(-6.16018, -6.0102)	(-10.2349, 8.03928)
433cf7e272a09b91cc85082a1338b8e1	-7.7326618349999965	1.7540593294399989	0.04200591365727897	4.805064831526457	(-7.80806, -7.65028)	(-6.77935, 11.3411)
877f27b47c85f6b2d3cf8a6aa86def40	-5.355870654999994	2.1645459526300006	0.060696425587681624	5.158601566551078	(-5.48051, -5.25047)	(-7.84096, 11.3441)
9ed241a051fe72047261df3b7e08b675	-7.028269950000012	-0.7642792853649992	0.0506133494742	4.9655361802421165	(-7.12123, -6.93323)	(-9.63205, 9.02246)
04c8be5a3a6ba2d70446812e99318905	-5.975752690000005	-2.8853674396400035	0.050719004663576615	4.903577608995432	(-6.0652, -5.87709)	(-11.8327, 6.31745)
e0b7bd623a1b4cd1640883066e8d96bd	-9.537632059999993	0.26662818597400034	0.07295316918103276	4.952798656043831	(-9.67895, -9.40667)	(-8.6824, 9.98832)
6a17479edbe461431433bddb084f731e	-6.458088669999987	-0.15878757622499978	0.06266778039336565	4.912983111938228	(-6.58031, -6.34723)	(-8.98474, 9.23524)
35513c8de34a49ef37dde85737e6aef9	-7.749586890000003	-0.5948394535529993	0.08410955182336853	5.115991556094627	(-7.91112, -7.59758)	(-10.2675, 8.78501)
69536042153447ceb692aa53159ce0c2	-7.319049145	-1.2685079643049981	0.03968794059810833	4.810133084624184	(-7.38991, -7.24003)	(-10.1588, 7.99998)
0f92fcc184a951ff8b0914467ad2f8f9	-6.979226920000013	-0.5963521532449994	0.04858250360071616	4.87459680579692	(-7.06673, -6.8872)	(-10.6335, 7.59292)
e9d9bafcf863ec0908ce4e20e6386ff9	-9.48653139000001	2.780932077770054	0.06370399914972291	4.707600398625083	(-9.60317, -9.36783)	(-6.83053, 11.0959)
979578981da3916b394bf24c32bace21	-6.801471925000001	0.9724027420999987	0.07642204477730474	4.874228551798788	(-6.94577, -6.66382)	(-8.37053, 10.2557)
5860dac317300b1fe6094e958240cc7f	-7.642563359999994	2.2051540885950027	0.04716372142770753	5.00771674339871	(-7.72999, -7.55641)	(-6.84633, 11.9061)
3a1461e8439091ad6b93af0ddb3849eb	-7.068345115000012	-0.0455995466599998	0.10651555902583798	4.901847932270899	(-7.2695, -6.87392)	(-9.11642, 9.2887)
d32627161d829a1488c2a047669cb29f	-6.228795765000009	-0.016259137337500083	0.11793694002141479	5.061838501277055	(-6.44599, -6.00846)	(-10.6302, 8.39524)
e2c3ff4f647112723741aa72087f1bfa	-3.2969488149999973	-1.7583707860300002	0.048308442876434904	4.858240119788193	(-3.38255, -3.20313)	(-10.7268, 6.84837)
426bd7119a31b73ef734771a071a216c	-5.827096949999992	0.9485697188985005	0.0634106484141071	4.789979324788386	(-5.94362, -5.70521)	(-7.58863, 10.3858)
aed0d8840bb7da5eacd80c6f9a1f91ed	-9.703516729999981	-1.1751694072149996	0.07286789147221905	4.738071280970024	(-9.84276, -9.57071)	(-10.0663, 7.52662)
0b05a2e48cdc5f9e766bb0f4c209d4b4	-8.763514574999993	-1.392948435945002	0.0479057250484676	4.923401272585683	(-8.85727, -8.67959)	(-11.1546, 7.20912)
31c0a0bcf172474d82c69979df243e78	-6.125730069999997	-0.1861026349499998	0.042706622370483734	4.958257028646708	(-6.20228, -6.04688)	(-9.48881, 8.99144)
f9b9b7db378357774e672fe5ba242b12	-9.924827790000005	0.6785597461880004	0.06794895629600127	4.9259800212694556	(-10.0474, -9.79452)	(-8.22065, 10.2424)
95f975f50235610bca818dcc9d97f7d6	-8.822526190000008	-0.21422980254500018	0.10355817949966056	5.057554839600382	(-9.00247, -8.62886)	(-9.23009, 9.48714)
ecaa9f4e15a28f212d9bd60f749191ab	-7.351325225000006	0.2960583362500002	0.05698446077703449	4.804766188892373	(-7.44993, -7.24069)	(-8.94993, 9.14092)
a6fa2de5f4576d1d77b1616786e3dd52	-8.76586445499999	0.17608365473999962	0.0429563724132168	4.891842059088244	(-8.84256, -8.6832)	(-8.67832, 9.77778)
1fa555f9a74d47a6ca7a65a347bc885f	-5.944726735000004	1.970070431285002	0.04803605412593514	4.7478230025764425	(-6.03704, -5.85504)	(-6.18901, 10.7773)
149e7d5e484d157f2ac6140a2111618e	-4.210715159999995	-0.6295293664700004	0.044460452543517846	4.723924372084858	(-4.28987, -4.12535)	(-10.1353, 7.64872)
605c54065160b61d47c4d5f87ffbe6bb	-8.94321853999999	-0.5858106926450005	0.06803302923410363	4.826643611155653	(-9.06839, -8.81814)	(-9.5894, 8.30644)
5034598009be77942a505e7c9978b06b	-8.090757014999996	1.2615607956550015	0.05998728320352392	4.734823951355104	(-8.20536, -7.98268)	(-8.0556, 9.88285)
8526f1f5fd2dcff7e7a73db743c829d2	-6.439322650000001	-0.6247036300014499	0.05518087991847811	4.794043388780294	(-6.54091, -6.33449)	(-9.59754, 8.34473)
24ef07664cfa04a819d7797a89e653b6	-9.52843700000001	-0.8136875623549993	0.07450525012507496	4.84875810424615	(-9.66217, -9.38295)	(-9.08622, 9.27349)
03fdbec0c9b63a05ae79f92c6d3a4cfc	-7.112600115000018	0.3579412331499998	0.10896290772247565	4.855736255817527	(-7.30719, -6.89597)	(-8.8405, 9.56827)
aa3e2d76e864d7909b51110e211ef36c	-8.802714429999979	0.8701743471950001	0.09581035285121903	4.9956691257914425	(-8.97236, -8.62116)	(-7.52753, 11.0551)
7efeb75fc542932a033b37b887994dc8	-8.27196571999999	-0.2800840036000004	0.10081902844493994	4.957101406228186	(-8.46372, -8.0916)	(-9.53477, 9.04631)
2371e52106292ac4c33aec6f57cace35	-7.680460684999997	-0.7039142715999986	0.05245052216213652	4.8700238659658615	(-7.78147, -7.58522)	(-10.8055, 7.94465)
913d55d109820d0f3fad120be103c64f	-8.385786935000004	1.4500860040419996	0.0803425191026257	4.993933031504551	(-8.54972, -8.24494)	(-7.71262, 10.7672)
c82032c40c98975f71892e4be561c87a	-7.025865565000009	-5.583009167995013	0.04074710680012478	4.981695809158939	(-7.09801, -6.94697)	(-15.2932, 3.24252)
ac9166cff57e7ff3581eaf798edc726c	-7.1896220250000065	0.31263357190499946	0.1114169589247947	5.099199594177487	(-7.39159, -6.98628)	(-9.25735, 9.76857)
949af2c28ba6c0345ae58b9aed00a2c0	-7.504546334999996	-0.10237693516150008	0.10846433580683461	4.911514602109709	(-7.72049, -7.30676)	(-9.31934, 8.85166)
8a261f382a739bbc5f9494b2c64c2744	-5.250140889999996	2.6036375615399963	0.03996879690343331	4.792545599288833	(-5.32216, -5.17077)	(-6.17728, 11.6612)
e91f1c5b67ffecb5ca3ca3b393a50f00	-4.638314730000004	2.5468940816000023	0.07069614664270674	4.827338047071237	(-4.77324, -4.50908)	(-6.24548, 11.5506)
99b02f389bd0b7abad0d4d8affb09e22	-9.746986414999993	-0.4237538917849996	0.08501316275258665	4.968099913540843	(-9.90456, -9.58782)	(-9.44002, 9.09112)
d3d99580d90cca486a23372a474e9571	-8.946135770000001	0.8434869302250003	0.06885246773070008	4.963428635299191	(-9.07154, -8.81571)	(-9.39524, 9.26811)
7076b69bea6fb40b94f8b32fd85fdb46	-9.819781740000009	-0.5472703274750004	0.07609785579024152	4.913049342698554	(-9.96634, -9.67848)	(-9.57406, 8.45369)
e82ab12c51a893c6d7938a16632199a8	-7.551837240000003	0.034699742814999976	0.10198712733125884	5.034981569021053	(-7.74463, -7.35754)	(-9.71047, 9.13143)
2ae945b550c248752a5b463c9aca1a6a	-9.47856569	1.175685903089999	0.08517394139949085	4.895604494231545	(-9.63547, -9.31048)	(-7.40063, 10.6641)
b423592b0ae631882095792b27729b9c	-8.775625384999989	1.8881565195594996	0.10425321522165046	5.033605034943211	(-8.96965, -8.57892)	(-7.044, 11.8877)
3f1ed51e954b35a8108c12dd882b696b	-7.062631469999994	-0.9088525862350011	0.07264791757537926	4.9219950769851595	(-7.19674, -6.91959)	(-10.0125, 8.30152)
