	Feature	Intercept_mean	fast_food_fg_eaten_mean	Intercept_std	fast_food_fg_eaten_std	Intercept_hdi	fast_food_fg_eaten_hdi	lower	upper	credible	Taxon
23	a4e2a4e1321a599651edf92f6999e78e	-7.193347249999996	-0.0061287098534999	0.1687794780082503	0.0018928788306611	(-7.49327, -6.87848)	(-0.00957498, -0.00257049)	0.0034462701465001007	0.0035582198534998997	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__MOL361; f__Turicibacteraceae; g__Turicibacter; s__Turicibacter bilis
24	208c8722c4dd18b60b2b2684272ff26c	-8.03064421	-0.00588403224785	0.189458187051064	0.0024162293389228	(-8.37969, -7.64974)	(-0.0103898, -0.00145208)	0.004505767752149999	0.00443195224785	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Ruminiclostridium_E; s__Ruminiclostridium_E siraeum
25	8aff935557eab67b0baa4553b8518105	-8.441570520000008	-0.0058059401505	0.1359908611743069	0.0016146158727232	(-8.70747, -8.20277)	(-0.00875759, -0.00279872)	0.0029516498495000005	0.0030072201505	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_187866; s__Coprococcus_A_187866 catus_A
26	cebcb0fe524fb1cf0bfb5463ae228bed	-8.45844744999999	-0.005784446596	0.1444903837028522	0.0018044442235696	(-8.73508, -8.20508)	(-0.00902904, -0.00215815)	0.0032445934040000006	0.0036262965959999996	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira sp000437735
27	27b636c66fa117272ed27920bad78969	-8.054442470000009	-0.0056825110145	0.126185208654973	0.0015449927260607	(-8.27407, -7.81123)	(-0.00850115, -0.00272706)	0.002818638985500001	0.0029554510144999997	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T celatum
28	6fc765c81c8b663cedcd799094894748	-8.369832040000011	-0.0056821696657454	0.1469779302447766	0.0018633756115711	(-8.62147, -8.06193)	(-0.00904264, -0.00233139)	0.0033604703342545996	0.0033507796657453997	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__
29	3017f87a3b0f5200ed54eca17eef3cbb	-8.372115700000004	-0.0053955102104999	0.1299483626415123	0.0015749631241067	(-8.6311, -8.13773)	(-0.00826401, -0.00236224)	0.0028684997895001008	0.0030332702104999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__; s__
30	589c1370b3324a2d6cff6d1ff85341d1	-7.413621069999987	-0.0053891954085999	0.1696083719618671	0.0021695108939389	(-7.72763, -7.10107)	(-0.00931547, -0.00131355)	0.0039262745914000995	0.0040756454085999	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA11471; g__Caccoplasma; s__
31	55d4d3011e1f3bb8e4e5089b801b61a4	-9.106972130000004	-0.0053147862564999	0.1316344014791084	0.0016023634782455	(-9.32561, -8.84591)	(-0.00831977, -0.002314)	0.003004983743500101	0.0030007862564998995	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__UBA3402; s__UBA3402 sp003478355
32	7c82a2ef7685c5c6dc3080f56033cee9	-8.595543640000002	-0.0051633160441499	0.1493688713281667	0.0019234625506985	(-8.86861, -8.3252)	(-0.00861936, -0.00155632)	0.0034560439558500994	0.0036069960441499	yes	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Oxalobacter; s__Oxalobacter paraformigenes
