Feature	Intercept_mean	carb_eaten_mean	Intercept_std	carb_eaten_std	Intercept_hdi	carb_eaten_hdi
89aabf43d24dd5bd0fd0f5aca189d341	-5.001343315000009	-0.0012284742382500011	0.09827109947772426	0.0004237464849210143	(-5.17839, -4.80822)	(-0.00210878, -0.000534192)
2ae8a432208b85a14e86eb821c86ce2b	-4.490366080000003	0.0008246666745074993	0.17051057592869012	0.0007334073583822485	(-4.8182, -4.17225)	(-0.00042162, 0.00235553)
f596fa835cdfdb22d6494b012f61fff2	-5.484438494999997	-0.0008266542340299986	0.18976618007612672	0.0008191935747865134	(-5.84806, -5.12977)	(-0.00248678, 0.000620185)
f7895578be91c3e9c71c7b89e3e798db	-7.753486724999996	-0.0051623596080300075	0.4575521164570483	0.0019647570283386983	(-8.60414, -6.96473)	(-0.00852286, -0.00133306)
8b40296c81e6ffbc10306d4a2ccab530	-9.157280244999997	-0.0011608111900399984	0.19797423492437094	0.000858925303026614	(-9.56387, -8.813)	(-0.00282322, 0.000431343)
40a6b537d995aeb12b0100e2cb6ad879	-7.900104870000003	0.0034336620799999976	0.28470275883433777	0.0012348545264348242	(-8.40745, -7.38)	(0.00117607, 0.00565292)
9ac5fec396208e598ab2e2d26985d0df	-7.898997475000012	-0.0010356469415899994	0.15269003003724363	0.0006584269268225219	(-8.1821, -7.59904)	(-0.00232012, 0.00020562)
19cb3add28813b2bf3e1f40a000d33c2	-4.4839730499999835	0.00031442610948000045	0.25637824248285473	0.001109974508237018	(-4.93424, -3.98541)	(-0.00176577, 0.00232242)
686d42b9552375c3b61301ae5605e3a2	-6.220558234999997	-0.0012094948550429993	0.3689134124863648	0.0016013703082440284	(-6.92365, -5.51543)	(-0.00412174, 0.00187563)
51625f89e7332f46ab0641e10cede6ea	-8.458850935000005	0.004430896653564998	0.5145471252064047	0.0022031654333924794	(-9.40292, -7.4571)	(0.000123389, 0.00848792)
ddd87ec4b9d332c2d8c02f5d1b08dbb4	-7.465663374999997	6.338593169059995e-05	0.17534618492302406	0.0007476704994107671	(-7.80364, -7.1571)	(-0.00129808, 0.00150652)
588a23811b3e98af68f4f0fb24a0daa8	-5.10846772999999	-0.0016204479962749964	0.30091869870622406	0.0012905659046634	(-5.63046, -4.53831)	(-0.00407275, 0.000618259)
7c82a2ef7685c5c6dc3080f56033cee9	-7.954459725000001	-0.004386429764649997	0.3768803031488572	0.0016142121573813045	(-8.64199, -7.18382)	(-0.00737698, -0.00125022)
b835514e2678e3c7ba13bfe0a0d79bb4	-8.090371360000004	-0.002016282463644999	0.3835689042619988	0.0016580426710079944	(-8.80596, -7.37509)	(-0.00521793, 0.000946773)
c162a4f3943238810eba8a25f0563cca	-5.221525590000006	-0.0002400916621489998	0.17944890718405568	0.0007754441045089328	(-5.5762, -4.91714)	(-0.0016027, 0.0012678)
5b00db3216a94bcd5c4842499bf6bf6e	-7.504192820000004	-0.002018845431850003	0.22027619530840742	0.0009478161854959649	(-7.91084, -7.08193)	(-0.00370861, -0.00018401)
beef5a54aaee13f217ecede427cb3071	-7.674920275000017	0.0002554533729135	0.4502627268725163	0.0019481460367901957	(-8.42544, -6.70291)	(-0.00349952, 0.00383925)
f7686a74ca2d3729eb66305e8a26309b	-3.6580295100000013	-0.0003320911383195007	0.12157980517898478	0.0005245367902208297	(-3.88547, -3.43095)	(-0.0012916, 0.000666309)
5ca5ea401c8d3569e69626d2f81d5578	-5.772314269999999	-0.0009176088075605994	0.4817956340138079	0.0020631656609606933	(-6.59126, -4.80008)	(-0.00460644, 0.00295344)
b6d740387526e21887b761f90fbc914a	-7.573059579999999	-0.003985161007999999	0.3437642376872899	0.0014814116766421095	(-8.24671, -6.97312)	(-0.00687853, -0.00132641)
5e69d50b5a886d1b222f36de84a9dc98	-8.372526150000002	-0.003851656940389996	0.39597947778752046	0.0017167498968259471	(-9.05792, -7.61576)	(-0.00705902, -0.000757291)
208c8722c4dd18b60b2b2684272ff26c	-7.248387874999999	-0.0052336673064000035	0.4409330483853917	0.0019143757974210362	(-8.09414, -6.48086)	(-0.00852113, -0.00143515)
